gene,comparison,log2fc,p_value,abs_log2fc
SLC11A2,GCSF_vs_Normal,-19.37081423423817,7.893331003903884e-38,19.37081423423817
SLC24A3,GCSF_vs_Normal,-18.847217356916747,2.066193423549536e-37,18.847217356916747
SLC24A3,PDAC_vs_Normal,-18.847217356916747,2.066193423549536e-37,18.847217356916747
SLC24A3,HSCT_vs_Normal,-18.847217356916747,2.066193423549536e-37,18.847217356916747
SLC6A12,GCSF_vs_Normal,-18.53643055500024,2.073467740827264e-37,18.53643055500024
SLC6A12,PDAC_vs_Normal,-18.53643055500024,2.073467740827264e-37,18.53643055500024
SLC6A12,HSCT_vs_Normal,-18.53643055500024,2.073467740827264e-37,18.53643055500024
SLC6A4,PDAC_vs_Normal,-18.47984717841329,2.089439444229137e-37,18.47984717841329
SLC6A4,HSCT_vs_Normal,-18.47984717841329,2.089439444229137e-37,18.47984717841329
SLC6A4,GCSF_vs_Normal,-18.47984717841329,2.089439444229137e-37,18.47984717841329
SLC4A5,GCSF_vs_Normal,-18.909238954798703,2.0988994248861122e-37,18.909238954798703
SLC4A5,PDAC_vs_Normal,-18.909238954798703,2.0988994248861122e-37,18.909238954798703
SLC4A5,HSCT_vs_Normal,-18.909238954798703,2.0988994248861122e-37,18.909238954798703
SLC2A13,HSCT_vs_Normal,-18.944514358763698,2.328217755919271e-37,18.944514358763698
SLC2A13,PDAC_vs_Normal,-18.944514358763698,2.328217755919271e-37,18.944514358763698
SLC2A13,GCSF_vs_Normal,-18.944514358763698,2.328217755919271e-37,18.944514358763698
SLC16A4,GCSF_vs_Normal,-19.13977028818609,2.343753703307161e-37,19.13977028818609
SLC16A4,PDAC_vs_Normal,-19.13977028818609,2.343753703307161e-37,19.13977028818609
SLC16A4,HSCT_vs_Normal,-19.13977028818609,2.343753703307161e-37,19.13977028818609
SLC3A1,GCSF_vs_Normal,-18.77458971477314,7.466329586412739e-37,18.77458971477314
SLC3A1,HSCT_vs_Normal,-18.77458971477314,7.466329586412739e-37,18.77458971477314
SLC3A1,PDAC_vs_Normal,-18.77458971477314,7.466329586412739e-37,18.77458971477314
