feature,rank_pca,rank_lda,rank_lasso,rank_shap,mean_rank,is_slc
HLA-C,89.0,18.0,172.0,103.0,95.5,False
SDCBP,70.0,66.0,148.0,221.5,126.375,False
TALDO1,113.0,39.0,363.0,244.0,189.75,False
VASP,129.0,164.0,246.0,268.5,201.875,False
LSP1,104.0,102.0,385.0,374.0,241.25,False
LAMTOR4,189.0,122.0,370.0,320.0,250.25,False
ANXA11,379.0,202.0,399.0,168.5,287.125,False
EFHD2,338.0,335.0,239.0,320.0,308.0,False
LRP10,417.0,138.0,440.0,341.5,334.125,False
CLK1,372.0,280.0,612.0,89.0,338.25,False
NRBF2,324.0,130.0,575.0,341.5,342.625,False
STAT3,274.0,500.0,362.0,411.0,386.75,False
MYL6,27.0,1071.0,230.0,221.5,387.375,False
ACOX1,517.0,362.0,487.0,294.5,415.125,False
CREB1,606.0,154.0,1043.0,26.5,457.375,False
HNRNPH2,626.0,469.0,681.0,65.0,460.25,False
IFIT2,529.0,287.0,638.0,433.5,471.875,False
PROK2,557.0,370.0,571.0,411.0,477.25,False
RBM5,798.0,382.0,734.0,48.0,490.5,False
MYO9B,771.0,223.0,779.0,268.5,510.375,False
FGR,374.0,603.0,640.0,442.5,514.875,False
CMIP,624.0,192.0,934.0,320.0,517.5,False
IFI16,684.0,215.0,818.0,411.0,532.0,False
RPS6KA1,701.0,391.0,868.0,357.5,579.375,False
HNRNPA2B1,463.0,1623.0,216.0,41.0,585.75,False
RAF1,354.0,1255.0,445.0,411.0,616.25,False
RCSD1,746.0,1141.0,557.0,77.5,630.375,False
RPLP1,369.0,1245.0,824.0,133.0,642.75,False
SERF2,697.0,1119.0,730.0,117.0,665.75,False
PARP8,411.0,1423.0,548.0,341.5,680.875,False
RPS27,892.0,433.0,1179.0,320.0,706.0,False
RIOK3,491.0,952.0,1104.0,320.0,716.75,False
SLC9A3R1,678.0,1529.0,663.0,103.0,743.25,False
RPS28,584.0,838.0,1374.0,268.5,766.125,False
HELZ,1377.0,682.0,871.0,150.5,770.125,False
PRKDC,1317.0,655.0,916.0,294.5,795.625,False
ARHGAP45,607.0,1770.0,737.0,150.5,816.125,False
GOLGA7,1079.0,916.0,1141.0,202.5,834.625,False
UPF2,1125.0,902.0,872.0,475.0,843.5,False
TSC22D4,1033.0,1431.0,1148.0,14.0,906.5,False
XRN2,1119.0,1818.0,525.0,168.5,907.625,False
TNIP1,960.0,1616.0,1068.0,41.0,921.25,False
SDF2,1374.0,1118.0,1022.0,244.0,939.5,False
CASC3,1044.0,1476.0,1105.0,186.0,952.75,False
TACC1,1218.0,1303.0,1277.0,77.5,968.875,False
PSEN1,1026.0,1313.0,1201.0,374.0,978.5,False
KPNA4,1316.0,1052.0,1476.0,103.0,986.75,False
TPI1,1272.0,1473.0,996.0,244.0,996.25,False
SH3BP5,1499.0,1006.0,1427.0,89.0,1005.25,False
TMEM91,1185.0,2380.0,279.0,221.5,1016.375,False
LPIN2,1023.0,1860.0,933.0,294.5,1027.625,False
GNAI3,893.0,2543.0,554.0,168.5,1039.625,False
LMBRD1,700.0,1934.0,1351.0,186.0,1042.75,False
RTF2,1229.0,1779.0,1209.0,77.5,1073.625,False
RBM8A,1521.0,1652.0,1112.0,133.0,1104.5,False
FBXO38,1794.0,1279.0,1328.0,57.5,1114.625,False
BRK1,1824.0,1357.0,1247.0,244.0,1168.0,False
TMEM127,1140.0,2251.0,995.0,341.5,1181.875,False
MYL12B,327.0,3775.0,337.0,294.5,1183.375,False
TMEM123,1348.0,2152.0,1134.0,150.5,1196.125,False
MBNL1,307.0,3612.0,443.0,450.0,1203.0,False
AGO2,1432.0,2608.0,791.0,77.5,1227.125,False
EHD1,1107.0,2756.0,754.0,357.5,1243.625,False
PAN3,1311.0,2731.0,901.0,103.0,1261.5,False
EPB41,432.0,4320.0,24.0,433.5,1302.375,False
NAIP,1361.0,2536.0,1337.0,396.0,1407.5,False
E2F3,1133.0,3984.0,496.0,268.5,1470.375,False
RPS29,1235.0,3358.0,1398.0,89.0,1520.0,False
TMEM43,2083.0,2889.0,1313.0,268.5,1638.375,False
SOS2,1275.0,4186.0,1430.0,57.5,1737.125,False
APMAP,1718.0,3678.0,1411.0,341.5,1787.125,False
MAFF,1669.0,4317.0,1172.0,8.5,1791.625,False
LRMP,415.0,6752.0,7.0,57.5,1807.875,False
DDX60L,1055.0,5143.0,1026.0,202.5,1856.625,False
FOS,21.0,7.0,76.0,7753.0,1964.25,False
S100A9,14.0,23.0,74.0,7753.0,1966.0,False
SAT1,30.0,25.0,58.0,7753.0,1966.5,False
SRGN,26.0,5.0,85.0,7753.0,1967.25,False
CAP1,18.0,38.0,64.0,7753.0,1968.25,False
B2M,41.0,1.0,83.0,7753.0,1969.5,False
BASP1,48.0,53.0,26.0,7753.0,1970.0,False
DUSP1,50.0,9.0,69.0,7753.0,1970.25,False
JUNB,49.0,31.0,50.0,7753.0,1970.75,False
FTH1,53.0,2.0,84.0,7753.0,1973.0,False
HLA-B,40.0,24.0,75.0,7753.0,1973.0,False
ACTB,46.0,3.0,92.0,7753.0,1973.5,False
IFITM2,31.0,6.0,108.0,7753.0,1974.5,False
TMSB4X,22.0,11.0,117.0,7753.0,1975.75,False
S100A8,34.0,8.0,112.0,7753.0,1976.75,False
SOD2,8.0,30.0,121.0,7753.0,1978.0,False
H3F3A,37.0,4.0,118.0,7753.0,1978.0,False
CSF3R,43.0,57.0,62.0,7753.0,1978.75,False
NCF1,10.0,51.0,103.0,7753.0,1979.25,False
CXCL8,20.0,52.0,93.0,7753.0,1979.5,False
CTSS,79.0,21.0,66.0,7753.0,1979.75,False
TXNIP,105.0,27.0,37.0,7753.0,1980.5,False
FTL,54.0,15.0,100.0,7753.0,1980.5,False
H3F3B,51.0,13.0,107.0,7753.0,1981.0,False
JUND,15.0,14.0,149.0,7753.0,1982.75,False
CEBPB,23.0,37.0,119.0,7753.0,1983.0,False
MNDA,82.0,10.0,88.0,7753.0,1983.25,False
MALAT1,69.0,54.0,61.0,7753.0,1984.25,False
ITM2B,6.0,16.0,165.0,7753.0,1985.0,False
TUBA1A,55.0,97.0,53.0,7753.0,1989.5,False
MT-ND3,47.0,69.0,90.0,7753.0,1989.75,False
HLA-A,65.0,12.0,133.0,7753.0,1990.75,False
MXD1,56.0,73.0,81.0,7753.0,1990.75,False
MT-CO3,87.0,46.0,79.0,7753.0,1991.25,False
RPS3A,1000.0,5527.0,1407.0,36.5,1992.625,False
ZFP36,133.0,41.0,47.0,7753.0,1993.5,False
GCA,122.0,76.0,23.0,7753.0,1993.5,False
BTG1,103.0,59.0,67.0,7753.0,1995.5,False
RGS2,32.0,19.0,178.0,7753.0,1995.5,False
ZFP36L1,19.0,60.0,155.0,7753.0,1996.75,False
OAZ1,73.0,84.0,82.0,7753.0,1998.0,False
OGFRL1,61.0,162.0,17.0,7753.0,1998.25,False
RIPOR2,42.0,33.0,169.0,7753.0,1999.25,False
SMCHD1,64.0,17.0,176.0,7753.0,2002.5,False
RAB11FIP1,157.0,110.0,3.0,7753.0,2005.75,False
FCGR3B,94.0,50.0,131.0,7753.0,2007.0,False
S100A11,16.0,34.0,227.0,7753.0,2007.5,False
CYP4F3,39.0,58.0,181.0,7753.0,2007.75,False
CXCR2,58.0,20.0,200.0,7753.0,2007.75,False
ICAM3,5.0,89.0,185.0,7753.0,2008.0,False
IER2,36.0,103.0,144.0,7753.0,2009.0,False
GLUL,75.0,44.0,171.0,7753.0,2010.75,False
TREM1,191.0,71.0,30.0,7753.0,2011.25,False
SLC25A37,74.0,99.0,127.0,7753.0,2013.25,True
FPR1,187.0,70.0,44.0,7753.0,2013.5,False
MT-CO2,114.0,127.0,77.0,7753.0,2017.75,False
KLF6,167.0,92.0,63.0,7753.0,2018.75,False
LST1,99.0,36.0,192.0,7753.0,2020.0,False
SNX10,220.0,104.0,4.0,7753.0,2020.25,False
WIPF1,85.0,75.0,168.0,7753.0,2020.25,False
SELL,102.0,47.0,183.0,7753.0,2021.25,False
CEBPD,4.0,101.0,229.0,7753.0,2021.75,False
SORL1,78.0,90.0,173.0,7753.0,2023.5,False
LRRK2,180.0,132.0,32.0,7753.0,2024.25,False
S100A6,45.0,42.0,258.0,7753.0,2024.5,False
S100A4,17.0,29.0,303.0,7753.0,2025.5,False
LCP1,134.0,32.0,187.0,7753.0,2026.5,False
FYB1,110.0,55.0,189.0,7753.0,2026.75,False
DAZAP2,81.0,67.0,210.0,7753.0,2027.75,False
LAPTM5,52.0,91.0,222.0,7753.0,2029.5,False
ANP32A,91.0,28.0,253.0,7753.0,2031.25,False
SMAP2,149.0,35.0,193.0,7753.0,2032.5,False
MYO1F,156.0,190.0,48.0,7753.0,2036.75,False
NCF2,63.0,48.0,283.0,7753.0,2036.75,False
EVI2B,107.0,22.0,268.0,7753.0,2037.5,False
TYROBP,7.0,272.0,120.0,7753.0,2038.0,False
UBC,117.0,74.0,209.0,7753.0,2038.25,False
ATP6V0B,101.0,148.0,151.0,7753.0,2038.25,False
YPEL3,59.0,49.0,301.0,7753.0,2040.5,False
EIF1,131.0,146.0,146.0,7753.0,2044.0,False
DDX3X,216.0,72.0,143.0,7753.0,2046.0,False
MT-ND1,67.0,263.0,102.0,7753.0,2046.25,False
VNN2,214.0,63.0,159.0,7753.0,2047.25,False
SH3BGRL3,169.0,26.0,241.0,7753.0,2047.25,False
LITAF,33.0,322.0,86.0,7753.0,2048.5,False
ARPC3,202.0,40.0,201.0,7753.0,2049.0,False
ACSL1,145.0,56.0,248.0,7753.0,2050.5,False
VSIR,11.0,245.0,196.0,7753.0,2051.25,False
NAMPT,38.0,365.0,54.0,7753.0,2052.5,False
ATP5F1E,143.0,123.0,218.0,7753.0,2059.25,False
MIDN,238.0,109.0,142.0,7753.0,2060.5,False
TSC22D3,146.0,329.0,16.0,7753.0,2061.0,False
MT-ATP6,111.0,252.0,129.0,7753.0,2061.25,False
DDX5,161.0,193.0,139.0,7753.0,2061.5,False
CPPED1,84.0,205.0,205.0,7753.0,2061.75,False
PCBP1,177.0,292.0,28.0,7753.0,2062.5,False
CXCR1,140.0,83.0,284.0,7753.0,2065.0,False
TPM3,66.0,355.0,89.0,7753.0,2065.75,False
RASSF5,227.0,241.0,42.0,7753.0,2065.75,False
ALOX5AP,123.0,116.0,274.0,7753.0,2066.5,False
LYST,222.0,62.0,240.0,7753.0,2069.25,False
USP15,88.0,404.0,33.0,7753.0,2069.5,False
VMP1,176.0,227.0,125.0,7753.0,2070.25,False
GNAI2,237.0,68.0,225.0,7753.0,2070.75,False
COTL1,188.0,283.0,60.0,7753.0,2071.0,False
GMFG,115.0,206.0,211.0,7753.0,2071.25,False
MME,28.0,94.0,412.0,7753.0,2071.75,False
EGR1,137.0,117.0,282.0,7753.0,2072.25,False
CXCR4,213.0,289.0,35.0,7753.0,2072.5,False
PTEN,144.0,61.0,335.0,7753.0,2073.25,False
LRRFIP1,60.0,261.0,220.0,7753.0,2073.5,False
BTG2,164.0,114.0,264.0,7753.0,2073.75,False
RNF149,273.0,79.0,191.0,7753.0,2074.0,False
PRR13,1.0,344.0,199.0,7753.0,2074.25,False
CMTM2,121.0,124.0,302.0,7753.0,2075.0,False
GPSM3,116.0,106.0,329.0,7753.0,2076.0,False
NAA38,2292.0,4318.0,1375.0,341.5,2081.625,False
YWHAZ,183.0,343.0,51.0,7753.0,2082.5,False
CELF2,152.0,150.0,278.0,7753.0,2083.25,False
VAMP2,277.0,180.0,128.0,7753.0,2084.5,False
CDC42,72.0,200.0,314.0,7753.0,2084.75,False
ARHGDIB,245.0,88.0,260.0,7753.0,2086.5,False
PNRC1,211.0,168.0,214.0,7753.0,2086.5,False
FCGR2A,175.0,85.0,336.0,7753.0,2087.25,False
TLE3,155.0,239.0,207.0,7753.0,2088.5,False
MSRB1,281.0,218.0,105.0,7753.0,2089.25,False
MT-ND5,12.0,312.0,281.0,7753.0,2089.5,False
BOD1L1,251.0,82.0,277.0,7753.0,2090.75,False
EEF1D,192.0,149.0,273.0,7753.0,2091.75,False
STEAP4,172.0,45.0,401.0,7753.0,2092.75,False
CORO1A,136.0,107.0,377.0,7753.0,2093.25,False
CFLAR,325.0,93.0,202.0,7753.0,2093.25,False
TSEN34,384.0,195.0,49.0,7753.0,2095.25,False
MTRNR2L8,221.0,208.0,204.0,7753.0,2096.5,False
HERPUD1,356.0,257.0,21.0,7753.0,2096.75,False
RPS9,261.0,220.0,154.0,7753.0,2097.0,False
SLC16A3,244.0,77.0,316.0,7753.0,2097.5,True
MSL1,333.0,291.0,18.0,7753.0,2098.75,False
NCOA4,159.0,43.0,447.0,7753.0,2100.5,False
FAM49B,224.0,153.0,276.0,7753.0,2101.5,False
HIST1H2AC,340.0,128.0,190.0,7753.0,2102.75,False
TMEM154,185.0,112.0,365.0,7753.0,2103.75,False
UBE2R2,147.0,120.0,397.0,7753.0,2104.25,False
PSAP,229.0,199.0,236.0,7753.0,2104.25,False
NUMB,215.0,440.0,9.0,7753.0,2104.25,False
FGL2,109.0,142.0,419.0,7753.0,2105.75,False
PPP1R15A,314.0,179.0,177.0,7753.0,2105.75,False
RASSF3,219.0,98.0,355.0,7753.0,2106.25,False
TYMP,126.0,298.0,251.0,7753.0,2107.0,False
ADAM8,171.0,204.0,307.0,7753.0,2108.75,False
MX2,120.0,78.0,484.0,7753.0,2108.75,False
LPAR2,271.0,182.0,243.0,7753.0,2112.25,False
RHOA,455.0,135.0,115.0,7753.0,2114.5,False
PFN1,135.0,545.0,34.0,7753.0,2116.75,False
ARPC2,112.0,337.0,266.0,7753.0,2117.0,False
CYBA,294.0,111.0,317.0,7753.0,2118.75,False
LAMP1,575.0,6990.0,489.0,423.5,2119.375,False
IDS,301.0,163.0,262.0,7753.0,2119.75,False
FAU,252.0,158.0,319.0,7753.0,2120.5,False
IVNS1ABP,108.0,216.0,408.0,7753.0,2121.25,False
ABTB1,201.0,314.0,221.0,7753.0,2122.25,False
PLXNC1,280.0,100.0,356.0,7753.0,2122.25,False
LYN,142.0,446.0,161.0,7753.0,2125.5,False
CDC42SE1,186.0,87.0,476.0,7753.0,2125.5,False
DDX17,218.0,187.0,347.0,7753.0,2126.25,False
BCL6,62.0,378.0,315.0,7753.0,2127.0,False
TLE4,210.0,540.0,6.0,7753.0,2127.25,False
MSN,377.0,238.0,145.0,7753.0,2128.25,False
TAF7,248.0,307.0,213.0,7753.0,2130.25,False
RAC2,184.0,81.0,503.0,7753.0,2130.25,False
JAK3,407.0,352.0,19.0,7753.0,2132.75,False
HLA-E,76.0,595.0,110.0,7753.0,2133.5,False
YPEL5,106.0,436.0,259.0,7753.0,2138.5,False
TNFRSF1B,256.0,139.0,409.0,7753.0,2139.25,False
BCL2A1,162.0,330.0,324.0,7753.0,2142.25,False
LILRB3,241.0,185.0,396.0,7753.0,2143.75,False
MYADM,270.0,520.0,38.0,7753.0,2145.25,False
C5AR1,272.0,65.0,495.0,7753.0,2146.25,False
PAK2,433.0,262.0,141.0,7753.0,2147.25,False
CD55,428.0,339.0,72.0,7753.0,2148.0,False
ARHGAP9,412.0,80.0,348.0,7753.0,2148.25,False
HSD17B11,243.0,212.0,390.0,7753.0,2149.5,False
FBXL5,269.0,144.0,434.0,7753.0,2150.0,False
GNB2,231.0,303.0,313.0,7753.0,2150.0,False
DOCK8,316.0,191.0,350.0,7753.0,2152.5,False
ATG16L2,454.0,136.0,270.0,7753.0,2153.25,False
CNN2,296.0,228.0,343.0,7753.0,2155.0,False
LBR,290.0,113.0,470.0,7753.0,2156.5,False
RAC1,204.0,246.0,425.0,7753.0,2157.0,False
RNF130,181.0,118.0,578.0,7753.0,2157.5,False
TMBIM6,250.0,165.0,464.0,7753.0,2158.0,False
UBE2B,300.0,299.0,285.0,7753.0,2159.25,False
CSF2RB,456.0,105.0,333.0,7753.0,2161.75,False
PYGL,311.0,189.0,395.0,7753.0,2162.0,False
UBE2D3,342.0,308.0,245.0,7753.0,2162.0,False
ATP2B1-AS1,200.0,244.0,466.0,7753.0,2165.75,False
ACTR3,199.0,418.0,294.0,7753.0,2166.0,False
R3HDM4,100.0,699.0,114.0,7753.0,2166.5,False
CD46,68.0,460.0,386.0,7753.0,2166.75,False
CALM2,239.0,350.0,341.0,7753.0,2170.75,False
TKT,267.0,147.0,522.0,7753.0,2172.25,False
FPR2,295.0,115.0,526.0,7753.0,2172.25,False
RTN3,380.0,145.0,413.0,7753.0,2172.75,False
IL17RA,148.0,726.0,65.0,7753.0,2173.0,False
CTBS,447.0,249.0,249.0,7753.0,2174.5,False
PCBP2,421.0,95.0,433.0,7753.0,2175.5,False
MBP,141.0,673.0,136.0,7753.0,2175.75,False
SGK1,440.0,188.0,332.0,7753.0,2178.25,False
RAB7A,265.0,315.0,382.0,7753.0,2178.75,False
RYBP,360.0,230.0,376.0,7753.0,2179.75,False
CLEC7A,168.0,767.0,43.0,7753.0,2182.75,False
STK4,92.0,622.0,267.0,7753.0,2183.5,False
HCLS1,293.0,178.0,510.0,7753.0,2183.5,False
GNAQ,405.0,247.0,334.0,7753.0,2184.75,False
CCNL1,119.0,728.0,140.0,7753.0,2185.0,False
AIF1,205.0,374.0,429.0,7753.0,2190.25,False
RHOG,247.0,403.0,358.0,7753.0,2190.25,False
ALOX5,286.0,64.0,669.0,7753.0,2193.0,False
MMP25,179.0,621.0,226.0,7753.0,2194.75,False
NINJ1,458.0,402.0,167.0,7753.0,2195.0,False
TMX4,514.0,328.0,186.0,7753.0,2195.25,False
ABHD5,409.0,412.0,215.0,7753.0,2197.25,False
ARHGDIA,381.0,450.0,208.0,7753.0,2198.0,False
RGS18,195.0,270.0,577.0,7753.0,2198.75,False
KDM6B,235.0,464.0,346.0,7753.0,2199.5,False
FOSB,90.0,758.0,197.0,7753.0,2199.5,False
UBE2D1,118.0,848.0,80.0,7753.0,2199.75,False
SPI1,182.0,410.0,461.0,7753.0,2201.5,False
NIPBL,329.0,194.0,535.0,7753.0,2202.75,False
OAZ2,321.0,119.0,618.0,7753.0,2202.75,False
JPT1,173.0,125.0,763.0,7753.0,2203.5,False
JAK1,465.0,361.0,237.0,7753.0,2204.0,False
ARPC1B,262.0,510.0,298.0,7753.0,2205.75,False
FMNL1,260.0,423.0,389.0,7753.0,2206.25,False
WDR1,351.0,236.0,491.0,7753.0,2207.75,False
HNRNPU,132.0,501.0,448.0,7753.0,2208.5,False
MED13L,350.0,134.0,599.0,7753.0,2209.0,False
ADGRE5,242.0,529.0,318.0,7753.0,2210.5,False
CIR1,347.0,258.0,486.0,7753.0,2211.0,False
PGK1,673.0,364.0,55.0,7753.0,2211.25,False
MEGF9,335.0,356.0,402.0,7753.0,2211.5,False
HBB,317.0,751.0,27.0,7753.0,2212.0,False
PLK3,709.0,229.0,158.0,7753.0,2212.25,False
CDA,336.0,316.0,444.0,7753.0,2212.25,False
AMD1,526.0,527.0,45.0,7753.0,2212.75,False
IGF2R,320.0,126.0,655.0,7753.0,2213.5,False
TMA7,318.0,379.0,405.0,7753.0,2213.75,False
CDKN2D,165.0,434.0,508.0,7753.0,2215.0,False
CKLF,480.0,152.0,477.0,7753.0,2215.5,False
PPP1R12A,367.0,207.0,549.0,7753.0,2219.0,False
ACTG1,331.0,760.0,36.0,7753.0,2220.0,False
OSBPL8,249.0,461.0,420.0,7753.0,2220.75,False
STK17B,403.0,380.0,359.0,7753.0,2223.75,False
PTPRE,291.0,468.0,383.0,7753.0,2223.75,False
HNRNPK,483.0,475.0,184.0,7753.0,2223.75,False
PRKCB,150.0,485.0,507.0,7753.0,2223.75,False
VIM,304.0,723.0,116.0,7753.0,2224.0,False
S100P,361.0,441.0,342.0,7753.0,2224.25,False
NOTCH1,279.0,451.0,423.0,7753.0,2226.5,False
TCIRG1,310.0,358.0,498.0,7753.0,2229.75,False
STX3,257.0,310.0,600.0,7753.0,2230.0,False
XPO6,339.0,406.0,424.0,7753.0,2230.5,False
CD53,561.0,214.0,406.0,7753.0,2233.5,False
NABP1,366.0,487.0,331.0,7753.0,2234.25,False
RFLNB,482.0,439.0,265.0,7753.0,2234.75,False
CASP4,298.0,542.0,349.0,7753.0,2235.5,False
TBL1X,299.0,177.0,713.0,7753.0,2235.5,False
FGD3,680.0,357.0,153.0,7753.0,2235.75,False
CFD,406.0,198.0,591.0,7753.0,2237.0,False
RXRA,424.0,467.0,305.0,7753.0,2237.25,False
RSRP1,516.0,175.0,512.0,7753.0,2239.0,False
TNFSF10,375.0,197.0,631.0,7753.0,2239.0,False
CPEB4,446.0,286.0,472.0,7753.0,2239.25,False
RNF24,341.0,232.0,633.0,7753.0,2239.75,False
CXCL1,389.0,176.0,643.0,7753.0,2240.25,False
ARHGAP30,278.0,347.0,585.0,7753.0,2240.75,False
STK10,174.0,609.0,432.0,7753.0,2242.0,False
SHKBP1,444.0,108.0,664.0,7753.0,2242.25,False
PPP1R18,128.0,861.0,228.0,7753.0,2242.5,False
STAG2,449.0,129.0,644.0,7753.0,2243.75,False
UBA52,9.0,1047.0,170.0,7753.0,2244.75,False
SLC44A2,545.0,389.0,292.0,7753.0,2244.75,True
RPL41,337.0,875.0,15.0,7753.0,2245.0,False
MOB3A,359.0,561.0,312.0,7753.0,2246.25,False
ST8SIA4,564.0,301.0,375.0,7753.0,2248.25,False
CAPZA1,198.0,756.0,286.0,7753.0,2248.25,False
SF3B1,395.0,345.0,501.0,7753.0,2248.5,False
RNF44,559.0,254.0,430.0,7753.0,2249.0,False
NEAT1,29.0,1164.0,52.0,7753.0,2249.5,False
MYH9,365.0,304.0,583.0,7753.0,2251.25,False
TLR2,268.0,524.0,462.0,7753.0,2251.75,False
GTF2I,259.0,648.0,352.0,7753.0,2253.0,False
SPAG9,302.0,250.0,708.0,7753.0,2253.25,False
TNFAIP2,494.0,173.0,594.0,7753.0,2253.5,False
CFL1,232.0,704.0,326.0,7753.0,2253.75,False
PREX1,597.0,86.0,581.0,7753.0,2254.25,False
SERPINA1,96.0,1148.0,20.0,7753.0,2254.25,False
FKBP1A,289.0,796.0,188.0,7753.0,2256.5,False
BRI3,466.0,585.0,224.0,7753.0,2257.0,False
EP300,276.0,448.0,551.0,7753.0,2257.0,False
SNRK,592.0,306.0,380.0,7753.0,2257.75,False
MT-CO1,97.0,882.0,300.0,7753.0,2258.0,False
USP10,445.0,326.0,518.0,7753.0,2260.5,False
SRSF5,385.0,538.0,373.0,7753.0,2262.25,False
RPS6KA5,297.0,338.0,666.0,7753.0,2263.5,False
APLP2,874.0,174.0,261.0,7753.0,2265.5,False
TNRC6B,253.0,478.0,582.0,7753.0,2266.5,False
PBX2,450.0,160.0,704.0,7753.0,2266.75,False
HNRNPC,236.0,635.0,446.0,7753.0,2267.5,False
SELPLG,437.0,827.0,57.0,7753.0,2268.5,False
ACAP2,373.0,923.0,29.0,7753.0,2269.5,False
ARRB2,397.0,456.0,497.0,7753.0,2275.75,False
APOBEC3A,567.0,131.0,653.0,7753.0,2276.0,False
ANKRD44,541.0,166.0,648.0,7753.0,2277.0,False
CCNDBP1,443.0,318.0,595.0,7753.0,2277.25,False
PPP1R10,228.0,383.0,746.0,7753.0,2277.5,False
SARAF,408.0,143.0,808.0,7753.0,2278.0,False
IGSF6,679.0,387.0,296.0,7753.0,2278.75,False
SEPT7,620.0,151.0,596.0,7753.0,2280.0,False
MTPN,285.0,426.0,659.0,7753.0,2280.75,False
HCK,383.0,376.0,613.0,7753.0,2281.25,False
FAM126B,387.0,479.0,513.0,7753.0,2283.0,False
RPL28,283.0,937.0,162.0,7753.0,2283.75,False
RAP1A,496.0,444.0,452.0,7753.0,2286.25,False
PECAM1,668.0,121.0,621.0,7753.0,2290.75,False
SLC2A3,266.0,911.0,234.0,7753.0,2291.0,True
TAGAP,525.0,395.0,493.0,7753.0,2291.5,False
CREB5,355.0,759.0,299.0,7753.0,2291.5,False
RBM39,553.0,489.0,374.0,7753.0,2292.25,False
PPP1CB,457.0,235.0,725.0,7753.0,2292.5,False
RPN1,422.0,785.0,219.0,7753.0,2294.75,False
EHBP1L1,255.0,851.0,327.0,7753.0,2296.5,False
YWHAB,393.0,786.0,256.0,7753.0,2297.0,False
PXN,163.0,623.0,649.0,7753.0,2297.0,False
CYTH4,151.0,1057.0,247.0,7753.0,2302.0,False
SEC14L1,166.0,1234.0,56.0,7753.0,2302.25,False
CPD,715.0,141.0,601.0,7753.0,2302.5,False
GNAS,602.0,268.0,589.0,7753.0,2303.0,False
WDR26,303.0,349.0,809.0,7753.0,2303.5,False
RBM47,485.0,453.0,531.0,7753.0,2305.5,False
MT-ND4L,368.0,692.0,411.0,7753.0,2306.0,False
SQSTM1,688.0,157.0,627.0,7753.0,2306.25,False
MAP2K3,230.0,1237.0,12.0,7753.0,2308.0,False
FRAT2,495.0,346.0,639.0,7753.0,2308.25,False
ACTN4,896.0,525.0,68.0,7753.0,2310.5,False
SNAP23,794.0,279.0,422.0,7753.0,2312.0,False
RBPJ,493.0,702.0,306.0,7753.0,2313.5,False
LASP1,503.0,573.0,428.0,7753.0,2314.25,False
KCNJ15,734.0,295.0,482.0,7753.0,2316.0,False
CCDC88B,725.0,396.0,391.0,7753.0,2316.25,False
LINC01506,593.0,531.0,392.0,7753.0,2317.25,False
OSTF1,334.0,225.0,962.0,7753.0,2318.5,False
MYL12A,547.0,359.0,622.0,7753.0,2320.25,False
UBE2J1,288.0,484.0,758.0,7753.0,2320.75,False
SERP1,657.0,269.0,605.0,7753.0,2321.0,False
ADGRG3,487.0,977.0,71.0,7753.0,2322.0,False
RASSF2,353.0,847.0,339.0,7753.0,2323.0,False
C16orf72,441.0,574.0,529.0,7753.0,2324.25,False
CELF1,587.0,488.0,469.0,7753.0,2324.25,False
ATP6V0D1,332.0,1051.0,175.0,7753.0,2327.75,False
LY96,477.0,452.0,632.0,7753.0,2328.5,False
INPP5D,509.0,587.0,467.0,7753.0,2329.0,False
WAC,292.0,1110.0,163.0,7753.0,2329.5,False
GRB2,565.0,480.0,524.0,7753.0,2330.5,False
P2RY13,703.0,96.0,770.0,7753.0,2330.5,False
CCPG1,537.0,203.0,830.0,7753.0,2330.75,False
PAK1,743.0,169.0,661.0,7753.0,2331.5,False
AKAP13,579.0,455.0,540.0,7753.0,2331.75,False
PAPOLA,319.0,695.0,561.0,7753.0,2332.0,False
ATP2A3,504.0,765.0,309.0,7753.0,2332.75,False
BNIP3L,275.0,472.0,833.0,7753.0,2333.25,False
ENTPD1,750.0,522.0,311.0,7753.0,2334.0,False
H2AFY,560.0,428.0,598.0,7753.0,2334.75,False
IL2RG,308.0,908.0,371.0,7753.0,2335.0,False
ABHD2,633.0,435.0,519.0,7753.0,2335.0,False
TMBIM4,628.0,533.0,426.0,7753.0,2335.0,False
MLF2,343.0,454.0,793.0,7753.0,2335.75,False
MAP3K2,500.0,834.0,257.0,7753.0,2336.0,False
DICER1,840.0,201.0,552.0,7753.0,2336.5,False
STXBP2,258.0,839.0,500.0,7753.0,2337.5,False
GNG5,453.0,156.0,990.0,7753.0,2338.0,False
HIF1A,378.0,1027.0,194.0,7753.0,2338.0,False
RPL30,420.0,637.0,545.0,7753.0,2338.75,False
IL13RA1,571.0,474.0,558.0,7753.0,2339.0,False
SETX,497.0,340.0,769.0,7753.0,2339.75,False
EGLN1,346.0,237.0,1025.0,7753.0,2340.25,False
WNK1,518.0,234.0,858.0,7753.0,2340.75,False
IQSEC1,534.0,302.0,776.0,7753.0,2341.25,False
CSRNP1,528.0,602.0,485.0,7753.0,2342.0,False
UBALD2,875.0,381.0,360.0,7753.0,2342.25,False
MAP4K4,207.0,837.0,576.0,7753.0,2343.25,False
TNFRSF10C,398.0,535.0,691.0,7753.0,2344.25,False
PTPN12,470.0,296.0,862.0,7753.0,2345.25,False
MPPE1,563.0,284.0,784.0,7753.0,2346.0,False
