,is_slc
MAR05049__ci_upper,True
MAR05049__cv,True
MAR05050__mean_flux,True
MAR05050__sd_flux,True
MAR05050__ci_lower,True
MAR05050__ci_upper,True
MAR05050__cv,True
MAR05051__mean_flux,True
MAR05051__sd_flux,True
MAR05051__ci_lower,True
MAR05051__ci_upper,True
MAR05051__cv,True
MAR05052__mean_flux,True
MAR05052__sd_flux,True
MAR05052__ci_lower,True
MAR05052__ci_upper,True
MAR05052__cv,True
MAR05053__mean_flux,True
MAR05053__sd_flux,True
MAR05053__ci_lower,True
MAR05053__ci_upper,True
MAR05053__cv,True
MAR05054__mean_flux,True
MAR05054__sd_flux,True
MAR05054__ci_lower,True
MAR05054__ci_upper,True
MAR05054__cv,True
MAR05055__mean_flux,True
MAR05055__sd_flux,True
MAR05055__ci_lower,True
MAR05055__ci_upper,True
MAR05055__cv,True
MAR05056__mean_flux,True
MAR05056__sd_flux,True
MAR05056__ci_lower,True
MAR05056__ci_upper,True
MAR05056__cv,True
MAR05057__mean_flux,True
MAR05057__sd_flux,True
MAR05057__ci_lower,True
MAR05057__ci_upper,True
MAR05057__cv,True
MAR05058__mean_flux,True
MAR05058__sd_flux,True
MAR05058__ci_lower,True
MAR05058__ci_upper,True
MAR05058__cv,True
MAR05059__mean_flux,True
MAR05059__sd_flux,True
MAR05059__ci_lower,True
MAR05059__ci_upper,True
MAR05059__cv,True
MAR05060__mean_flux,True
MAR05060__sd_flux,True
MAR05060__ci_lower,True
MAR05060__ci_upper,True
MAR05060__cv,True
MAR05061__mean_flux,True
MAR05061__sd_flux,True
MAR05061__ci_lower,True
MAR05061__ci_upper,True
MAR05061__cv,True
MAR05062__mean_flux,True
MAR05062__sd_flux,True
MAR05062__ci_lower,True
MAR05062__ci_upper,True
MAR05062__cv,True
MAR05063__mean_flux,True
MAR05063__sd_flux,True
MAR05063__ci_lower,True
MAR05063__ci_upper,True
MAR05063__cv,True
MAR05064__mean_flux,True
MAR05064__sd_flux,True
MAR05064__ci_lower,True
MAR05064__ci_upper,True
MAR05064__cv,True
MAR05065__mean_flux,True
MAR05065__sd_flux,True
MAR05065__ci_lower,True
MAR05065__ci_upper,True
MAR05065__cv,True
MAR05066__mean_flux,True
MAR05066__sd_flux,True
MAR05066__ci_lower,True
MAR05066__ci_upper,True
MAR05066__cv,True
MAR05067__mean_flux,True
MAR05067__sd_flux,True
MAR05067__ci_lower,True
MAR05067__ci_upper,True
MAR05067__cv,True
MAR05197__mean_flux,False
MAR05197__sd_flux,False
MAR05197__ci_lower,False
MAR05197__ci_upper,False
MAR05197__cv,False
MAR05199__mean_flux,False
MAR05199__sd_flux,False
MAR05199__ci_lower,False
MAR05199__ci_upper,False
MAR05199__cv,False
MAR05201__mean_flux,False
MAR05201__sd_flux,False
MAR05201__ci_lower,False
MAR05201__ci_upper,False
MAR05201__cv,False
MAR05204__mean_flux,False
MAR05204__sd_flux,False
MAR05204__ci_lower,False
MAR05204__ci_upper,False
MAR05204__cv,False
MAR05212__mean_flux,False
MAR05212__sd_flux,False
MAR05212__ci_lower,False
MAR05212__ci_upper,False
MAR05212__cv,False
MAR05214__mean_flux,False
MAR05214__sd_flux,False
MAR05214__ci_lower,False
MAR05214__ci_upper,False
MAR05214__cv,False
MAR05217__mean_flux,False
MAR05217__sd_flux,False
MAR05217__ci_lower,False
MAR05217__ci_upper,False
MAR05217__cv,False
MAR05218__mean_flux,False
MAR05218__sd_flux,False
MAR05218__ci_lower,False
MAR05218__ci_upper,False
MAR05218__cv,False
MAR05220__mean_flux,False
MAR05220__sd_flux,False
MAR05220__ci_lower,False
MAR05220__ci_upper,False
MAR05220__cv,False
MAR05224__mean_flux,False
MAR05224__sd_flux,False
MAR05224__ci_lower,False
MAR05224__ci_upper,False
MAR05224__cv,False
MAR05226__mean_flux,False
MAR05226__sd_flux,False
MAR05226__ci_lower,False
MAR05226__ci_upper,False
MAR05226__cv,False
MAR05228__mean_flux,False
MAR05228__sd_flux,False
MAR05228__ci_lower,False
MAR05228__ci_upper,False
MAR05228__cv,False
MAR05230__mean_flux,False
MAR05230__sd_flux,False
MAR05230__ci_lower,False
MAR05230__ci_upper,False
MAR05230__cv,False
MAR07196__mean_flux,True
MAR07196__sd_flux,True
MAR07196__ci_lower,True
MAR07196__ci_upper,True
MAR07196__cv,True
MAR07199__mean_flux,False
MAR07199__sd_flux,False
MAR07199__ci_lower,False
MAR07199__ci_upper,False
MAR07199__cv,False
MAR07224__mean_flux,False
MAR07224__sd_flux,False
MAR07224__ci_lower,False
MAR07224__ci_upper,False
MAR07224__cv,False
MAR07252__mean_flux,False
MAR07252__sd_flux,False
MAR07252__ci_lower,False
MAR07252__ci_upper,False
MAR07252__cv,False
MAR07283__mean_flux,False
MAR07283__sd_flux,False
MAR07283__ci_lower,False
MAR07283__ci_upper,False
MAR07283__cv,False
MAR07374__mean_flux,False
MAR07374__sd_flux,False
MAR07374__ci_lower,False
MAR07374__ci_upper,False
MAR07374__cv,False
MAR07430__mean_flux,False
MAR07430__sd_flux,False
MAR07430__ci_lower,False
MAR07430__ci_upper,False
MAR07430__cv,False
MAR07454__mean_flux,False
MAR07454__sd_flux,False
MAR07454__ci_lower,False
MAR07454__ci_upper,False
MAR07454__cv,False
MAR07470__mean_flux,False
MAR07470__sd_flux,False
MAR07470__ci_lower,False
MAR07470__ci_upper,False
MAR07470__cv,False
MAR07483__mean_flux,False
MAR07483__sd_flux,False
MAR07483__ci_lower,False
MAR07483__ci_upper,False
MAR07483__cv,False
MAR07500__mean_flux,False
MAR07500__sd_flux,False
MAR07500__ci_lower,False
MAR07500__ci_upper,False
MAR07500__cv,False
MAR07512__mean_flux,False
MAR07512__sd_flux,False
MAR07512__ci_lower,False
MAR07512__ci_upper,False
MAR07512__cv,False
MAR07524__mean_flux,False
MAR07524__sd_flux,False
MAR07524__ci_lower,False
MAR07524__ci_upper,False
MAR07524__cv,False
MAR07540__mean_flux,False
MAR07540__sd_flux,False
MAR07540__ci_lower,False
MAR07540__ci_upper,False
MAR07540__cv,False
MAR07556__mean_flux,False
MAR07556__sd_flux,False
MAR07556__ci_lower,False
MAR07556__ci_upper,False
MAR07556__cv,False
MAR07570__mean_flux,False
MAR07570__sd_flux,False
MAR07570__ci_lower,False
MAR07570__ci_upper,False
MAR07570__cv,False
MAR07581__mean_flux,False
MAR07581__sd_flux,False
MAR07581__ci_lower,False
MAR07581__ci_upper,False
MAR07581__cv,False
MAR07584__mean_flux,False
MAR07584__sd_flux,False
MAR07584__ci_lower,False
MAR07584__ci_upper,False
MAR07584__cv,False
MAR07711__mean_flux,False
MAR07711__sd_flux,False
MAR07711__ci_lower,False
MAR07711__ci_upper,False
MAR07711__cv,False
MAR07714__mean_flux,True
MAR07714__sd_flux,True
MAR07714__ci_lower,True
MAR07714__ci_upper,True
MAR07714__cv,True
MAR07715__mean_flux,False
MAR07715__sd_flux,False
MAR07715__ci_lower,False
MAR07715__ci_upper,False
MAR07715__cv,False
MAR07718__mean_flux,True
MAR07718__sd_flux,True
MAR07718__ci_lower,True
MAR07718__ci_upper,True
MAR07718__cv,True
MAR07720__mean_flux,False
MAR07720__sd_flux,False
MAR07720__ci_lower,False
MAR07720__ci_upper,False
MAR07720__cv,False
MAR07722__mean_flux,True
MAR07722__sd_flux,True
MAR07722__ci_lower,True
MAR07722__ci_upper,True
MAR07722__cv,True
MAR07724__mean_flux,False
MAR07724__sd_flux,False
MAR07724__ci_lower,False
MAR07724__ci_upper,False
MAR07724__cv,False
MAR07726__mean_flux,True
MAR07726__sd_flux,True
MAR07726__ci_lower,True
MAR07726__ci_upper,True
MAR07726__cv,True
MAR07727__mean_flux,False
MAR07727__sd_flux,False
MAR07727__ci_lower,False
MAR07727__ci_upper,False
MAR07727__cv,False
MAR07729__mean_flux,True
MAR07729__sd_flux,True
MAR07729__ci_lower,True
MAR07729__ci_upper,True
MAR07729__cv,True
MAR07730__mean_flux,False
MAR07730__sd_flux,False
MAR07730__ci_lower,False
MAR07730__ci_upper,False
MAR07730__cv,False
MAR07732__mean_flux,False
MAR07732__sd_flux,False
MAR07732__ci_lower,False
MAR07732__ci_upper,False
MAR07732__cv,False
MAR07762__mean_flux,False
MAR07762__sd_flux,False
MAR07762__ci_lower,False
MAR07762__ci_upper,False
MAR07762__cv,False
MAR07770__mean_flux,False
MAR07770__sd_flux,False
MAR07770__ci_lower,False
MAR07770__ci_upper,False
MAR07770__cv,False
MAR07799__mean_flux,False
MAR07799__sd_flux,False
MAR07799__ci_lower,False
MAR07799__ci_upper,False
MAR07799__cv,False
MAR07907__mean_flux,False
MAR07907__sd_flux,False
MAR07907__ci_lower,False
MAR07907__ci_upper,False
MAR07907__cv,False
MAR07915__mean_flux,False
MAR07915__sd_flux,False
MAR07915__ci_lower,False
MAR07915__ci_upper,False
MAR07915__cv,False
MAR07918__mean_flux,False
MAR07918__sd_flux,False
MAR07918__ci_lower,False
MAR07918__ci_upper,False
MAR07918__cv,False
MAR07924__mean_flux,False
MAR07924__sd_flux,False
MAR07924__ci_lower,False
MAR07924__ci_upper,False
MAR07924__cv,False
MAR07927__mean_flux,False
MAR07927__sd_flux,False
MAR07927__ci_lower,False
MAR07927__ci_upper,False
MAR07927__cv,False
MAR08118__mean_flux,False
MAR08118__sd_flux,False
MAR08118__ci_lower,False
MAR08118__ci_upper,False
MAR08118__cv,False
MAR08119__mean_flux,False
MAR08119__sd_flux,False
MAR08119__ci_lower,False
MAR08119__ci_upper,False
MAR08119__cv,False
MAR08121__mean_flux,False
MAR08121__sd_flux,False
MAR08121__ci_lower,False
MAR08121__ci_upper,False
MAR08121__cv,False
MAR08123__mean_flux,False
MAR08123__sd_flux,False
MAR08123__ci_lower,False
MAR08123__ci_upper,False
MAR08123__cv,False
MAR08125__mean_flux,False
MAR08125__sd_flux,False
MAR08125__ci_lower,False
MAR08125__ci_upper,False
MAR08125__cv,False
MAR08127__mean_flux,False
MAR08127__sd_flux,False
MAR08127__ci_lower,False
MAR08127__ci_upper,False
MAR08127__cv,False
MAR08131__mean_flux,False
MAR08131__sd_flux,False
MAR08131__ci_lower,False
MAR08131__ci_upper,False
MAR08131__cv,False
MAR08134__mean_flux,False
MAR08134__sd_flux,False
MAR08134__ci_lower,False
MAR08134__ci_upper,False
MAR08134__cv,False
MAR08196__mean_flux,False
MAR08196__sd_flux,False
MAR08196__ci_lower,False
MAR08196__ci_upper,False
MAR08196__cv,False
MAR08200__mean_flux,False
MAR08200__sd_flux,False
MAR08200__ci_lower,False
MAR08200__ci_upper,False
MAR08200__cv,False
MAR08202__mean_flux,False
MAR08202__sd_flux,False
MAR08202__ci_lower,False
MAR08202__ci_upper,False
MAR08202__cv,False
MAR08203__mean_flux,False
MAR08203__sd_flux,False
MAR08203__ci_lower,False
MAR08203__ci_upper,False
MAR08203__cv,False
MAR08208__mean_flux,False
MAR08208__sd_flux,False
MAR08208__ci_lower,False
MAR08208__ci_upper,False
MAR08208__cv,False
MAR08216__mean_flux,False
MAR08216__sd_flux,False
MAR08216__ci_lower,False
MAR08216__ci_upper,False
MAR08216__cv,False
MAR08244__mean_flux,False
MAR08244__sd_flux,False
MAR08244__ci_lower,False
MAR08244__ci_upper,False
MAR08244__cv,False
MAR08370__mean_flux,False
MAR08370__sd_flux,False
MAR08370__ci_lower,False
MAR08370__ci_upper,False
MAR08370__cv,False
MAR08531__mean_flux,False
MAR08531__sd_flux,False
MAR08531__ci_lower,False
MAR08531__ci_upper,False
MAR08531__cv,False
MAR08588__mean_flux,False
MAR08588__sd_flux,False
MAR08588__ci_lower,False
MAR08588__ci_upper,False
MAR08588__cv,False
MAR08590__mean_flux,False
MAR08590__sd_flux,False
MAR08590__ci_lower,False
MAR08590__ci_upper,False
MAR08590__cv,False
MAR08753__mean_flux,False
MAR08753__sd_flux,False
MAR08753__ci_lower,False
MAR08753__ci_upper,False
MAR08753__cv,False
MAR08763__mean_flux,False
MAR08763__sd_flux,False
MAR08763__ci_lower,False
MAR08763__ci_upper,False
MAR08763__cv,False
MAR08765__mean_flux,False
MAR08765__sd_flux,False
MAR08765__ci_lower,False
MAR08765__ci_upper,False
MAR08765__cv,False
MAR08858__mean_flux,False
MAR08858__sd_flux,False
MAR08858__ci_lower,False
MAR08858__ci_upper,False
MAR08858__cv,False
MAR08875__mean_flux,False
MAR08875__sd_flux,False
MAR08875__ci_lower,False
MAR08875__ci_upper,False
MAR08875__cv,False
MAR08885__mean_flux,False
MAR08885__sd_flux,False
MAR08885__ci_lower,False
MAR08885__ci_upper,False
MAR08885__cv,False
MAR08887__mean_flux,True
MAR08887__sd_flux,True
MAR08887__ci_lower,True
MAR08887__ci_upper,True
MAR08887__cv,True
MAR08908__mean_flux,True
MAR08908__sd_flux,True
MAR08908__ci_lower,True
MAR08908__ci_upper,True
MAR08908__cv,True
MAR09672__mean_flux,False
MAR09672__sd_flux,False
MAR09672__ci_lower,False
MAR09672__ci_upper,False
MAR09672__cv,False
MAR00612__mean_flux,False
MAR00612__sd_flux,False
MAR00612__ci_lower,False
MAR00612__ci_upper,False
MAR00612__cv,False
MAR03597__mean_flux,False
MAR03597__sd_flux,False
MAR03597__ci_lower,False
MAR03597__ci_upper,False
MAR03597__cv,False
MAR04961__mean_flux,False
MAR04961__sd_flux,False
MAR04961__ci_lower,False
MAR04961__ci_upper,False
MAR04961__cv,False
MAR05045__mean_flux,False
MAR05045__sd_flux,False
MAR05045__ci_lower,False
MAR05045__ci_upper,False
MAR05045__cv,False
MAR05249__mean_flux,False
MAR05249__sd_flux,False
MAR05249__ci_lower,False
MAR05249__ci_upper,False
MAR05249__cv,False
MAR05250__mean_flux,False
MAR05250__sd_flux,False
MAR05250__ci_lower,False
MAR05250__ci_upper,False
MAR05250__cv,False
MAR05251__mean_flux,False
MAR05251__sd_flux,False
MAR05251__ci_lower,False
MAR05251__ci_upper,False
MAR05251__cv,False
MAR05252__mean_flux,False
MAR05252__sd_flux,False
MAR05252__ci_lower,False
MAR05252__ci_upper,False
MAR05252__cv,False
MAR05253__mean_flux,False
MAR05253__sd_flux,False
MAR05253__ci_lower,False
MAR05253__ci_upper,False
MAR05253__cv,False
MAR05255__mean_flux,False
MAR05255__sd_flux,False
MAR05255__ci_lower,False
MAR05255__ci_upper,False
MAR05255__cv,False
MAR07198__mean_flux,False
MAR07198__sd_flux,False
MAR07198__ci_lower,False
MAR07198__ci_upper,False
MAR07198__cv,False
MAR07284__mean_flux,False
MAR07284__sd_flux,False
MAR07284__ci_lower,False
MAR07284__ci_upper,False
MAR07284__cv,False
MAR09738__mean_flux,False
MAR09738__sd_flux,False
MAR09738__ci_lower,False
MAR09738__ci_upper,False
MAR09738__cv,False
MAR09739__mean_flux,False
MAR09739__sd_flux,False
MAR09739__ci_lower,False
MAR09739__ci_upper,False
MAR09739__cv,False
MAR09740__mean_flux,False
MAR09740__sd_flux,False
MAR09740__ci_lower,False
MAR09740__ci_upper,False
MAR09740__cv,False
MAR09741__mean_flux,False
MAR09741__sd_flux,False
MAR09741__ci_lower,False
MAR09741__ci_upper,False
MAR09741__cv,False
MAR09742__mean_flux,False
MAR09742__sd_flux,False
MAR09742__ci_lower,False
MAR09742__ci_upper,False
MAR09742__cv,False
MAR09743__mean_flux,False
MAR09743__sd_flux,False
MAR09743__ci_lower,False
MAR09743__ci_upper,False
MAR09743__cv,False
MAR09744__mean_flux,False
MAR09744__sd_flux,False
MAR09744__ci_lower,False
MAR09744__ci_upper,False
MAR09744__cv,False
MAR09745__mean_flux,False
MAR09745__sd_flux,False
MAR09745__ci_lower,False
MAR09745__ci_upper,False
MAR09745__cv,False
MAR09746__mean_flux,False
MAR09746__sd_flux,False
MAR09746__ci_lower,False
MAR09746__ci_upper,False
MAR09746__cv,False
MAR09747__mean_flux,False
MAR09747__sd_flux,False
MAR09747__ci_lower,False
MAR09747__ci_upper,False
MAR09747__cv,False
MAR09748__mean_flux,False
MAR09748__sd_flux,False
MAR09748__ci_lower,False
MAR09748__ci_upper,False
MAR09748__cv,False
MAR09749__mean_flux,False
MAR09749__sd_flux,False
MAR09749__ci_lower,False
MAR09749__ci_upper,False
MAR09749__cv,False
MAR09750__mean_flux,False
MAR09750__sd_flux,False
MAR09750__ci_lower,False
MAR09750__ci_upper,False
MAR09750__cv,False
MAR09751__mean_flux,False
MAR09751__sd_flux,False
MAR09751__ci_lower,False
MAR09751__ci_upper,False
MAR09751__cv,False
MAR09752__mean_flux,False
MAR09752__sd_flux,False
MAR09752__ci_lower,False
MAR09752__ci_upper,False
MAR09752__cv,False
MAR09753__mean_flux,False
MAR09753__sd_flux,False
MAR09753__ci_lower,False
MAR09753__ci_upper,False
MAR09753__cv,False
MAR09754__mean_flux,False
MAR09754__sd_flux,False
MAR09754__ci_lower,False
MAR09754__ci_upper,False
MAR09754__cv,False
MAR09755__mean_flux,False
MAR09755__sd_flux,False
MAR09755__ci_lower,False
MAR09755__ci_upper,False
MAR09755__cv,False
MAR09756__mean_flux,False
MAR09756__sd_flux,False
MAR09756__ci_lower,False
MAR09756__ci_upper,False
MAR09756__cv,False
MAR09757__mean_flux,False
MAR09757__sd_flux,False
MAR09757__ci_lower,False
MAR09757__ci_upper,False
MAR09757__cv,False
MAR09758__mean_flux,False
MAR09758__sd_flux,False
MAR09758__ci_lower,False
MAR09758__ci_upper,False
MAR09758__cv,False
MAR09759__mean_flux,False
MAR09759__sd_flux,False
MAR09759__ci_lower,False
MAR09759__ci_upper,False
MAR09759__cv,False
MAR09760__mean_flux,False
MAR09760__sd_flux,False
MAR09760__ci_lower,False
MAR09760__ci_upper,False
MAR09760__cv,False
MAR09761__mean_flux,False
MAR09761__sd_flux,False
MAR09761__ci_lower,False
MAR09761__ci_upper,False
MAR09761__cv,False
MAR09762__mean_flux,False
MAR09762__sd_flux,False
MAR09762__ci_lower,False
MAR09762__ci_upper,False
MAR09762__cv,False
MAR09763__mean_flux,False
MAR09763__sd_flux,False
MAR09763__ci_lower,False
MAR09763__ci_upper,False
MAR09763__cv,False
MAR09764__mean_flux,False
MAR09764__sd_flux,False
MAR09764__ci_lower,False
MAR09764__ci_upper,False
MAR09764__cv,False
MAR09765__mean_flux,False
MAR09765__sd_flux,False
MAR09765__ci_lower,False
MAR09765__ci_upper,False
MAR09765__cv,False
MAR09766__mean_flux,False
MAR09766__sd_flux,False
MAR09766__ci_lower,False
MAR09766__ci_upper,False
MAR09766__cv,False
MAR09767__mean_flux,False
MAR09767__sd_flux,False
MAR09767__ci_lower,False
MAR09767__ci_upper,False
MAR09767__cv,False
MAR09768__mean_flux,False
MAR09768__sd_flux,False
MAR09768__ci_lower,False
MAR09768__ci_upper,False
MAR09768__cv,False
MAR09769__mean_flux,False
MAR09769__sd_flux,False
MAR09769__ci_lower,False
MAR09769__ci_upper,False
MAR09769__cv,False
MAR09770__mean_flux,False
MAR09770__sd_flux,False
MAR09770__ci_lower,False
MAR09770__ci_upper,False
MAR09770__cv,False
MAR09771__mean_flux,False
MAR09771__sd_flux,False
MAR09771__ci_lower,False
MAR09771__ci_upper,False
MAR09771__cv,False
MAR09772__mean_flux,False
MAR09772__sd_flux,False
MAR09772__ci_lower,False
MAR09772__ci_upper,False
MAR09772__cv,False
MAR09773__mean_flux,False
MAR09773__sd_flux,False
MAR09773__ci_lower,False
MAR09773__ci_upper,False
MAR09773__cv,False
MAR09774__mean_flux,False
MAR09774__sd_flux,False
MAR09774__ci_lower,False
MAR09774__ci_upper,False
MAR09774__cv,False
MAR09775__mean_flux,False
MAR09775__sd_flux,False
MAR09775__ci_lower,False
MAR09775__ci_upper,False
MAR09775__cv,False
MAR09776__mean_flux,False
MAR09776__sd_flux,False
MAR09776__ci_lower,False
MAR09776__ci_upper,False
MAR09776__cv,False
MAR09777__mean_flux,False
MAR09777__sd_flux,False
MAR09777__ci_lower,False
MAR09777__ci_upper,False
MAR09777__cv,False
MAR09778__mean_flux,False
MAR09778__sd_flux,False
MAR09778__ci_lower,False
MAR09778__ci_upper,False
MAR09778__cv,False
MAR09779__mean_flux,False
MAR09779__sd_flux,False
MAR09779__ci_lower,False
MAR09779__ci_upper,False
MAR09779__cv,False
MAR09780__mean_flux,False
MAR09780__sd_flux,False
MAR09780__ci_lower,False
MAR09780__ci_upper,False
MAR09780__cv,False
MAR09781__mean_flux,False
MAR09781__sd_flux,False
MAR09781__ci_lower,False
MAR09781__ci_upper,False
MAR09781__cv,False
MAR09782__mean_flux,False
MAR09782__sd_flux,False
MAR09782__ci_lower,False
MAR09782__ci_upper,False
MAR09782__cv,False
MAR09783__mean_flux,False
MAR09783__sd_flux,False
MAR09783__ci_lower,False
MAR09783__ci_upper,False
MAR09783__cv,False
MAR09784__mean_flux,False
MAR09784__sd_flux,False
MAR09784__ci_lower,False
MAR09784__ci_upper,False
MAR09784__cv,False
MAR09785__mean_flux,False
MAR09785__sd_flux,False
MAR09785__ci_lower,False
MAR09785__ci_upper,False
MAR09785__cv,False
MAR09786__mean_flux,False
MAR09786__sd_flux,False
MAR09786__ci_lower,False
MAR09786__ci_upper,False
MAR09786__cv,False
MAR09787__mean_flux,False
MAR09787__sd_flux,False
MAR09787__ci_lower,False
MAR09787__ci_upper,False
MAR09787__cv,False
MAR09788__mean_flux,False
MAR09788__sd_flux,False
MAR09788__ci_lower,False
MAR09788__ci_upper,False
MAR09788__cv,False
MAR09789__mean_flux,False
MAR09789__sd_flux,False
MAR09789__ci_lower,False
MAR09789__ci_upper,False
MAR09789__cv,False
MAR09790__mean_flux,False
MAR09790__sd_flux,False
MAR09790__ci_lower,False
MAR09790__ci_upper,False
MAR09790__cv,False
MAR09791__mean_flux,False
MAR09791__sd_flux,False
MAR09791__ci_lower,False
MAR09791__ci_upper,False
MAR09791__cv,False
MAR09792__mean_flux,False
MAR09792__sd_flux,False
MAR09792__ci_lower,False
MAR09792__ci_upper,False
MAR09792__cv,False
MAR09793__mean_flux,True
MAR09793__sd_flux,True
MAR09793__ci_lower,True
MAR09793__ci_upper,True
MAR09793__cv,True
MAR09794__mean_flux,False
MAR09794__sd_flux,False
MAR09794__ci_lower,False
MAR09794__ci_upper,False
MAR09794__cv,False
MAR09795__mean_flux,False
MAR09795__sd_flux,False
MAR09795__ci_lower,False
MAR09795__ci_upper,False
MAR09795__cv,False
MAR09796__mean_flux,False
MAR09796__sd_flux,False
MAR09796__ci_lower,False
MAR09796__ci_upper,False
MAR09796__cv,False
MAR00731__mean_flux,False
MAR00731__sd_flux,False
MAR00731__ci_lower,False
MAR00731__ci_upper,False
MAR00731__cv,False
MAR00732__mean_flux,False
MAR00732__sd_flux,False
MAR00732__ci_lower,False
MAR00732__ci_upper,False
MAR00732__cv,False
MAR00734__mean_flux,False
MAR00734__sd_flux,False
MAR00734__ci_lower,False
MAR00734__ci_upper,False
MAR00734__cv,False
MAR00918__mean_flux,True
MAR00918__sd_flux,True
MAR00918__ci_lower,True
MAR00918__ci_upper,True
MAR00918__cv,True
MAR01916__mean_flux,False
MAR01916__sd_flux,False
MAR01916__ci_lower,False
MAR01916__ci_upper,False
MAR01916__cv,False
MAR04892__mean_flux,False
MAR04892__sd_flux,False
MAR04892__ci_lower,False
MAR04892__ci_upper,False
MAR04892__cv,False
MAR04955__mean_flux,False
MAR04955__sd_flux,False
MAR04955__ci_lower,False
MAR04955__ci_upper,False
MAR04955__cv,False
MAR07201__mean_flux,False
MAR07201__sd_flux,False
MAR07201__ci_lower,False
MAR07201__ci_upper,False
MAR07201__cv,False
MAR07204__mean_flux,False
MAR07204__sd_flux,False
MAR07204__ci_lower,False
MAR07204__ci_upper,False
MAR07204__cv,False
MAR07331__mean_flux,False
MAR07331__sd_flux,False
MAR07331__ci_lower,False
MAR07331__ci_upper,False
MAR07331__cv,False
MAR07431__mean_flux,False
MAR07431__sd_flux,False
MAR07431__ci_lower,False
MAR07431__ci_upper,False
MAR07431__cv,False
MAR07433__mean_flux,True
MAR07433__sd_flux,True
MAR07433__ci_lower,True
MAR07433__ci_upper,True
MAR07433__cv,True
MAR07434__mean_flux,True
MAR07434__sd_flux,True
MAR07434__ci_lower,True
MAR07434__ci_upper,True
MAR07434__cv,True
MAR07437__mean_flux,False
MAR07437__sd_flux,False
MAR07437__ci_lower,False
MAR07437__ci_upper,False
MAR07437__cv,False
MAR07675__mean_flux,True
MAR07675__sd_flux,True
MAR07675__ci_lower,True
MAR07675__ci_upper,True
MAR07675__cv,True
MAR07693__mean_flux,True
MAR07693__sd_flux,True
MAR07693__ci_lower,True
MAR07693__ci_upper,True
MAR07693__cv,True
MAR07733__mean_flux,True
MAR07733__sd_flux,True
MAR07733__ci_lower,True
MAR07733__ci_upper,True
MAR07733__cv,True
MAR07740__mean_flux,True
MAR07740__sd_flux,True
MAR07740__ci_lower,True
MAR07740__ci_upper,True
MAR07740__cv,True
MAR07743__mean_flux,False
MAR07743__sd_flux,False
MAR07743__ci_lower,False
MAR07743__ci_upper,False
MAR07743__cv,False
MAR07793__mean_flux,False
MAR07793__sd_flux,False
MAR07793__ci_lower,False
MAR07793__ci_upper,False
MAR07793__cv,False
MAR08084__mean_flux,False
MAR08084__sd_flux,False
MAR08084__ci_lower,False
MAR08084__ci_upper,False
MAR08084__cv,False
MAR08086__mean_flux,False
MAR08086__sd_flux,False
MAR08086__ci_lower,False
MAR08086__ci_upper,False
MAR08086__cv,False
MAR08145__mean_flux,False
MAR08145__sd_flux,False
MAR08145__ci_lower,False
MAR08145__ci_upper,False
MAR08145__cv,False
MAR08146__mean_flux,False
MAR08146__sd_flux,False
MAR08146__ci_lower,False
MAR08146__ci_upper,False
MAR08146__cv,False
MAR08153__mean_flux,False
MAR08153__sd_flux,False
MAR08153__ci_lower,False
MAR08153__ci_upper,False
MAR08153__cv,False
MAR08157__mean_flux,False
MAR08157__sd_flux,False
MAR08157__ci_lower,False
MAR08157__ci_upper,False
MAR08157__cv,False
MAR08160__mean_flux,False
MAR08160__sd_flux,False
MAR08160__ci_lower,False
MAR08160__ci_upper,False
MAR08160__cv,False
MAR08163__mean_flux,False
MAR08163__sd_flux,False
MAR08163__ci_lower,False
MAR08163__ci_upper,False
MAR08163__cv,False
MAR08193__mean_flux,False
MAR08193__sd_flux,False
MAR08193__ci_lower,False
MAR08193__ci_upper,False
MAR08193__cv,False
MAR08195__mean_flux,False
MAR08195__sd_flux,False
MAR08195__ci_lower,False
MAR08195__ci_upper,False
MAR08195__cv,False
MAR08199__mean_flux,False
MAR08199__sd_flux,False
MAR08199__ci_lower,False
MAR08199__ci_upper,False
MAR08199__cv,False
MAR08205__mean_flux,False
MAR08205__sd_flux,False
MAR08205__ci_lower,False
MAR08205__ci_upper,False
MAR08205__cv,False
MAR08207__mean_flux,False
MAR08207__sd_flux,False
MAR08207__ci_lower,False
MAR08207__ci_upper,False
MAR08207__cv,False
MAR08213__mean_flux,False
MAR08213__sd_flux,False
MAR08213__ci_lower,False
MAR08213__ci_upper,False
MAR08213__cv,False
MAR08215__mean_flux,False
MAR08215__sd_flux,False
MAR08215__ci_lower,False
MAR08215__ci_upper,False
MAR08215__cv,False
MAR08222__mean_flux,False
MAR08222__sd_flux,False
MAR08222__ci_lower,False
MAR08222__ci_upper,False
MAR08222__cv,False
MAR08230__mean_flux,False
MAR08230__sd_flux,False
MAR08230__ci_lower,False
MAR08230__ci_upper,False
MAR08230__cv,False
MAR08232__mean_flux,False
MAR08232__sd_flux,False
MAR08232__ci_lower,False
MAR08232__ci_upper,False
MAR08232__cv,False
MAR08241__mean_flux,False
MAR08241__sd_flux,False
MAR08241__ci_lower,False
MAR08241__ci_upper,False
MAR08241__cv,False
MAR08243__mean_flux,False
MAR08243__sd_flux,False
MAR08243__ci_lower,False
MAR08243__ci_upper,False
MAR08243__cv,False
MAR08252__mean_flux,False
MAR08252__sd_flux,False
