,is_slc
MAR01126__ci_lower,False
MAR01126__ci_upper,False
MAR01126__cv,False
MAR01127__mean_flux,False
MAR01127__sd_flux,False
MAR01127__ci_lower,False
MAR01127__ci_upper,False
MAR01127__cv,False
MAR01128__mean_flux,False
MAR01128__sd_flux,False
MAR01128__ci_lower,False
MAR01128__ci_upper,False
MAR01128__cv,False
MAR01129__mean_flux,False
MAR01129__sd_flux,False
MAR01129__ci_lower,False
MAR01129__ci_upper,False
MAR01129__cv,False
MAR01130__mean_flux,False
MAR01130__sd_flux,False
MAR01130__ci_lower,False
MAR01130__ci_upper,False
MAR01130__cv,False
MAR01131__mean_flux,False
MAR01131__sd_flux,False
MAR01131__ci_lower,False
MAR01131__ci_upper,False
MAR01131__cv,False
MAR01132__mean_flux,False
MAR01132__sd_flux,False
MAR01132__ci_lower,False
MAR01132__ci_upper,False
MAR01132__cv,False
MAR01133__mean_flux,False
MAR01133__sd_flux,False
MAR01133__ci_lower,False
MAR01133__ci_upper,False
MAR01133__cv,False
MAR01134__mean_flux,False
MAR01134__sd_flux,False
MAR01134__ci_lower,False
MAR01134__ci_upper,False
MAR01134__cv,False
MAR01136__mean_flux,False
MAR01136__sd_flux,False
MAR01136__ci_lower,False
MAR01136__ci_upper,False
MAR01136__cv,False
MAR01137__mean_flux,False
MAR01137__sd_flux,False
MAR01137__ci_lower,False
MAR01137__ci_upper,False
MAR01137__cv,False
MAR01138__mean_flux,False
MAR01138__sd_flux,False
MAR01138__ci_lower,False
MAR01138__ci_upper,False
MAR01138__cv,False
MAR01139__mean_flux,False
MAR01139__sd_flux,False
MAR01139__ci_lower,False
MAR01139__ci_upper,False
MAR01139__cv,False
MAR01140__mean_flux,False
MAR01140__sd_flux,False
MAR01140__ci_lower,False
MAR01140__ci_upper,False
MAR01140__cv,False
MAR01142__mean_flux,False
MAR01142__sd_flux,False
MAR01142__ci_lower,False
MAR01142__ci_upper,False
MAR01142__cv,False
MAR01146__mean_flux,False
MAR01146__sd_flux,False
MAR01146__ci_lower,False
MAR01146__ci_upper,False
MAR01146__cv,False
MAR01147__mean_flux,False
MAR01147__sd_flux,False
MAR01147__ci_lower,False
MAR01147__ci_upper,False
MAR01147__cv,False
MAR01148__mean_flux,False
MAR01148__sd_flux,False
MAR01148__ci_lower,False
MAR01148__ci_upper,False
MAR01148__cv,False
MAR01149__mean_flux,False
MAR01149__sd_flux,False
MAR01149__ci_lower,False
MAR01149__ci_upper,False
MAR01149__cv,False
MAR01150__mean_flux,False
MAR01150__sd_flux,False
MAR01150__ci_lower,False
MAR01150__ci_upper,False
MAR01150__cv,False
MAR01151__mean_flux,False
MAR01151__sd_flux,False
MAR01151__ci_lower,False
MAR01151__ci_upper,False
MAR01151__cv,False
MAR01152__mean_flux,False
MAR01152__sd_flux,False
MAR01152__ci_lower,False
MAR01152__ci_upper,False
MAR01152__cv,False
MAR01153__mean_flux,False
MAR01153__sd_flux,False
MAR01153__ci_lower,False
MAR01153__ci_upper,False
MAR01153__cv,False
MAR01154__mean_flux,False
MAR01154__sd_flux,False
MAR01154__ci_lower,False
MAR01154__ci_upper,False
MAR01154__cv,False
MAR01155__mean_flux,False
MAR01155__sd_flux,False
MAR01155__ci_lower,False
MAR01155__ci_upper,False
MAR01155__cv,False
MAR01156__mean_flux,False
MAR01156__sd_flux,False
MAR01156__ci_lower,False
MAR01156__ci_upper,False
MAR01156__cv,False
MAR01157__mean_flux,True
MAR01157__sd_flux,True
MAR01157__ci_lower,True
MAR01157__ci_upper,True
MAR01157__cv,True
MAR01158__mean_flux,True
MAR01158__sd_flux,True
MAR01158__ci_lower,True
MAR01158__ci_upper,True
MAR01158__cv,True
MAR01159__mean_flux,True
MAR01159__sd_flux,True
MAR01159__ci_lower,True
MAR01159__ci_upper,True
MAR01159__cv,True
MAR01160__mean_flux,True
MAR01160__sd_flux,True
MAR01160__ci_lower,True
MAR01160__ci_upper,True
MAR01160__cv,True
MAR01161__mean_flux,False
MAR01161__sd_flux,False
MAR01161__ci_lower,False
MAR01161__ci_upper,False
MAR01161__cv,False
MAR01162__mean_flux,False
MAR01162__sd_flux,False
MAR01162__ci_lower,False
MAR01162__ci_upper,False
MAR01162__cv,False
MAR01163__mean_flux,False
MAR01163__sd_flux,False
MAR01163__ci_lower,False
MAR01163__ci_upper,False
MAR01163__cv,False
MAR01164__mean_flux,False
MAR01164__sd_flux,False
MAR01164__ci_lower,False
MAR01164__ci_upper,False
MAR01164__cv,False
MAR01165__mean_flux,False
MAR01165__sd_flux,False
MAR01165__ci_lower,False
MAR01165__ci_upper,False
MAR01165__cv,False
MAR01166__mean_flux,False
MAR01166__sd_flux,False
MAR01166__ci_lower,False
MAR01166__ci_upper,False
MAR01166__cv,False
MAR01167__mean_flux,False
MAR01167__sd_flux,False
MAR01167__ci_lower,False
MAR01167__ci_upper,False
MAR01167__cv,False
MAR01168__mean_flux,False
MAR01168__sd_flux,False
MAR01168__ci_lower,False
MAR01168__ci_upper,False
MAR01168__cv,False
MAR01170__mean_flux,False
MAR01170__sd_flux,False
MAR01170__ci_lower,False
MAR01170__ci_upper,False
MAR01170__cv,False
MAR01171__mean_flux,False
MAR01171__sd_flux,False
MAR01171__ci_lower,False
MAR01171__ci_upper,False
MAR01171__cv,False
MAR01186__mean_flux,False
MAR01186__sd_flux,False
MAR01186__ci_lower,False
MAR01186__ci_upper,False
MAR01186__cv,False
MAR01190__mean_flux,False
MAR01190__sd_flux,False
MAR01190__ci_lower,False
MAR01190__ci_upper,False
MAR01190__cv,False
MAR01191__mean_flux,False
MAR01191__sd_flux,False
MAR01191__ci_lower,False
MAR01191__ci_upper,False
MAR01191__cv,False
MAR01192__mean_flux,False
MAR01192__sd_flux,False
MAR01192__ci_lower,False
MAR01192__ci_upper,False
MAR01192__cv,False
MAR01193__mean_flux,False
MAR01193__sd_flux,False
MAR01193__ci_lower,False
MAR01193__ci_upper,False
MAR01193__cv,False
MAR01194__mean_flux,False
MAR01194__sd_flux,False
MAR01194__ci_lower,False
MAR01194__ci_upper,False
MAR01194__cv,False
MAR01195__mean_flux,False
MAR01195__sd_flux,False
MAR01195__ci_lower,False
MAR01195__ci_upper,False
MAR01195__cv,False
MAR01196__mean_flux,False
MAR01196__sd_flux,False
MAR01196__ci_lower,False
MAR01196__ci_upper,False
MAR01196__cv,False
MAR01197__mean_flux,False
MAR01197__sd_flux,False
MAR01197__ci_lower,False
MAR01197__ci_upper,False
MAR01197__cv,False
MAR01198__mean_flux,False
MAR01198__sd_flux,False
MAR01198__ci_lower,False
MAR01198__ci_upper,False
MAR01198__cv,False
MAR01199__mean_flux,False
MAR01199__sd_flux,False
MAR01199__ci_lower,False
MAR01199__ci_upper,False
MAR01199__cv,False
MAR01200__mean_flux,True
MAR01200__sd_flux,True
MAR01200__ci_lower,True
MAR01200__ci_upper,True
MAR01200__cv,True
MAR01201__mean_flux,True
MAR01201__sd_flux,True
MAR01201__ci_lower,True
MAR01201__ci_upper,True
MAR01201__cv,True
MAR01202__mean_flux,True
MAR01202__sd_flux,True
MAR01202__ci_lower,True
MAR01202__ci_upper,True
MAR01202__cv,True
MAR01203__mean_flux,True
MAR01203__sd_flux,True
MAR01203__ci_lower,True
MAR01203__ci_upper,True
MAR01203__cv,True
MAR01204__mean_flux,False
MAR01204__sd_flux,False
MAR01204__ci_lower,False
MAR01204__ci_upper,False
MAR01204__cv,False
MAR01205__mean_flux,False
MAR01205__sd_flux,False
MAR01205__ci_lower,False
MAR01205__ci_upper,False
MAR01205__cv,False
MAR01206__mean_flux,False
MAR01206__sd_flux,False
MAR01206__ci_lower,False
MAR01206__ci_upper,False
MAR01206__cv,False
MAR01207__mean_flux,False
MAR01207__sd_flux,False
MAR01207__ci_lower,False
MAR01207__ci_upper,False
MAR01207__cv,False
MAR01208__mean_flux,False
MAR01208__sd_flux,False
MAR01208__ci_lower,False
MAR01208__ci_upper,False
MAR01208__cv,False
MAR01209__mean_flux,False
MAR01209__sd_flux,False
MAR01209__ci_lower,False
MAR01209__ci_upper,False
MAR01209__cv,False
MAR01210__mean_flux,False
MAR01210__sd_flux,False
MAR01210__ci_lower,False
MAR01210__ci_upper,False
MAR01210__cv,False
MAR01211__mean_flux,False
MAR01211__sd_flux,False
MAR01211__ci_lower,False
MAR01211__ci_upper,False
MAR01211__cv,False
MAR01212__mean_flux,False
MAR01212__sd_flux,False
MAR01212__ci_lower,False
MAR01212__ci_upper,False
MAR01212__cv,False
MAR01213__mean_flux,False
MAR01213__sd_flux,False
MAR01213__ci_lower,False
MAR01213__ci_upper,False
MAR01213__cv,False
MAR01228__mean_flux,False
MAR01228__sd_flux,False
MAR01228__ci_lower,False
MAR01228__ci_upper,False
MAR01228__cv,False
MAR01229__mean_flux,False
MAR01229__sd_flux,False
MAR01229__ci_lower,False
MAR01229__ci_upper,False
MAR01229__cv,False
MAR01230__mean_flux,False
MAR01230__sd_flux,False
MAR01230__ci_lower,False
MAR01230__ci_upper,False
MAR01230__cv,False
MAR01231__mean_flux,False
MAR01231__sd_flux,False
MAR01231__ci_lower,False
MAR01231__ci_upper,False
MAR01231__cv,False
MAR01232__mean_flux,False
MAR01232__sd_flux,False
MAR01232__ci_lower,False
MAR01232__ci_upper,False
MAR01232__cv,False
MAR01233__mean_flux,False
MAR01233__sd_flux,False
MAR01233__ci_lower,False
MAR01233__ci_upper,False
MAR01233__cv,False
MAR01234__mean_flux,False
MAR01234__sd_flux,False
MAR01234__ci_lower,False
MAR01234__ci_upper,False
MAR01234__cv,False
MAR01236__mean_flux,False
MAR01236__sd_flux,False
MAR01236__ci_lower,False
MAR01236__ci_upper,False
MAR01236__cv,False
MAR01238__mean_flux,False
MAR01238__sd_flux,False
MAR01238__ci_lower,False
MAR01238__ci_upper,False
MAR01238__cv,False
MAR01241__mean_flux,False
MAR01241__sd_flux,False
MAR01241__ci_lower,False
MAR01241__ci_upper,False
MAR01241__cv,False
MAR01244__mean_flux,False
MAR01244__sd_flux,False
MAR01244__ci_lower,False
MAR01244__ci_upper,False
MAR01244__cv,False
MAR01245__mean_flux,False
MAR01245__sd_flux,False
MAR01245__ci_lower,False
MAR01245__ci_upper,False
MAR01245__cv,False
MAR01246__mean_flux,False
MAR01246__sd_flux,False
MAR01246__ci_lower,False
MAR01246__ci_upper,False
MAR01246__cv,False
MAR01247__mean_flux,False
MAR01247__sd_flux,False
MAR01247__ci_lower,False
MAR01247__ci_upper,False
MAR01247__cv,False
MAR01249__mean_flux,True
MAR01249__sd_flux,True
MAR01249__ci_lower,True
MAR01249__ci_upper,True
MAR01249__cv,True
MAR01251__mean_flux,True
MAR01251__sd_flux,True
MAR01251__ci_lower,True
MAR01251__ci_upper,True
MAR01251__cv,True
MAR01253__mean_flux,False
MAR01253__sd_flux,False
MAR01253__ci_lower,False
MAR01253__ci_upper,False
MAR01253__cv,False
MAR01254__mean_flux,False
MAR01254__sd_flux,False
MAR01254__ci_lower,False
MAR01254__ci_upper,False
MAR01254__cv,False
MAR01255__mean_flux,False
MAR01255__sd_flux,False
MAR01255__ci_lower,False
MAR01255__ci_upper,False
MAR01255__cv,False
MAR01256__mean_flux,False
MAR01256__sd_flux,False
MAR01256__ci_lower,False
MAR01256__ci_upper,False
MAR01256__cv,False
MAR01257__mean_flux,False
MAR01257__sd_flux,False
MAR01257__ci_lower,False
MAR01257__ci_upper,False
MAR01257__cv,False
MAR01258__mean_flux,False
MAR01258__sd_flux,False
MAR01258__ci_lower,False
MAR01258__ci_upper,False
MAR01258__cv,False
MAR01259__mean_flux,False
MAR01259__sd_flux,False
MAR01259__ci_lower,False
MAR01259__ci_upper,False
MAR01259__cv,False
MAR01260__mean_flux,False
MAR01260__sd_flux,False
MAR01260__ci_lower,False
MAR01260__ci_upper,False
MAR01260__cv,False
MAR01261__mean_flux,False
MAR01261__sd_flux,False
MAR01261__ci_lower,False
MAR01261__ci_upper,False
MAR01261__cv,False
MAR01262__mean_flux,False
MAR01262__sd_flux,False
MAR01262__ci_lower,False
MAR01262__ci_upper,False
MAR01262__cv,False
MAR01263__mean_flux,True
MAR01263__sd_flux,True
MAR01263__ci_lower,True
MAR01263__ci_upper,True
MAR01263__cv,True
MAR01264__mean_flux,True
MAR01264__sd_flux,True
MAR01264__ci_lower,True
MAR01264__ci_upper,True
MAR01264__cv,True
MAR01266__mean_flux,True
MAR01266__sd_flux,True
MAR01266__ci_lower,True
MAR01266__ci_upper,True
MAR01266__cv,True
MAR01270__mean_flux,False
MAR01270__sd_flux,False
MAR01270__ci_lower,False
MAR01270__ci_upper,False
MAR01270__cv,False
MAR01271__mean_flux,False
MAR01271__sd_flux,False
MAR01271__ci_lower,False
MAR01271__ci_upper,False
MAR01271__cv,False
MAR01272__mean_flux,False
MAR01272__sd_flux,False
MAR01272__ci_lower,False
MAR01272__ci_upper,False
MAR01272__cv,False
MAR01273__mean_flux,False
MAR01273__sd_flux,False
MAR01273__ci_lower,False
MAR01273__ci_upper,False
MAR01273__cv,False
MAR01274__mean_flux,False
MAR01274__sd_flux,False
MAR01274__ci_lower,False
MAR01274__ci_upper,False
MAR01274__cv,False
MAR01275__mean_flux,False
MAR01275__sd_flux,False
MAR01275__ci_lower,False
MAR01275__ci_upper,False
MAR01275__cv,False
MAR01276__mean_flux,False
MAR01276__sd_flux,False
MAR01276__ci_lower,False
MAR01276__ci_upper,False
MAR01276__cv,False
MAR01277__mean_flux,False
MAR01277__sd_flux,False
MAR01277__ci_lower,False
MAR01277__ci_upper,False
MAR01277__cv,False
MAR01278__mean_flux,False
MAR01278__sd_flux,False
MAR01278__ci_lower,False
MAR01278__ci_upper,False
MAR01278__cv,False
MAR01279__mean_flux,False
MAR01279__sd_flux,False
MAR01279__ci_lower,False
MAR01279__ci_upper,False
MAR01279__cv,False
MAR01280__mean_flux,False
MAR01280__sd_flux,False
MAR01280__ci_lower,False
MAR01280__ci_upper,False
MAR01280__cv,False
MAR01281__mean_flux,False
MAR01281__sd_flux,False
MAR01281__ci_lower,False
MAR01281__ci_upper,False
MAR01281__cv,False
MAR01282__mean_flux,False
MAR01282__sd_flux,False
MAR01282__ci_lower,False
MAR01282__ci_upper,False
MAR01282__cv,False
MAR01285__mean_flux,False
MAR01285__sd_flux,False
MAR01285__ci_lower,False
MAR01285__ci_upper,False
MAR01285__cv,False
MAR01287__mean_flux,False
MAR01287__sd_flux,False
MAR01287__ci_lower,False
MAR01287__ci_upper,False
MAR01287__cv,False
MAR01288__mean_flux,False
MAR01288__sd_flux,False
MAR01288__ci_lower,False
MAR01288__ci_upper,False
MAR01288__cv,False
MAR01289__mean_flux,False
MAR01289__sd_flux,False
MAR01289__ci_lower,False
MAR01289__ci_upper,False
MAR01289__cv,False
MAR01290__mean_flux,True
MAR01290__sd_flux,True
MAR01290__ci_lower,True
MAR01290__ci_upper,True
MAR01290__cv,True
MAR01291__mean_flux,False
MAR01291__sd_flux,False
MAR01291__ci_lower,False
MAR01291__ci_upper,False
MAR01291__cv,False
MAR01292__mean_flux,False
MAR01292__sd_flux,False
MAR01292__ci_lower,False
MAR01292__ci_upper,False
MAR01292__cv,False
MAR01293__mean_flux,False
MAR01293__sd_flux,False
MAR01293__ci_lower,False
MAR01293__ci_upper,False
MAR01293__cv,False
MAR01294__mean_flux,False
MAR01294__sd_flux,False
MAR01294__ci_lower,False
MAR01294__ci_upper,False
MAR01294__cv,False
MAR01295__mean_flux,False
MAR01295__sd_flux,False
MAR01295__ci_lower,False
MAR01295__ci_upper,False
MAR01295__cv,False
MAR01296__mean_flux,False
MAR01296__sd_flux,False
MAR01296__ci_lower,False
MAR01296__ci_upper,False
MAR01296__cv,False
MAR01297__mean_flux,False
MAR01297__sd_flux,False
MAR01297__ci_lower,False
MAR01297__ci_upper,False
MAR01297__cv,False
MAR01298__mean_flux,False
MAR01298__sd_flux,False
MAR01298__ci_lower,False
MAR01298__ci_upper,False
MAR01298__cv,False
MAR01299__mean_flux,False
MAR01299__sd_flux,False
MAR01299__ci_lower,False
MAR01299__ci_upper,False
MAR01299__cv,False
MAR01300__mean_flux,False
MAR01300__sd_flux,False
MAR01300__ci_lower,False
MAR01300__ci_upper,False
MAR01300__cv,False
MAR01301__mean_flux,False
MAR01301__sd_flux,False
MAR01301__ci_lower,False
MAR01301__ci_upper,False
MAR01301__cv,False
MAR01303__mean_flux,False
MAR01303__sd_flux,False
MAR01303__ci_lower,False
MAR01303__ci_upper,False
MAR01303__cv,False
MAR01304__mean_flux,False
MAR01304__sd_flux,False
MAR01304__ci_lower,False
MAR01304__ci_upper,False
MAR01304__cv,False
MAR04796__mean_flux,False
MAR04796__sd_flux,False
MAR04796__ci_lower,False
MAR04796__ci_upper,False
MAR04796__cv,False
MAR08545__mean_flux,False
MAR08545__sd_flux,False
MAR08545__ci_lower,False
MAR08545__ci_upper,False
MAR08545__cv,False
MAR08546__mean_flux,False
MAR08546__sd_flux,False
MAR08546__ci_lower,False
MAR08546__ci_upper,False
MAR08546__cv,False
MAR08547__mean_flux,False
MAR08547__sd_flux,False
MAR08547__ci_lower,False
MAR08547__ci_upper,False
MAR08547__cv,False
MAR08548__mean_flux,False
MAR08548__sd_flux,False
MAR08548__ci_lower,False
MAR08548__ci_upper,False
MAR08548__cv,False
MAR08549__mean_flux,False
MAR08549__sd_flux,False
MAR08549__ci_lower,False
MAR08549__ci_upper,False
MAR08549__cv,False
MAR08550__mean_flux,False
MAR08550__sd_flux,False
MAR08550__ci_lower,False
MAR08550__ci_upper,False
MAR08550__cv,False
MAR08552__mean_flux,False
MAR08552__sd_flux,False
MAR08552__ci_lower,False
MAR08552__ci_upper,False
MAR08552__cv,False
MAR08554__mean_flux,False
MAR08554__sd_flux,False
MAR08554__ci_lower,False
MAR08554__ci_upper,False
MAR08554__cv,False
MAR08555__mean_flux,False
MAR08555__sd_flux,False
MAR08555__ci_lower,False
MAR08555__ci_upper,False
MAR08555__cv,False
MAR08556__mean_flux,False
MAR08556__sd_flux,False
MAR08556__ci_lower,False
MAR08556__ci_upper,False
MAR08556__cv,False
MAR08557__mean_flux,False
MAR08557__sd_flux,False
MAR08557__ci_lower,False
MAR08557__ci_upper,False
MAR08557__cv,False
MAR08558__mean_flux,False
MAR08558__sd_flux,False
MAR08558__ci_lower,False
MAR08558__ci_upper,False
MAR08558__cv,False
MAR08559__mean_flux,False
MAR08559__sd_flux,False
MAR08559__ci_lower,False
MAR08559__ci_upper,False
MAR08559__cv,False
MAR08560__mean_flux,False
MAR08560__sd_flux,False
MAR08560__ci_lower,False
MAR08560__ci_upper,False
MAR08560__cv,False
MAR08561__mean_flux,False
MAR08561__sd_flux,False
MAR08561__ci_lower,False
MAR08561__ci_upper,False
MAR08561__cv,False
MAR00154__mean_flux,False
MAR00154__sd_flux,False
MAR00154__ci_lower,False
MAR00154__ci_upper,False
MAR00154__cv,False
MAR00189__mean_flux,False
MAR00189__sd_flux,False
MAR00189__ci_lower,False
MAR00189__ci_upper,False
MAR00189__cv,False
MAR00193__mean_flux,False
MAR00193__sd_flux,False
MAR00193__ci_lower,False
MAR00193__ci_upper,False
MAR00193__cv,False
MAR00197__mean_flux,False
MAR00197__sd_flux,False
MAR00197__ci_lower,False
MAR00197__ci_upper,False
MAR00197__cv,False
MAR00201__mean_flux,False
MAR00201__sd_flux,False
MAR00201__ci_lower,False
MAR00201__ci_upper,False
MAR00201__cv,False
MAR00206__mean_flux,False
MAR00206__sd_flux,False
MAR00206__ci_lower,False
MAR00206__ci_upper,False
MAR00206__cv,False
MAR00210__mean_flux,False
MAR00210__sd_flux,False
MAR00210__ci_lower,False
MAR00210__ci_upper,False
MAR00210__cv,False
MAR00214__mean_flux,False
MAR00214__sd_flux,False
MAR00214__ci_lower,False
MAR00214__ci_upper,False
MAR00214__cv,False
MAR00223__mean_flux,False
MAR00223__sd_flux,False
MAR00223__ci_lower,False
MAR00223__ci_upper,False
MAR00223__cv,False
MAR00230__mean_flux,False
MAR00230__sd_flux,False
MAR00230__ci_lower,False
MAR00230__ci_upper,False
MAR00230__cv,False
MAR00234__mean_flux,False
MAR00234__sd_flux,False
MAR00234__ci_lower,False
MAR00234__ci_upper,False
MAR00234__cv,False
MAR00238__mean_flux,False
MAR00238__sd_flux,False
MAR00238__ci_lower,False
MAR00238__ci_upper,False
MAR00238__cv,False
MAR00242__mean_flux,False
MAR00242__sd_flux,False
MAR00242__ci_lower,False
MAR00242__ci_upper,False
MAR00242__cv,False
MAR00246__mean_flux,False
MAR00246__sd_flux,False
MAR00246__ci_lower,False
MAR00246__ci_upper,False
MAR00246__cv,False
MAR00250__mean_flux,False
MAR00250__sd_flux,False
MAR00250__ci_lower,False
MAR00250__ci_upper,False
MAR00250__cv,False
MAR00256__mean_flux,False
MAR00256__sd_flux,False
MAR00256__ci_lower,False
MAR00256__ci_upper,False
MAR00256__cv,False
MAR00260__mean_flux,False
MAR00260__sd_flux,False
MAR00260__ci_lower,False
MAR00260__ci_upper,False
MAR00260__cv,False
MAR00264__mean_flux,False
MAR00264__sd_flux,False
MAR00264__ci_lower,False
MAR00264__ci_upper,False
MAR00264__cv,False
MAR00268__mean_flux,False
MAR00268__sd_flux,False
MAR00268__ci_lower,False
MAR00268__ci_upper,False
MAR00268__cv,False
MAR00272__mean_flux,False
MAR00272__sd_flux,False
MAR00272__ci_lower,False
MAR00272__ci_upper,False
MAR00272__cv,False
MAR00276__mean_flux,False
MAR00276__sd_flux,False
MAR00276__ci_lower,False
MAR00276__ci_upper,False
MAR00276__cv,False
MAR00280__mean_flux,False
MAR00280__sd_flux,False
MAR00280__ci_lower,False
MAR00280__ci_upper,False
MAR00280__cv,False
MAR00284__mean_flux,False
MAR00284__sd_flux,False
MAR00284__ci_lower,False
MAR00284__ci_upper,False
MAR00284__cv,False
MAR00290__mean_flux,False
MAR00290__sd_flux,False
MAR00290__ci_lower,False
MAR00290__ci_upper,False
MAR00290__cv,False
MAR00294__mean_flux,False
MAR00294__sd_flux,False
MAR00294__ci_lower,False
MAR00294__ci_upper,False
MAR00294__cv,False
MAR00298__mean_flux,False
MAR00298__sd_flux,False
MAR00298__ci_lower,False
MAR00298__ci_upper,False
MAR00298__cv,False
MAR00302__mean_flux,False
MAR00302__sd_flux,False
MAR00302__ci_lower,False
MAR00302__ci_upper,False
MAR00302__cv,False
MAR00306__mean_flux,False
MAR00306__sd_flux,False
MAR00306__ci_lower,False
MAR00306__ci_upper,False
MAR00306__cv,False
MAR00310__mean_flux,False
MAR00310__sd_flux,False
MAR00310__ci_lower,False
MAR00310__ci_upper,False
MAR00310__cv,False
MAR00314__mean_flux,False
MAR00314__sd_flux,False
MAR00314__ci_lower,False
MAR00314__ci_upper,False
MAR00314__cv,False
MAR00320__mean_flux,False
MAR00320__sd_flux,False
MAR00320__ci_lower,False
MAR00320__ci_upper,False
MAR00320__cv,False
MAR00324__mean_flux,False
MAR00324__sd_flux,False
MAR00324__ci_lower,False
MAR00324__ci_upper,False
MAR00324__cv,False
MAR00328__mean_flux,False
MAR00328__sd_flux,False
MAR00328__ci_lower,False
MAR00328__ci_upper,False
MAR00328__cv,False
MAR00332__mean_flux,False
MAR00332__sd_flux,False
MAR00332__ci_lower,False
MAR00332__ci_upper,False
MAR00332__cv,False
MAR00338__mean_flux,False
MAR00338__sd_flux,False
MAR00338__ci_lower,False
MAR00338__ci_upper,False
MAR00338__cv,False
MAR00342__mean_flux,False
MAR00342__sd_flux,False
MAR00342__ci_lower,False
MAR00342__ci_upper,False
MAR00342__cv,False
MAR00346__mean_flux,False
MAR00346__sd_flux,False
MAR00346__ci_lower,False
MAR00346__ci_upper,False
MAR00346__cv,False
MAR00350__mean_flux,False
MAR00350__sd_flux,False
MAR00350__ci_lower,False
MAR00350__ci_upper,False
MAR00350__cv,False
MAR00354__mean_flux,False
MAR00354__sd_flux,False
MAR00354__ci_lower,False
MAR00354__ci_upper,False
MAR00354__cv,False
MAR00358__mean_flux,False
MAR00358__sd_flux,False
MAR00358__ci_lower,False
MAR00358__ci_upper,False
MAR00358__cv,False
MAR00362__mean_flux,False
MAR00362__sd_flux,False
MAR00362__ci_lower,False
MAR00362__ci_upper,False
MAR00362__cv,False
MAR00366__mean_flux,False
MAR00366__sd_flux,False
MAR00366__ci_lower,False
MAR00366__ci_upper,False
MAR00366__cv,False
MAR00370__mean_flux,False
MAR00370__sd_flux,False
MAR00370__ci_lower,False
MAR00370__ci_upper,False
MAR00370__cv,False
MAR00374__mean_flux,False
MAR00374__sd_flux,False
MAR00374__ci_lower,False
MAR00374__ci_upper,False
MAR00374__cv,False
MAR00378__mean_flux,False
MAR00378__sd_flux,False
MAR00378__ci_lower,False
MAR00378__ci_upper,False
MAR00378__cv,False
MAR00382__mean_flux,False
MAR00382__sd_flux,False
MAR00382__ci_lower,False
MAR00382__ci_upper,False
MAR00382__cv,False
MAR00386__mean_flux,False
MAR00386__sd_flux,False
MAR00386__ci_lower,False
MAR00386__ci_upper,False
MAR00386__cv,False
MAR00390__mean_flux,False
MAR00390__sd_flux,False
MAR00390__ci_lower,False
MAR00390__ci_upper,False
MAR00390__cv,False
MAR00394__mean_flux,False
MAR00394__sd_flux,False
MAR00394__ci_lower,False
MAR00394__ci_upper,False
MAR00394__cv,False
MAR00398__mean_flux,False
MAR00398__sd_flux,False
MAR00398__ci_lower,False
MAR00398__ci_upper,False
MAR00398__cv,False
MAR00402__mean_flux,False
MAR00402__sd_flux,False
MAR00402__ci_lower,False
MAR00402__ci_upper,False
MAR00402__cv,False
MAR00406__mean_flux,False
MAR00406__sd_flux,False
MAR00406__ci_lower,False
MAR00406__ci_upper,False
MAR00406__cv,False
MAR00410__mean_flux,False
MAR00410__sd_flux,False
MAR00410__ci_lower,False
MAR00410__ci_upper,False
MAR00410__cv,False
MAR00414__mean_flux,False
MAR00414__sd_flux,False
MAR00414__ci_lower,False
MAR00414__ci_upper,False
MAR00414__cv,False
MAR00418__mean_flux,False
MAR00418__sd_flux,False
MAR00418__ci_lower,False
MAR00418__ci_upper,False
MAR00418__cv,False
MAR00422__mean_flux,False
MAR00422__sd_flux,False
MAR00422__ci_lower,False
MAR00422__ci_upper,False
MAR00422__cv,False
MAR00426__mean_flux,False
MAR00426__sd_flux,False
MAR00426__ci_lower,False
MAR00426__ci_upper,False
MAR00426__cv,False
MAR00430__mean_flux,False
MAR00430__sd_flux,False
MAR00430__ci_lower,False
MAR00430__ci_upper,False
MAR00430__cv,False
MAR00434__mean_flux,False
MAR00434__sd_flux,False
MAR00434__ci_lower,False
MAR00434__ci_upper,False
MAR00434__cv,False
MAR00438__mean_flux,False
MAR00438__sd_flux,False
MAR00438__ci_lower,False
MAR00438__ci_upper,False
MAR00438__cv,False
MAR03475__mean_flux,False
MAR03475__sd_flux,False
MAR03475__ci_lower,False
MAR03475__ci_upper,False
MAR03475__cv,False
MAR03477__mean_flux,False
MAR03477__sd_flux,False
MAR03477__ci_lower,False
MAR03477__ci_upper,False
MAR03477__cv,False
MAR00159__mean_flux,False
MAR00159__sd_flux,False
MAR00159__ci_lower,False
MAR00159__ci_upper,False
MAR00159__cv,False
MAR02591__mean_flux,False
MAR02591__sd_flux,False
MAR02591__ci_lower,False
MAR02591__ci_upper,False
MAR02591__cv,False
MAR02594__mean_flux,False
MAR02594__sd_flux,False
MAR02594__ci_lower,False
MAR02594__ci_upper,False
MAR02594__cv,False
MAR02599__mean_flux,False
MAR02599__sd_flux,False
MAR02599__ci_lower,False
MAR02599__ci_upper,False
MAR02599__cv,False
MAR02602__mean_flux,False
MAR02602__sd_flux,False
MAR02602__ci_lower,False
MAR02602__ci_upper,False
MAR02602__cv,False
MAR02605__mean_flux,False
MAR02605__sd_flux,False
MAR02605__ci_lower,False
MAR02605__ci_upper,False
MAR02605__cv,False
MAR02608__mean_flux,False
