feature,lda_score
MAR08878__mean_flux,4.854937336899981e+25
MAR10357__cv,4.854937336899981e+25
MAR08905__mean_flux,4.854937336899981e+25
MAR08807__cv,4.854937336899981e+25
MAR08765__ci_lower,4.854937336899981e+25
MAR08855__ci_lower,4.854937336899981e+25
MAR08809__cv,4.854937336899981e+25
MAR05695__mean_flux,4.854937336899981e+25
MAR11961__mean_flux,4.854937336899981e+25
MAR11960__mean_flux,4.854937336899981e+25
MAR11422__ci_lower,4.854937336899981e+25
MAR10011__sd_flux,4.854937336899981e+25
MAR08370__mean_flux,4.854937336899981e+25
MAR00117__ci_lower,4.854937336899981e+25
MAR06932__sd_flux,4.854937336899981e+25
MAR09234__ci_lower,4.854937336899981e+25
MAR06935__sd_flux,4.854937336899981e+25
MAR08886__ci_upper,4.854937336899981e+25
MAR04868__sd_flux,4.854937336899981e+25
MAR11756__cv,4.854937336899981e+25
MAR08906__mean_flux,4.854937336899981e+25
MAR06945__sd_flux,4.854937336899981e+25
MAR00681__cv,4.854937336899981e+25
MAR04448__mean_flux,4.854937336899981e+25
MAR07065__sd_flux,4.854937336899981e+25
MAR07067__sd_flux,4.854937336899981e+25
MAR00061__sd_flux,4.854937336899981e+25
MAR07070__sd_flux,4.854937336899981e+25
MAR07073__ci_lower,4.854937336899981e+25
MAR07074__ci_lower,4.854937336899981e+25
MAR01023__sd_flux,4.854937336899981e+25
MAR07075__sd_flux,4.854937336899981e+25
MAR02104__cv,4.854937336899981e+25
MAR03193__sd_flux,4.854937336899981e+25
MAR07064__mean_flux,4.854937336899981e+25
MAR09989__mean_flux,4.854937336899981e+25
MAR00014__sd_flux,4.854937336899981e+25
MAR04130__ci_lower,4.854937336899981e+25
MAR10406__ci_upper,4.854937336899981e+25
MAR01028__sd_flux,4.854937336899981e+25
MAR02469__sd_flux,4.854937336899981e+25
MAR02547__mean_flux,4.854937336899981e+25
MAR02467__sd_flux,4.854937336899981e+25
MAR02463__sd_flux,4.854937336899981e+25
MAR10012__mean_flux,4.854937336899981e+25
MAR03192__sd_flux,4.854937336899981e+25
MAR07063__ci_lower,4.854937336899981e+25
MAR07069__sd_flux,4.854937336899981e+25
MAR09994__cv,4.854937336899981e+25
MAR02516__ci_lower,4.854937336899981e+25
MAR02074__sd_flux,4.854937336899981e+25
MAR07056__sd_flux,4.854937336899981e+25
MAR07599__sd_flux,4.854937336899981e+25
MAR11534__cv,4.854937336899981e+25
MAR02518__ci_lower,4.854937336899981e+25
MAR07018__sd_flux,4.854937336899981e+25
MAR07037__sd_flux,4.854937336899981e+25
MAR07601__sd_flux,4.854937336899981e+25
MAR07020__sd_flux,4.854937336899981e+25
MAR09920__cv,4.853563246748023e+25
MAR00274__ci_upper,4.852838525985749e+25
MAR00624__ci_lower,4.852838525985749e+25
MAR03035__ci_upper,4.852705452958456e+25
MAR06218__sd_flux,4.852604367499608e+25
MAR05566__mean_flux,4.8525849696017034e+25
MAR04399__sd_flux,4.851014768828027e+25
MAR05092__cv,4.850971929970592e+25
MAR02796__mean_flux,4.850145875938129e+25
MAR03738__mean_flux,4.849794162558093e+25
MAR02902__cv,4.849723172337672e+25
MAR00524__mean_flux,4.84923475620949e+25
MAR06437__sd_flux,4.848408819439929e+25
MAR07762__ci_lower,4.848187961812775e+25
MAR06173__cv,4.8472101675782285e+25
MAR03957__ci_upper,4.847103238951258e+25
MAR02710__mean_flux,4.847003913504419e+25
MAR02233__mean_flux,4.846947512349848e+25
MAR02318__mean_flux,4.846739716988989e+25
MAR02755__cv,4.8466697663596765e+25
MAR02714__mean_flux,4.8457812104341405e+25
MAR03233__ci_lower,4.843922368306192e+25
MAR03222__ci_upper,4.843672732857974e+25
MAR04145__sd_flux,4.842957604482808e+25
MAR04454__sd_flux,4.842957604482808e+25
MAR04141__sd_flux,4.842957604482808e+25
MAR01775__cv,4.842836190848442e+25
MAR11321__ci_upper,4.8426027692949004e+25
MAR03912__mean_flux,4.842409300426566e+25
MAR05359__sd_flux,4.842093021663893e+25
MAR06106__cv,4.841743295928346e+25
MAR02861__sd_flux,4.841664893269538e+25
MAR01134__sd_flux,4.840726842798577e+25
MAR06105__sd_flux,4.839955896611984e+25
MAR11488__sd_flux,4.839036423363454e+25
MAR11647__cv,4.838741838395298e+25
MAR01395__cv,4.838687176860969e+25
MAR03252__cv,4.838185522905657e+25
MAR07434__mean_flux,4.83667250730433e+25
MAR07623__ci_upper,4.836321429197696e+25
MAR09921__ci_upper,4.835742541104334e+25
MAR03222__mean_flux,4.834915216077696e+25
MAR01824__mean_flux,4.834879429041051e+25
MAR02241__cv,4.834743551327999e+25
MAR02240__cv,4.834743551327999e+25
MAR01557__sd_flux,4.834660011663519e+25
MAR08755__cv,4.834342425753384e+25
MAR02493__mean_flux,4.833636809821498e+25
MAR00799__sd_flux,4.833427853879323e+25
MAR06489__ci_upper,4.833317101547818e+25
MAR00262__ci_upper,4.832604309782928e+25
MAR00186__cv,4.8318961216387985e+25
MAR04304__ci_lower,4.8312541555382186e+25
MAR08021__sd_flux,4.8306230255018345e+25
MAR04847__ci_lower,4.83055736432724e+25
MAR01153__sd_flux,4.830510226241475e+25
MAR02832__mean_flux,4.8298251144235754e+25
MAR03651__mean_flux,4.82955483203905e+25
MAR07743__mean_flux,4.829241395885701e+25
MAR03424__ci_lower,4.829060809769706e+25
MAR00488__sd_flux,4.828707250103197e+25
MAR06045__mean_flux,4.828376520408371e+25
MAR20135__mean_flux,4.828376520408371e+25
MAR07801__mean_flux,4.828376520408371e+25
MAR07829__mean_flux,4.828376520408371e+25
MAR10130__cv,4.828376520408371e+25
MAR20154__mean_flux,4.828376520408371e+25
MAR06131__cv,4.828376520408371e+25
MAR01704__ci_lower,4.828376520408371e+25
MAR07573__mean_flux,4.8266519560540735e+25
MAR07772__cv,4.825521104146466e+25
MAR08765__mean_flux,4.824292355232125e+25
MAR04905__ci_upper,4.82320483077572e+25
MAR06123__mean_flux,4.8218069293958995e+25
MAR00631__mean_flux,4.821256547999033e+25
MAR01514__mean_flux,4.821256547999033e+25
MAR02854__ci_lower,4.820226017641919e+25
MAR06019__sd_flux,4.819525215654024e+25
MAR12372__sd_flux,4.81939410806985e+25
MAR03070__cv,4.819281816905474e+25
MAR02862__sd_flux,4.818794986763941e+25
MAR07640__cv,4.818324569624697e+25
MAR03022__sd_flux,4.815223950762519e+25
MAR09801__sd_flux,4.815217487262528e+25
MAR10301__sd_flux,4.815217487262528e+25
MAR10394__sd_flux,4.815217487262528e+25
MAR08690__mean_flux,4.814838817452922e+25
MAR20163__mean_flux,4.814434634929382e+25
MAR04961__mean_flux,4.813884258550423e+25
MAR02845__mean_flux,4.813713142251945e+25
MAR00199__cv,4.8118838171788656e+25
MAR00162__mean_flux,4.811856633842348e+25
MAR07875__mean_flux,4.8118369348004204e+25
MAR09031__cv,4.811559145509912e+25
MAR09104__ci_upper,4.811508480428754e+25
MAR06875__ci_lower,4.811508480428754e+25
MAR07765__sd_flux,4.811508480428754e+25
MAR07215__cv,4.811508480428754e+25
MAR10212__mean_flux,4.811508480428754e+25
MAR06166__mean_flux,4.811508480428754e+25
MAR08866__mean_flux,4.811508480428754e+25
MAR09618__ci_upper,4.811508480428754e+25
MAR06419__ci_lower,4.811508480428754e+25
MAR01391__mean_flux,4.811508480428754e+25
MAR02479__sd_flux,4.810985988209816e+25
MAR02685__cv,4.810888894290738e+25
MAR04008__ci_upper,4.809368042145043e+25
MAR04725__cv,4.809310673166181e+25
MAR04730__cv,4.809310673166181e+25
MAR07886__sd_flux,4.808918089572584e+25
MAR03153__sd_flux,4.807624708641999e+25
MAR20116__ci_upper,4.807396082772348e+25
MAR02361__ci_lower,4.806196626546568e+25
MAR02759__cv,4.805226715430232e+25
MAR09920__mean_flux,4.805026737436399e+25
MAR03691__cv,4.804682378983452e+25
MAR02607__ci_lower,4.803947783576757e+25
MAR07791__mean_flux,4.803892652391259e+25
MAR01268__mean_flux,4.802724138097691e+25
MAR00238__mean_flux,4.802497401706701e+25
MAR03254__ci_lower,4.801146310189662e+25
MAR04408__cv,4.801104688793867e+25
MAR05030__mean_flux,4.800881345100007e+25
MAR02267__cv,4.799906797357117e+25
MAR05343__cv,4.799171669833892e+25
MAR05500__cv,4.79905569346698e+25
MAR07735__cv,4.798835602505655e+25
MAR00085__mean_flux,4.798287261205827e+25
MAR01050__mean_flux,4.797116170865568e+25
MAR10384__sd_flux,4.79686390544521e+25
MAR09890__mean_flux,4.796783994385242e+25
MAR00252__mean_flux,4.795624561359041e+25
MAR08018__cv,4.79536355541994e+25
MAR08486__ci_lower,4.794939145412715e+25
MAR07942__mean_flux,4.794939145412715e+25
MAR00018__cv,4.794092821314535e+25
MAR09285__cv,4.794092821314535e+25
MAR02431__sd_flux,4.793514506893545e+25
MAR04792__cv,4.793316523830642e+25
MAR09789__cv,4.792308688367301e+25
MAR00225__sd_flux,4.791025830636516e+25
MAR02819__cv,4.790304466159028e+25
MAR05461__cv,4.789385023579181e+25
MAR00976__mean_flux,4.7889947548639814e+25
MAR02876__sd_flux,4.788785425647571e+25
MAR06419__sd_flux,4.7885828294015875e+25
MAR01672__sd_flux,4.788385721074643e+25
MAR02028__ci_lower,4.7883578772937685e+25
MAR00918__mean_flux,4.787797669587951e+25
MAR10243__ci_lower,4.787315970839996e+25
MAR02609__sd_flux,4.787056337060371e+25
MAR07776__cv,4.786845894451335e+25
MAR05326__cv,4.782410850752801e+25
MAR11254__cv,4.779979100774861e+25
MAR05103__cv,4.779979100774861e+25
MAR04509__cv,4.779979100774861e+25
MAR12094__mean_flux,4.779237949899034e+25
MAR07751__cv,4.778287306014866e+25
MAR05476__mean_flux,4.778143500758329e+25
MAR11303__ci_upper,4.778024921337578e+25
MAR09108__sd_flux,4.7777099696437644e+25
MAR01871__sd_flux,4.7777099696437644e+25
MAR02186__sd_flux,4.7777099696437644e+25
MAR09938__ci_upper,4.777353964645584e+25
MAR02624__cv,4.7768023834778165e+25
MAR04625__ci_upper,4.77667269093007e+25
MAR04676__ci_upper,4.776643903977378e+25
MAR06422__sd_flux,4.775966068166597e+25
MAR00518__cv,4.77577217033822e+25
MAR04717__sd_flux,4.775534338756594e+25
MAR06235__sd_flux,4.775057975081982e+25
MAR06235__cv,4.775057975081982e+25
MAR03587__sd_flux,4.774566927560049e+25
MAR09064__ci_lower,4.774433479900699e+25
MAR03094__cv,4.773671355770855e+25
MAR03835__sd_flux,4.772712163015605e+25
MAR09386__sd_flux,4.772264061505961e+25
MAR10385__cv,4.772167558478588e+25
MAR07766__mean_flux,4.771977927147078e+25
MAR12125__ci_upper,4.7715425430636e+25
MAR09839__cv,4.771433835157363e+25
MAR09868__cv,4.771433835157363e+25
MAR03589__sd_flux,4.7714330397693685e+25
MAR01524__mean_flux,4.771261642608448e+25
MAR03225__cv,4.770931425659352e+25
MAR08274__sd_flux,4.770369988753666e+25
MAR11539__cv,4.770064553517905e+25
MAR05359__cv,4.769527448812798e+25
MAR02753__sd_flux,4.768546478208511e+25
MAR04477__mean_flux,4.768522151043994e+25
MAR00573__cv,4.76797870098736e+25
MAR02482__cv,4.767845347402013e+25
MAR08754__sd_flux,4.7678064708944765e+25
MAR04410__sd_flux,4.766229178869528e+25
MAR04652__sd_flux,4.766229178869528e+25
MAR03033__mean_flux,4.7662019419462545e+25
MAR03107__cv,4.7654532261179215e+25
MAR02594__cv,4.76463454025017e+25
MAR00183__cv,4.764150028786131e+25
MAR09816__cv,4.764150028786131e+25
MAR04740__sd_flux,4.763759585401222e+25
MAR00208__ci_upper,4.763535651755075e+25
MAR02331__sd_flux,4.763497380705751e+25
MAR09282__mean_flux,4.763381903230105e+25
MAR04919__ci_lower,4.761299341843672e+25
MAR01572__ci_lower,4.761178337204198e+25
MAR05343__ci_upper,4.760866153228304e+25
MAR03487__sd_flux,4.7599734123188894e+25
MAR03580__sd_flux,4.759520334530592e+25
MAR03579__sd_flux,4.759520334530592e+25
MAR03571__sd_flux,4.759520334530592e+25
MAR03543__sd_flux,4.759520334530592e+25
MAR03538__sd_flux,4.759520334530592e+25
MAR03591__sd_flux,4.759520334530592e+25
MAR03569__sd_flux,4.759520334530592e+25
MAR03573__sd_flux,4.759520334530592e+25
MAR03570__sd_flux,4.759520334530592e+25
MAR03568__sd_flux,4.759520334530592e+25
MAR03564__sd_flux,4.759520334530592e+25
MAR03565__sd_flux,4.759520334530592e+25
MAR03583__sd_flux,4.759520334530592e+25
MAR03585__sd_flux,4.759520334530592e+25
MAR09791__sd_flux,4.759520334530592e+25
MAR03596__sd_flux,4.759520334530592e+25
MAR03595__sd_flux,4.759520334530592e+25
MAR03584__sd_flux,4.759520334530592e+25
MAR03594__sd_flux,4.759520334530592e+25
MAR03592__sd_flux,4.759520334530592e+25
MAR03582__sd_flux,4.759520334530592e+25
MAR03572__sd_flux,4.759520334530592e+25
MAR03556__sd_flux,4.759520334530592e+25
MAR09754__sd_flux,4.759520334530592e+25
MAR03558__sd_flux,4.759520334530592e+25
MAR02890__mean_flux,4.759409938193603e+25
MAR07436__sd_flux,4.759211292387878e+25
MAR02783__ci_lower,4.758316955673061e+25
MAR09641__ci_upper,4.758201374472788e+25
MAR00758__ci_upper,4.758201374472788e+25
MAR11947__ci_upper,4.758201374472788e+25
MAR03151__ci_upper,4.758148672574425e+25
MAR03795__sd_flux,4.757579663089242e+25
MAR20131__sd_flux,4.755443660530712e+25
MAR20167__mean_flux,4.755393151396909e+25
MAR01703__mean_flux,4.755018424641415e+25
MAR03058__cv,4.754557193109073e+25
MAR02146__mean_flux,4.75449379819127e+25
MAR01795__ci_lower,4.753866079144317e+25
MAR03806__cv,4.752649478774736e+25
MAR06236__cv,4.752397562971483e+25
MAR05094__sd_flux,4.752112055946469e+25
MAR09606__cv,4.750987185706979e+25
MAR02697__sd_flux,4.749956704321929e+25
MAR01607__ci_upper,4.74935600330121e+25
MAR00658__ci_lower,4.74935600330121e+25
MAR04439__mean_flux,4.7493368893514624e+25
MAR02704__sd_flux,4.749243128910121e+25
MAR01939__ci_lower,4.749094867970012e+25
MAR08944__sd_flux,4.747959380109247e+25
MAR20127__sd_flux,4.747233578076694e+25
MAR04579__ci_lower,4.746733405942144e+25
MAR11958__ci_lower,4.74672294905001e+25
MAR02692__sd_flux,4.745786393341793e+25
MAR05041__ci_lower,4.745426241534106e+25
MAR09837__mean_flux,4.7445271699178865e+25
MAR02853__ci_lower,4.744508223717751e+25
MAR08021__cv,4.744135320679151e+25
MAR09253__cv,4.743203497172704e+25
MAR02904__cv,4.742557421040731e+25
MAR02905__cv,4.742557421040731e+25
MAR02812__mean_flux,4.74214203293176e+25
MAR03651__sd_flux,4.741274290144402e+25
MAR04388__sd_flux,4.741107337873409e+25
MAR06420__mean_flux,4.740377139058456e+25
MAR09300__ci_lower,4.740278471700572e+25
MAR09902__ci_lower,4.739614818688353e+25
MAR09777__ci_lower,4.737759637039803e+25
MAR01347__ci_lower,4.737759637039803e+25
MAR04269__cv,4.737759637039803e+25
MAR00369__sd_flux,4.737759637039803e+25
MAR07163__sd_flux,4.737759637039803e+25
MAR11452__ci_lower,4.737759637039803e+25
MAR06179__cv,4.737759637039803e+25
MAR00097__cv,4.737759637039803e+25
MAR03108__sd_flux,4.737759637039803e+25
MAR08877__ci_upper,4.737759637039803e+25
MAR03438__sd_flux,4.737711716391521e+25
MAR04650__cv,4.7376563580024395e+25
MAR05016__cv,4.7371123113370405e+25
MAR03526__sd_flux,4.7357834732035e+25
MAR01013__mean_flux,4.7357387542407305e+25
MAR08876__sd_flux,4.735101600545468e+25
MAR03342__ci_lower,4.7350822869826705e+25
MAR11937__sd_flux,4.73489018977121e+25
MAR06014__cv,4.734824625188601e+25
MAR02791__sd_flux,4.733980002634613e+25
MAR08410__ci_upper,4.732496939066516e+25
MAR03106__ci_upper,4.732206464913169e+25
MAR00662__sd_flux,4.732116581347145e+25
MAR09807__mean_flux,4.731971436342642e+25
MAR04628__cv,4.731932728748319e+25
MAR02278__ci_upper,4.731398206872296e+25
MAR03221__ci_lower,4.731083013997628e+25
MAR00330__cv,4.730930011758805e+25
MAR09913__mean_flux,4.730287839230337e+25
MAR01024__mean_flux,4.730051691711427e+25
MAR04597__ci_upper,4.729157239185035e+25
MAR05566__cv,4.7287451487801155e+25
MAR06172__sd_flux,4.727393385743489e+25
MAR00364__mean_flux,4.727357924178984e+25
MAR03105__mean_flux,4.727074620733649e+25
MAR11290__mean_flux,4.726441625692886e+25
MAR10374__mean_flux,4.726441625692886e+25
MAR02650__cv,4.726185631941793e+25
MAR11895__mean_flux,4.725237545041003e+25
MAR03209__mean_flux,4.725237545041003e+25
MAR02574__mean_flux,4.725237545041003e+25
MAR04873__mean_flux,4.725237545041003e+25
MAR09693__mean_flux,4.725237545041003e+25
MAR04873__cv,4.725237545041003e+25
MAR05039__sd_flux,4.725237545041003e+25
MAR05371__mean_flux,4.725237545041003e+25
MAR04429__mean_flux,4.725237545041003e+25
MAR07816__sd_flux,4.725237545041003e+25
MAR04429__sd_flux,4.725237545041003e+25
MAR12752__sd_flux,4.725237545041003e+25
MAR10630__mean_flux,4.725237545041003e+25
MAR11896__sd_flux,4.725237545041003e+25
MAR12926__mean_flux,4.725237545041003e+25
MAR12926__sd_flux,4.725237545041003e+25
MAR10872__mean_flux,4.725237545041003e+25
MAR12836__cv,4.725237545041003e+25
MAR01772__mean_flux,4.725237545041003e+25
MAR05411__sd_flux,4.725237545041003e+25
MAR01435__ci_lower,4.725237545041003e+25
MAR11316__ci_upper,4.725237545041003e+25
MAR02087__ci_upper,4.725237545041003e+25
MAR00219__cv,4.725237545041003e+25
MAR08534__cv,4.725237545041003e+25
MAR07827__mean_flux,4.725237545041003e+25
MAR02087__cv,4.725237545041003e+25
MAR06123__ci_lower,4.725237545041003e+25
MAR01914__cv,4.725237545041003e+25
MAR10893__sd_flux,4.725237545041003e+25
MAR10069__sd_flux,4.725237545041003e+25
MAR12061__mean_flux,4.725237545041003e+25
MAR06270__cv,4.725237545041003e+25
MAR04779__cv,4.725237545041003e+25
MAR07723__mean_flux,4.725237545041003e+25
MAR00220__ci_upper,4.725237545041003e+25
MAR08868__mean_flux,4.725237545041003e+25
MAR11894__mean_flux,4.725237545041003e+25
MAR02573__mean_flux,4.725237545041003e+25
MAR00262__ci_lower,4.725237545041003e+25
MAR01787__ci_upper,4.725237545041003e+25
MAR04220__mean_flux,4.725237545041003e+25
MAR06632__mean_flux,4.725237545041003e+25
MAR01914__mean_flux,4.725237545041003e+25
MAR10619__sd_flux,4.725237545041003e+25
MAR06763__cv,4.725237545041003e+25
MAR12847__cv,4.725237545041003e+25
MAR01036__cv,4.725237545041003e+25
MAR12060__mean_flux,4.725237545041003e+25
MAR03802__ci_upper,4.725237545041003e+25
MAR12846__cv,4.725237545041003e+25
MAR03756__cv,4.725237545041003e+25
MAR07804__ci_upper,4.725237545041003e+25
MAR01620__mean_flux,4.725237545041003e+25
MAR09775__sd_flux,4.725237545041003e+25
MAR03404__mean_flux,4.725237545041003e+25
MAR03404__sd_flux,4.725237545041003e+25
MAR02313__sd_flux,4.725237545041003e+25
MAR04249__mean_flux,4.725237545041003e+25
MAR08096__cv,4.725237545041003e+25
MAR00398__cv,4.725237545041003e+25
MAR12012__cv,4.725237545041003e+25
MAR03490__ci_upper,4.725237545041003e+25
MAR01604__mean_flux,4.725237545041003e+25
MAR03487__ci_upper,4.725237545041003e+25
MAR01245__mean_flux,4.725237545041003e+25
MAR03214__mean_flux,4.725237545041003e+25
MAR01585__sd_flux,4.725237545041003e+25
MAR01581__sd_flux,4.725237545041003e+25
MAR06340__mean_flux,4.725237545041003e+25
MAR08445__mean_flux,4.725237545041003e+25
MAR07570__ci_lower,4.725237545041003e+25
MAR06270__sd_flux,4.725237545041003e+25
MAR11897__sd_flux,4.725237545041003e+25
MAR01835__sd_flux,4.725237545041003e+25
MAR01667__ci_lower,4.725237545041003e+25
MAR10861__sd_flux,4.725237545041003e+25
MAR10861__ci_upper,4.725237545041003e+25
MAR10778__cv,4.725237545041003e+25
MAR06303__sd_flux,4.725237545041003e+25
MAR04384__ci_upper,4.725237545041003e+25
MAR01638__cv,4.725237545041003e+25
MAR00243__cv,4.725237545041003e+25
MAR01638__sd_flux,4.725237545041003e+25
MAR01243__mean_flux,4.725237545041003e+25
MAR02473__ci_lower,4.725237545041003e+25
MAR11451__cv,4.725237545041003e+25
MAR04668__cv,4.725237545041003e+25
MAR06539__mean_flux,4.725237545041003e+25
MAR12772__ci_lower,4.725237545041003e+25
MAR06152__ci_lower,4.725237545041003e+25
MAR03756__mean_flux,4.725237545041003e+25
MAR00999__cv,4.725237545041003e+25
MAR10619__ci_lower,4.725237545041003e+25
MAR11450__cv,4.725237545041003e+25
MAR04193__sd_flux,4.725237545041003e+25
MAR01369__sd_flux,4.725237545041003e+25
MAR09463__sd_flux,4.725237545041003e+25
MAR10130__sd_flux,4.725237545041003e+25
MAR08119__cv,4.725237545041003e+25
MAR08172__cv,4.725237545041003e+25
MAR07257__mean_flux,4.725237545041003e+25
MAR02915__ci_lower,4.725237545041003e+25
MAR07273__sd_flux,4.725237545041003e+25
MAR02923__ci_lower,4.725237545041003e+25
MAR10139__mean_flux,4.725237545041003e+25
MAR10536__cv,4.725237545041003e+25
MAR04171__mean_flux,4.725237545041003e+25
MAR07968__cv,4.725237545041003e+25
MAR03478__ci_lower,4.725237545041003e+25
MAR10362__cv,4.725237545041003e+25
MAR07800__sd_flux,4.725237545041003e+25
MAR02982__cv,4.725237545041003e+25
MAR09403__mean_flux,4.725237545041003e+25
MAR09097__cv,4.725237545041003e+25
MAR09097__sd_flux,4.725237545041003e+25
MAR04329__ci_lower,4.725237545041003e+25
MAR11103__ci_upper,4.725237545041003e+25
MAR11099__cv,4.725237545041003e+25
MAR20114__sd_flux,4.725237545041003e+25
MAR03247__ci_lower,4.725237545041003e+25
MAR03246__ci_upper,4.725237545041003e+25
MAR09002__sd_flux,4.725237545041003e+25
MAR00644__sd_flux,4.725237545041003e+25
MAR12238__cv,4.725237545041003e+25
MAR20133__ci_upper,4.725237545041003e+25
MAR04672__cv,4.725237545041003e+25
MAR02842__ci_lower,4.725237545041003e+25
MAR09279__ci_upper,4.725237545041003e+25
MAR20139__mean_flux,4.725237545041003e+25
MAR10992__mean_flux,4.725237545041003e+25
MAR20133__mean_flux,4.725237545041003e+25
MAR09283__ci_upper,4.725237545041003e+25
MAR09283__cv,4.725237545041003e+25
MAR02832__ci_lower,4.725237545041003e+25
MAR10992__cv,4.725237545041003e+25
MAR04960__ci_lower,4.725237545041003e+25
MAR02831__ci_lower,4.725237545041003e+25
MAR20125__cv,4.725237545041003e+25
MAR20125__sd_flux,4.725237545041003e+25
MAR04404__ci_upper,4.725237545041003e+25
MAR02814__ci_lower,4.725237545041003e+25
MAR03953__ci_lower,4.725237545041003e+25
MAR04026__ci_upper,4.725237545041003e+25
MAR02798__ci_lower,4.725237545041003e+25
MAR11019__mean_flux,4.725237545041003e+25
MAR02796__ci_lower,4.725237545041003e+25
MAR01809__mean_flux,4.725237545041003e+25
MAR02793__ci_lower,4.725237545041003e+25
MAR01331__mean_flux,4.725237545041003e+25
MAR11782__sd_flux,4.725237545041003e+25
MAR04507__sd_flux,4.725237545041003e+25
MAR09058__sd_flux,4.725237545041003e+25
MAR08386__sd_flux,4.725237545041003e+25
MAR10402__sd_flux,4.725237545041003e+25
MAR12214__cv,4.725237545041003e+25
MAR09074__ci_lower,4.725237545041003e+25
MAR11782__mean_flux,4.725237545041003e+25
MAR04495__ci_upper,4.725237545041003e+25
MAR03204__mean_flux,4.725237545041003e+25
MAR03205__mean_flux,4.725237545041003e+25
MAR10879__sd_flux,4.725237545041003e+25
MAR00628__ci_upper,4.724327655247643e+25
MAR05134__mean_flux,4.72309435189354e+25
MAR03170__ci_lower,4.72256085158996e+25
MAR11321__sd_flux,4.722268555523079e+25
MAR03057__mean_flux,4.72200966990215e+25
MAR07833__cv,4.721837442491324e+25
MAR05267__mean_flux,4.720663243576317e+25
MAR11323__ci_upper,4.720241706421489e+25
MAR04701__cv,4.719388227488809e+25
MAR03136__ci_lower,4.719342354559595e+25
MAR10202__cv,4.719212813807968e+25
MAR09044__ci_upper,4.718939231142677e+25
MAR01711__mean_flux,4.7181756058724704e+25
MAR12372__mean_flux,4.718143964117095e+25
MAR04709__mean_flux,4.717855046838828e+25
MAR06272__ci_upper,4.717384596799785e+25
MAR03238__sd_flux,4.7153443109678375e+25
MAR02336__mean_flux,4.7151500128436145e+25
MAR02334__mean_flux,4.7151500128436145e+25
MAR09068__cv,4.7150127618272065e+25
MAR03150__sd_flux,4.7137269759316435e+25
MAR09961__mean_flux,4.71211893326228e+25
MAR02674__sd_flux,4.712013773603344e+25
MAR04391__ci_upper,4.711183718510285e+25
MAR04847__cv,4.7104481040841065e+25
MAR09948__mean_flux,4.710385215797451e+25
MAR02801__cv,4.708859671875083e+25
MAR02795__mean_flux,4.708631793063871e+25
MAR10377__sd_flux,4.708328126086919e+25
MAR11261__ci_lower,4.705961340567912e+25
MAR05365__cv,4.7057763817485405e+25
MAR02658__ci_lower,4.705573814857799e+25
MAR08977__ci_lower,4.7053498571894655e+25
MAR13044__sd_flux,4.703918910811688e+25
MAR10432__sd_flux,4.703918910811688e+25
MAR13054__sd_flux,4.703918910811688e+25
MAR13053__sd_flux,4.703918910811688e+25
MAR07288__ci_upper,4.703763885336739e+25
MAR04503__ci_upper,4.703763885336739e+25
MAR12024__sd_flux,4.703441344004723e+25
MAR02849__cv,4.703244393388719e+25
MAR11800__sd_flux,4.702947804666047e+25
MAR07328__sd_flux,4.702777845964049e+25
MAR10022__cv,4.700660073434594e+25
MAR07155__ci_upper,4.699920201604985e+25
MAR03691__ci_lower,4.697978979319259e+25
MAR04280__ci_upper,4.695685593089432e+25
MAR08256__ci_upper,4.6955044581811125e+25
MAR05999__mean_flux,4.695229966403108e+25
MAR03732__sd_flux,4.694398276194028e+25
MAR09145__sd_flux,4.694345795099396e+25
MAR03762__cv,4.694153258440808e+25
MAR06384__mean_flux,4.693913560443735e+25
MAR10355__sd_flux,4.693823406445021e+25
MAR04658__sd_flux,4.693823406445021e+25
MAR02957__mean_flux,4.693086463722888e+25
MAR11276__mean_flux,4.693026985002475e+25
MAR05362__cv,4.692609706457138e+25
MAR04092__sd_flux,4.692059050611964e+25
MAR08542__ci_lower,4.690488916075562e+25
MAR02710__ci_upper,4.689980734798501e+25
MAR04782__sd_flux,4.689557363715121e+25
MAR06036__sd_flux,4.688111141898748e+25
MAR05127__cv,4.687564353349167e+25
MAR04358__mean_flux,4.684745755963238e+25
MAR00274__ci_lower,4.684734782967262e+25
MAR10375__ci_upper,4.683957769632887e+25
MAR10250__ci_upper,4.683957769632887e+25
MAR09083__cv,4.681375973046017e+25
MAR20166__mean_flux,4.6803494499837714e+25
MAR02740__sd_flux,4.680250906481385e+25
MAR09816__ci_lower,4.679381666785705e+25
MAR00205__sd_flux,4.678487494324107e+25
MAR11349__cv,4.6782552416232625e+25
MAR02815__ci_lower,4.677896912805417e+25
MAR00979__cv,4.677007486265459e+25
MAR09924__ci_lower,4.676291087747314e+25
MAR02610__sd_flux,4.6754081863672085e+25
MAR01131__sd_flux,4.675196152122663e+25
MAR00234__cv,4.6751366103653245e+25
MAR09150__mean_flux,4.674636753043388e+25
MAR04919__sd_flux,4.674553084787599e+25
MAR09044__ci_lower,4.674283909267036e+25
MAR01131__ci_upper,4.673807242486061e+25
MAR07774__mean_flux,4.673791240245221e+25
MAR01694__cv,4.6729835941694545e+25
MAR01134__ci_upper,4.672236388463258e+25
MAR08561__ci_upper,4.672236388463258e+25
MAR03416__ci_lower,4.670455333635548e+25
MAR09061__sd_flux,4.667269397971936e+25
