feature,lda_score
MAR06440__mean_flux,0.0
MAR06475__ci_lower,0.0
MAR00118__sd_flux,0.0
MAR00118__ci_lower,0.0
MAR06475__sd_flux,0.0
MAR06475__mean_flux,0.0
MAR10039__cv,0.0
MAR06468__cv,0.0
MAR06468__ci_upper,0.0
MAR06475__ci_upper,0.0
MAR00116__ci_lower,0.0
MAR10041__sd_flux,0.0
MAR06797__ci_lower,0.0
MAR06797__sd_flux,0.0
MAR10041__mean_flux,0.0
MAR06797__mean_flux,0.0
MAR00116__ci_upper,0.0
MAR10040__mean_flux,0.0
MAR06629__cv,0.0
MAR06629__ci_upper,0.0
MAR10040__ci_upper,0.0
MAR10040__ci_lower,0.0
MAR06629__ci_lower,0.0
MAR06629__sd_flux,0.0
MAR06629__mean_flux,0.0
MAR10040__sd_flux,0.0
MAR10040__cv,0.0
MAR06463__sd_flux,0.0
MAR06463__mean_flux,0.0
MAR06445__cv,0.0
MAR06445__ci_upper,0.0
MAR00120__ci_upper,0.0
MAR00120__cv,0.0
MAR00121__mean_flux,0.0
MAR06468__ci_lower,0.0
MAR00121__ci_lower,0.0
MAR06445__ci_lower,0.0
MAR06445__sd_flux,0.0
MAR06445__mean_flux,0.0
MAR06440__cv,0.0
MAR06440__ci_upper,0.0
MAR06440__ci_lower,0.0
MAR06440__sd_flux,0.0
MAR00121__sd_flux,0.0
MAR06468__sd_flux,0.0
MAR00118__ci_upper,0.0
MAR06468__mean_flux,0.0
MAR00118__cv,0.0
MAR00119__mean_flux,0.0
MAR00119__sd_flux,0.0
MAR00119__ci_lower,0.0
MAR10039__ci_upper,0.0
MAR06463__ci_lower,0.0
MAR10039__ci_lower,0.0
MAR06463__ci_upper,0.0
MAR10039__sd_flux,0.0
MAR00119__ci_upper,0.0
MAR00119__cv,0.0
MAR00120__mean_flux,0.0
MAR00120__sd_flux,0.0
MAR00120__ci_lower,0.0
MAR06463__cv,0.0
MAR02569__ci_lower,0.0
MAR02554__cv,0.0
MAR00132__mean_flux,0.0
MAR02554__ci_upper,0.0
MAR00132__sd_flux,0.0
MAR02554__ci_lower,0.0
MAR02554__sd_flux,0.0
MAR05342__mean_flux,0.0
MAR02103__ci_upper,0.0
MAR02103__ci_lower,0.0
MAR00132__ci_lower,0.0
MAR10026__ci_upper,0.0
MAR10026__ci_lower,0.0
MAR02081__ci_upper,0.0
MAR10026__sd_flux,0.0
MAR02081__ci_lower,0.0
MAR02554__mean_flux,0.0
MAR04878__ci_upper,0.0
MAR04878__ci_lower,0.0
MAR04876__ci_upper,0.0
MAR04876__ci_lower,0.0
MAR08435__ci_upper,0.0
MAR04860__cv,0.0
MAR10026__cv,0.0
MAR02569__ci_upper,0.0
MAR04860__ci_lower,0.0
MAR04860__sd_flux,0.0
MAR04860__mean_flux,0.0
MAR08435__cv,0.0
MAR04765__ci_upper,0.0
MAR00131__ci_upper,0.0
MAR04123__ci_upper,0.0
MAR04123__ci_lower,0.0
MAR04860__ci_upper,0.0
MAR01316__cv,0.0
MAR01316__ci_upper,0.0
MAR01316__ci_lower,0.0
MAR01316__sd_flux,0.0
MAR10024__cv,0.0
MAR00133__ci_upper,0.0
MAR00133__cv,0.0
MAR00132__ci_upper,0.0
MAR08436__sd_flux,0.0
MAR00134__mean_flux,0.0
MAR00134__sd_flux,0.0
MAR00134__ci_lower,0.0
MAR08436__ci_lower,0.0
MAR08436__ci_upper,0.0
MAR08436__cv,0.0
MAR08437__mean_flux,0.0
MAR08436__mean_flux,0.0
MAR00132__cv,0.0
MAR00133__mean_flux,0.0
MAR00133__sd_flux,0.0
MAR00133__ci_lower,0.0
MAR02066__ci_upper,0.0
MAR02066__ci_lower,0.0
MAR01937__cv,0.0
MAR01937__ci_upper,0.0
MAR01331__ci_lower,0.0
MAR01937__sd_flux,0.0
MAR01937__mean_flux,0.0
MAR01672__ci_upper,0.0
MAR10026__mean_flux,0.0
MAR01672__ci_lower,0.0
MAR01392__ci_upper,0.0
MAR01392__ci_lower,0.0
MAR01331__ci_upper,0.0
MAR01937__ci_lower,0.0
MAR05203__cv,0.0
MAR05203__ci_upper,0.0
MAR05203__ci_lower,0.0
MAR05203__sd_flux,0.0
MAR10030__ci_upper,0.0
MAR05203__mean_flux,0.0
MAR05027__ci_upper,0.0
MAR08435__ci_lower,0.0
MAR08435__mean_flux,0.0
MAR05012__cv,0.0
MAR05012__ci_upper,0.0
MAR05012__ci_lower,0.0
MAR05012__sd_flux,0.0
MAR05012__mean_flux,0.0
MAR05004__ci_upper,0.0
MAR08435__sd_flux,0.0
MAR10030__ci_lower,0.0
MAR05245__cv,0.0
MAR05245__ci_upper,0.0
MAR05245__ci_lower,0.0
MAR05245__sd_flux,0.0
MAR05245__mean_flux,0.0
MAR05211__cv,0.0
MAR00126__ci_upper,0.0
MAR05205__mean_flux,0.0
MAR05211__ci_upper,0.0
MAR05211__ci_lower,0.0
MAR05211__sd_flux,0.0
MAR05211__mean_flux,0.0
MAR05205__cv,0.0
MAR05205__ci_upper,0.0
MAR05205__ci_lower,0.0
MAR05205__sd_flux,0.0
MAR00126__cv,0.0
MAR04906__ci_lower,0.0
MAR04894__cv,0.0
MAR04894__ci_upper,0.0
MAR00129__ci_upper,0.0
MAR04894__ci_lower,0.0
MAR04894__sd_flux,0.0
MAR04894__mean_flux,0.0
MAR00128__ci_lower,0.0
MAR04881__ci_upper,0.0
MAR04881__ci_lower,0.0
MAR04881__sd_flux,0.0
MAR04881__mean_flux,0.0
MAR04880__ci_upper,0.0
MAR10027__ci_lower,0.0
MAR04879__ci_upper,0.0
MAR04879__ci_lower,0.0
MAR04881__cv,0.0
MAR04942__cv,0.0
MAR04942__ci_upper,0.0
MAR04942__ci_lower,0.0
MAR04942__sd_flux,0.0
MAR04942__mean_flux,0.0
MAR00128__ci_upper,0.0
MAR10029__cv,0.0
MAR10029__ci_upper,0.0
MAR10029__mean_flux,0.0
MAR04941__cv,0.0
MAR04941__ci_upper,0.0
MAR04941__ci_lower,0.0
MAR04941__sd_flux,0.0
MAR04941__mean_flux,0.0
MAR00129__ci_lower,0.0
MAR04906__ci_upper,0.0
MAR10029__sd_flux,0.0
MAR10029__ci_lower,0.0
MAR07989__mean_flux,0.0
MAR13082__cv,0.0
MAR07988__ci_upper,0.0
MAR13082__ci_upper,0.0
MAR00101__sd_flux,0.0
MAR00101__ci_lower,0.0
MAR00101__ci_upper,0.0
MAR10041__ci_lower,0.0
MAR13082__ci_lower,0.0
MAR13082__sd_flux,0.0
MAR13082__mean_flux,0.0
MAR10065__cv,0.0
MAR10065__ci_upper,0.0
MAR10065__ci_lower,0.0
MAR10065__sd_flux,0.0
MAR10065__mean_flux,0.0
MAR00101__cv,0.0
MAR00099__sd_flux,0.0
MAR00099__ci_lower,0.0
MAR00099__ci_upper,0.0
MAR00099__cv,0.0
MAR00100__mean_flux,0.0
MAR10067__mean_flux,0.0
MAR10066__cv,0.0
MAR10066__mean_flux,0.0
MAR10066__ci_upper,0.0
MAR10066__ci_lower,0.0
MAR00100__sd_flux,0.0
MAR00100__ci_lower,0.0
MAR00100__ci_upper,0.0
MAR00100__cv,0.0
MAR00101__mean_flux,0.0
MAR10066__sd_flux,0.0
MAR07989__sd_flux,0.0
MAR07983__ci_lower,0.0
MAR07981__cv,0.0
MAR10061__cv,0.0
MAR07981__ci_upper,0.0
MAR10061__ci_upper,0.0
MAR10061__ci_lower,0.0
MAR10061__sd_flux,0.0
MAR10064__cv,0.0
MAR10060__cv,0.0
MAR10060__ci_upper,0.0
MAR10060__ci_lower,0.0
MAR10060__sd_flux,0.0
MAR10060__mean_flux,0.0
MAR07981__ci_lower,0.0
MAR10059__cv,0.0
MAR10059__ci_upper,0.0
MAR10061__mean_flux,0.0
MAR10064__ci_upper,0.0
MAR10064__ci_lower,0.0
MAR10064__sd_flux,0.0
MAR10064__mean_flux,0.0
MAR07988__ci_lower,0.0
MAR07985__cv,0.0
MAR10063__cv,0.0
MAR10062__ci_upper,0.0
MAR10063__ci_upper,0.0
MAR07985__ci_lower,0.0
MAR10063__ci_lower,0.0
MAR10063__sd_flux,0.0
MAR07985__sd_flux,0.0
MAR07985__mean_flux,0.0
MAR07983__ci_upper,0.0
MAR10063__mean_flux,0.0
MAR07985__ci_upper,0.0
MAR08234__sd_flux,0.0
MAR08234__mean_flux,0.0
MAR08060__cv,0.0
MAR00093__ci_lower,0.0
MAR00093__ci_upper,0.0
MAR08060__ci_upper,0.0
MAR08060__ci_lower,0.0
MAR10067__sd_flux,0.0
MAR10080__ci_lower,0.0
MAR10080__sd_flux,0.0
MAR08060__sd_flux,0.0
MAR00094__mean_flux,0.0
MAR00094__sd_flux,0.0
MAR00094__ci_lower,0.0
MAR00094__ci_upper,0.0
MAR10080__mean_flux,0.0
MAR10080__ci_upper,0.0
MAR10082__ci_lower,0.0
MAR10082__sd_flux,0.0
MAR10082__mean_flux,0.0
MAR08234__cv,0.0
MAR10081__cv,0.0
MAR10081__ci_upper,0.0
MAR00092__mean_flux,0.0
MAR00092__cv,0.0
MAR00092__ci_lower,0.0
MAR00092__ci_upper,0.0
MAR08234__ci_upper,0.0
MAR10081__ci_lower,0.0
MAR10081__sd_flux,0.0
MAR08234__ci_lower,0.0
MAR10081__mean_flux,0.0
MAR10080__cv,0.0
MAR00092__sd_flux,0.0
MAR10068__sd_flux,0.0
MAR08030__cv,0.0
MAR08030__ci_upper,0.0
MAR10068__mean_flux,0.0
MAR08030__ci_lower,0.0
MAR10067__cv,0.0
MAR10067__ci_upper,0.0
MAR08060__mean_flux,0.0
MAR00097__ci_lower,0.0
MAR00097__ci_upper,0.0
MAR08030__mean_flux,0.0
MAR00099__mean_flux,0.0
MAR07989__cv,0.0
MAR07989__ci_upper,0.0
MAR07989__ci_lower,0.0
MAR10067__ci_lower,0.0
MAR08030__sd_flux,0.0
MAR10077__cv,0.0
MAR10077__ci_upper,0.0
MAR08058__cv,0.0
MAR10077__ci_lower,0.0
MAR10077__sd_flux,0.0
MAR00094__cv,0.0
MAR10077__mean_flux,0.0
MAR08058__ci_upper,0.0
MAR00095__ci_upper,0.0
MAR08058__sd_flux,0.0
MAR10069__ci_upper,0.0
MAR10069__ci_lower,0.0
MAR10068__cv,0.0
MAR08058__mean_flux,0.0
MAR10068__ci_upper,0.0
MAR10068__ci_lower,0.0
MAR00095__ci_lower,0.0
MAR08058__ci_lower,0.0
MAR10044__ci_lower,0.0
MAR07929__ci_lower,0.0
MAR10044__sd_flux,0.0
MAR10044__mean_flux,0.0
MAR10043__cv,0.0
MAR10043__ci_upper,0.0
MAR07929__sd_flux,0.0
MAR10059__ci_lower,0.0
MAR07791__ci_upper,0.0
MAR07789__ci_upper,0.0
MAR03838__cv,0.0
MAR07766__ci_upper,0.0
MAR07766__ci_lower,0.0
MAR07649__cv,0.0
MAR07649__ci_upper,0.0
MAR10043__ci_lower,0.0
MAR07929__mean_flux,0.0
MAR07944__sd_flux,0.0
MAR10048__mean_flux,0.0
MAR07944__mean_flux,0.0
MAR07933__cv,0.0
MAR07933__ci_upper,0.0
MAR07933__ci_lower,0.0
MAR07933__sd_flux,0.0
MAR07929__ci_upper,0.0
MAR10045__ci_upper,0.0
MAR07933__mean_flux,0.0
MAR10045__ci_lower,0.0
MAR10045__sd_flux,0.0
MAR10045__mean_flux,0.0
MAR07929__cv,0.0
MAR10044__cv,0.0
MAR10044__ci_upper,0.0
MAR10045__cv,0.0
MAR10042__sd_flux,0.0
MAR10042__mean_flux,0.0
MAR00114__ci_upper,0.0
MAR00114__cv,0.0
MAR00115__mean_flux,0.0
MAR00115__sd_flux,0.0
MAR06990__ci_lower,0.0
MAR07649__ci_lower,0.0
MAR06990__sd_flux,0.0
MAR06990__mean_flux,0.0
MAR10041__cv,0.0
MAR06797__cv,0.0
MAR10041__ci_upper,0.0
MAR00115__ci_upper,0.0
MAR00115__cv,0.0
MAR06797__ci_upper,0.0
MAR00115__ci_lower,0.0
MAR10043__sd_flux,0.0
MAR07649__sd_flux,0.0
MAR10043__mean_flux,0.0
MAR10042__cv,0.0
MAR07649__mean_flux,0.0
MAR07273__ci_upper,0.0
MAR07273__ci_lower,0.0
MAR07272__ci_upper,0.0
MAR06990__ci_upper,0.0
MAR07272__ci_lower,0.0
MAR10042__ci_lower,0.0
MAR07257__ci_upper,0.0
MAR00114__mean_flux,0.0
MAR00114__sd_flux,0.0
MAR00114__ci_lower,0.0
MAR07257__ci_lower,0.0
MAR06990__cv,0.0
MAR10042__ci_upper,0.0
MAR10054__mean_flux,0.0
MAR10053__cv,0.0
MAR10053__ci_upper,0.0
MAR10053__ci_lower,0.0
MAR10053__sd_flux,0.0
MAR07963__cv,0.0
MAR10053__mean_flux,0.0
MAR10048__sd_flux,0.0
MAR07963__ci_lower,0.0
MAR10052__ci_upper,0.0
MAR10052__ci_lower,0.0
MAR10051__cv,0.0
MAR07963__sd_flux,0.0
MAR07963__mean_flux,0.0
MAR10051__ci_upper,0.0
MAR07960__cv,0.0
MAR07963__ci_upper,0.0
MAR07981__sd_flux,0.0
MAR10059__sd_flux,0.0
MAR10059__mean_flux,0.0
MAR10058__ci_upper,0.0
MAR07981__mean_flux,0.0
MAR07969__ci_upper,0.0
MAR07969__ci_lower,0.0
MAR07966__mean_flux,0.0
MAR07966__ci_upper,0.0
MAR07966__ci_lower,0.0
MAR10058__ci_lower,0.0
MAR10054__cv,0.0
MAR10054__ci_upper,0.0
MAR10054__ci_lower,0.0
MAR10054__sd_flux,0.0
MAR07966__sd_flux,0.0
MAR07966__cv,0.0
MAR07949__ci_upper,0.0
MAR07949__ci_lower,0.0
MAR07949__sd_flux,0.0
MAR07949__mean_flux,0.0
MAR07947__cv,0.0
MAR07947__ci_upper,0.0
MAR07947__ci_lower,0.0
MAR10051__ci_lower,0.0
MAR07947__mean_flux,0.0
MAR07944__cv,0.0
MAR07944__ci_upper,0.0
MAR10049__ci_lower,0.0
MAR07944__ci_lower,0.0
MAR10048__cv,0.0
MAR10048__ci_upper,0.0
MAR10048__ci_lower,0.0
MAR07947__sd_flux,0.0
MAR07960__ci_upper,0.0
MAR10051__sd_flux,0.0
MAR10051__mean_flux,0.0
MAR07960__ci_lower,0.0
MAR10050__cv,0.0
MAR07960__sd_flux,0.0
MAR10050__ci_upper,0.0
MAR10050__ci_lower,0.0
MAR07949__cv,0.0
MAR07960__mean_flux,0.0
MAR10050__mean_flux,0.0
MAR07953__cv,0.0
MAR10049__ci_upper,0.0
MAR07953__ci_upper,0.0
MAR07953__ci_lower,0.0
MAR07953__sd_flux,0.0
MAR07953__mean_flux,0.0
MAR10050__sd_flux,0.0
MAR08338__ci_upper,0.0
MAR08338__ci_lower,0.0
MAR13028__sd_flux,0.0
MAR08338__sd_flux,0.0
MAR08338__mean_flux,0.0
MAR08335__cv,0.0
MAR08335__ci_upper,0.0
MAR08437__sd_flux,0.0
MAR13027__ci_upper,0.0
MAR13027__ci_lower,0.0
MAR13026__cv,0.0
MAR00219__ci_upper,0.0
MAR08335__ci_lower,0.0
MAR08335__sd_flux,0.0
MAR08335__mean_flux,0.0
MAR08328__cv,0.0
MAR13028__mean_flux,0.0
MAR08661__sd_flux,0.0
MAR08661__mean_flux,0.0
MAR13029__mean_flux,0.0
MAR08524__cv,0.0
MAR08524__ci_upper,0.0
MAR13028__cv,0.0
MAR13028__ci_upper,0.0
MAR08338__cv,0.0
MAR08524__sd_flux,0.0
MAR08524__mean_flux,0.0
MAR04585__cv,0.0
MAR08496__ci_upper,0.0
MAR13028__ci_lower,0.0
MAR08496__ci_lower,0.0
MAR04586__mean_flux,0.0
MAR04586__sd_flux,0.0
MAR08524__ci_lower,0.0
MAR13024__cv,0.0
MAR00227__ci_lower,0.0
MAR00227__ci_upper,0.0
MAR08323__ci_upper,0.0
MAR08323__ci_lower,0.0
MAR08323__sd_flux,0.0
MAR08323__mean_flux,0.0
MAR08328__ci_upper,0.0
MAR00228__mean_flux,0.0
MAR00228__sd_flux,0.0
MAR00228__ci_lower,0.0
MAR00228__ci_upper,0.0
MAR00228__cv,0.0
MAR08320__cv,0.0
MAR08320__ci_upper,0.0
MAR08320__ci_lower,0.0
MAR13024__ci_upper,0.0
MAR13026__ci_upper,0.0
MAR13026__ci_lower,0.0
MAR13026__sd_flux,0.0
MAR00220__ci_lower,0.0
MAR13026__mean_flux,0.0
MAR08328__ci_lower,0.0
MAR13025__cv,0.0
MAR13025__mean_flux,0.0
MAR00221__ci_lower,0.0
MAR13025__ci_lower,0.0
MAR13025__sd_flux,0.0
MAR08328__sd_flux,0.0
MAR08328__mean_flux,0.0
MAR00222__ci_lower,0.0
MAR00222__ci_upper,0.0
MAR08323__cv,0.0
MAR13025__ci_upper,0.0
MAR13036__mean_flux,0.0
MAR08880__ci_lower,0.0
MAR13035__cv,0.0
MAR13035__ci_upper,0.0
MAR13035__ci_lower,0.0
MAR13035__sd_flux,0.0
MAR04585__mean_flux,0.0
MAR13029__sd_flux,0.0
MAR08880__mean_flux,0.0
MAR13035__mean_flux,0.0
MAR13034__cv,0.0
MAR13034__ci_upper,0.0
MAR08874__cv,0.0
MAR13034__ci_lower,0.0
MAR13034__sd_flux,0.0
MAR13034__mean_flux,0.0
MAR08880__sd_flux,0.0
MAR13037__ci_lower,0.0
MAR08882__ci_lower,0.0
MAR00148__ci_lower,0.0
MAR00148__ci_upper,0.0
MAR08882__sd_flux,0.0
MAR08882__mean_flux,0.0
MAR08880__cv,0.0
MAR13036__sd_flux,0.0
MAR13037__mean_flux,0.0
MAR00148__cv,0.0
MAR13036__cv,0.0
MAR04456__ci_upper,0.0
MAR13036__ci_upper,0.0
MAR04456__cv,0.0
MAR13036__ci_lower,0.0
MAR08880__ci_upper,0.0
MAR13037__sd_flux,0.0
MAR04585__sd_flux,0.0
MAR08793__ci_upper,0.0
MAR08793__ci_lower,0.0
MAR13030__cv,0.0
MAR13030__ci_upper,0.0
MAR13030__ci_lower,0.0
MAR04585__ci_lower,0.0
MAR08874__ci_upper,0.0
MAR13030__mean_flux,0.0
MAR13029__cv,0.0
MAR13029__ci_upper,0.0
MAR04585__ci_upper,0.0
MAR08661__cv,0.0
MAR08661__ci_upper,0.0
MAR13029__ci_lower,0.0
MAR08661__ci_lower,0.0
MAR13030__sd_flux,0.0
MAR13033__cv,0.0
MAR08874__ci_lower,0.0
MAR08874__sd_flux,0.0
MAR08874__mean_flux,0.0
MAR13033__ci_upper,0.0
MAR13033__ci_lower,0.0
MAR08834__cv,0.0
MAR13033__sd_flux,0.0
MAR08834__mean_flux,0.0
MAR08834__ci_upper,0.0
MAR13032__cv,0.0
MAR13032__ci_upper,0.0
MAR13032__ci_lower,0.0
MAR08834__ci_lower,0.0
MAR08834__sd_flux,0.0
MAR13032__sd_flux,0.0
MAR13032__mean_flux,0.0
MAR13033__mean_flux,0.0
MAR08282__ci_upper,0.0
MAR08282__ci_lower,0.0
MAR08282__sd_flux,0.0
MAR08282__mean_flux,0.0
MAR13020__cv,0.0
MAR08272__cv,0.0
MAR08272__ci_upper,0.0
MAR08320__sd_flux,0.0
MAR08272__sd_flux,0.0
MAR13020__ci_upper,0.0
MAR13020__ci_lower,0.0
MAR08272__mean_flux,0.0
MAR13020__sd_flux,0.0
MAR00565__mean_flux,0.0
MAR00565__sd_flux,0.0
MAR00565__ci_lower,0.0
MAR08272__ci_lower,0.0
MAR08296__sd_flux,0.0
MAR00441__ci_lower,0.0
MAR00441__ci_upper,0.0
MAR00441__cv,0.0
MAR00443__mean_flux,0.0
MAR00443__sd_flux,0.0
MAR00443__ci_lower,0.0
MAR13021__ci_upper,0.0
MAR00443__cv,0.0
MAR08296__mean_flux,0.0
MAR08289__cv,0.0
MAR08289__ci_upper,0.0
MAR08289__ci_lower,0.0
MAR08289__sd_flux,0.0
MAR08289__mean_flux,0.0
MAR08282__cv,0.0
MAR00443__ci_upper,0.0
MAR13017__ci_lower,0.0
MAR08265__mean_flux,0.0
MAR08259__ci_upper,0.0
MAR13017__sd_flux,0.0
MAR08259__ci_lower,0.0
MAR13017__mean_flux,0.0
MAR08252__cv,0.0
MAR00565__ci_upper,0.0
MAR08252__ci_lower,0.0
MAR13016__cv,0.0
MAR13016__ci_upper,0.0
MAR08252__sd_flux,0.0
MAR08252__mean_flux,0.0
MAR13016__ci_lower,0.0
MAR13016__sd_flux,0.0
MAR13016__mean_flux,0.0
MAR08252__ci_upper,0.0
MAR00565__cv,0.0
MAR08269__cv,0.0
MAR13020__mean_flux,0.0
MAR08269__ci_upper,0.0
MAR08269__ci_lower,0.0
MAR08269__sd_flux,0.0
MAR08269__mean_flux,0.0
MAR08265__cv,0.0
MAR08265__sd_flux,0.0
MAR13018__ci_upper,0.0
MAR13018__ci_lower,0.0
MAR13018__sd_flux,0.0
MAR08265__ci_upper,0.0
MAR13018__mean_flux,0.0
MAR13017__cv,0.0
MAR13017__ci_upper,0.0
MAR08265__ci_lower,0.0
MAR13018__cv,0.0
MAR08312__mean_flux,0.0
MAR08310__cv,0.0
MAR00252__ci_lower,0.0
MAR08310__ci_upper,0.0
MAR08310__ci_lower,0.0
MAR00252__ci_upper,0.0
MAR08310__sd_flux,0.0
MAR00441__sd_flux,0.0
MAR08310__mean_flux,0.0
MAR13023__ci_upper,0.0
MAR08303__cv,0.0
MAR13023__ci_lower,0.0
MAR08303__ci_upper,0.0
MAR08303__ci_lower,0.0
MAR08303__sd_flux,0.0
MAR00285__mean_flux,0.0
MAR13023__cv,0.0
MAR08320__mean_flux,0.0
MAR04586__ci_lower,0.0
MAR13024__ci_lower,0.0
MAR13024__sd_flux,0.0
MAR08314__ci_upper,0.0
MAR08314__ci_lower,0.0
MAR04586__ci_upper,0.0
MAR00251__cv,0.0
MAR08312__cv,0.0
MAR00251__mean_flux,0.0
MAR08312__ci_upper,0.0
MAR00251__sd_flux,0.0
MAR00251__ci_lower,0.0
MAR08312__ci_lower,0.0
MAR08312__sd_flux,0.0
MAR00251__ci_upper,0.0
MAR13024__mean_flux,0.0
MAR00316__ci_lower,0.0
MAR00316__ci_upper,0.0
MAR00316__cv,0.0
MAR13022__ci_lower,0.0
MAR13022__sd_flux,0.0
MAR00333__ci_lower,0.0
MAR00333__ci_upper,0.0
MAR00285__sd_flux,0.0
MAR00334__mean_flux,0.0
MAR08296__ci_upper,0.0
MAR00334__sd_flux,0.0
MAR00334__ci_lower,0.0
MAR08296__ci_lower,0.0
MAR00334__ci_upper,0.0
MAR00334__cv,0.0
MAR00441__mean_flux,0.0
MAR13022__mean_flux,0.0
MAR00285__ci_lower,0.0
MAR00285__ci_upper,0.0
MAR00285__cv,0.0
MAR08303__mean_flux,0.0
MAR13023__sd_flux,0.0
MAR08299__cv,0.0
MAR08299__ci_upper,0.0
MAR08299__ci_lower,0.0
MAR00316__sd_flux,0.0
MAR08299__mean_flux,0.0
MAR13023__mean_flux,0.0
MAR13022__cv,0.0
MAR13022__ci_upper,0.0
MAR00315__ci_lower,0.0
MAR00315__ci_upper,0.0
MAR08296__cv,0.0
MAR00316__mean_flux,0.0
MAR08299__sd_flux,0.0
MAR13078__mean_flux,0.0
MAR00730__ci_lower,0.0
MAR13077__cv,0.0
MAR13077__ci_upper,0.0
MAR13077__ci_lower,0.0
MAR13077__sd_flux,0.0
MAR00730__sd_flux,0.0
MAR13037__ci_upper,0.0
MAR13077__mean_flux,0.0
MAR00467__cv,0.0
MAR00137__cv,0.0
MAR03940__ci_upper,0.0
MAR03940__cv,0.0
MAR13075__cv,0.0
MAR04242__mean_flux,0.0
MAR13075__ci_upper,0.0
MAR00730__mean_flux,0.0
MAR03211__cv,0.0
MAR13080__sd_flux,0.0
MAR00768__ci_lower,0.0
MAR13080__mean_flux,0.0
MAR00768__sd_flux,0.0
MAR03940__mean_flux,0.0
MAR03940__sd_flux,0.0
MAR00730__ci_upper,0.0
MAR13078__cv,0.0
MAR13078__ci_upper,0.0
MAR13078__ci_lower,0.0
MAR00137__ci_lower,0.0
MAR00730__cv,0.0
MAR00137__ci_upper,0.0
MAR13078__sd_flux,0.0
MAR03940__ci_lower,0.0
MAR00768__mean_flux,0.0
MAR00466__cv,0.0
MAR00466__ci_upper,0.0
MAR00466__ci_lower,0.0
MAR00139__ci_lower,0.0
MAR00466__sd_flux,0.0
MAR00466__mean_flux,0.0
MAR04242__ci_lower,0.0
MAR13075__ci_lower,0.0
MAR00462__ci_lower,0.0
MAR04242__ci_upper,0.0
MAR04242__cv,0.0
MAR03751__mean_flux,0.0
MAR03751__sd_flux,0.0
MAR03751__ci_lower,0.0
MAR00141__ci_lower,0.0
MAR03751__ci_upper,0.0
MAR00462__ci_upper,0.0
MAR13075__sd_flux,0.0
MAR00467__ci_upper,0.0
MAR13075__mean_flux,0.0
MAR13067__cv,0.0
MAR13067__ci_upper,0.0
MAR13067__ci_lower,0.0
MAR13067__sd_flux,0.0
MAR13065__mean_flux,0.0
MAR00467__ci_lower,0.0
MAR04242__sd_flux,0.0
MAR00467__sd_flux,0.0
MAR13065__cv,0.0
MAR13065__ci_upper,0.0
MAR13065__ci_lower,0.0
MAR00467__mean_flux,0.0
MAR13065__sd_flux,0.0
MAR13067__mean_flux,0.0
MAR08564__ci_upper,0.0
MAR01309__ci_lower,0.0
MAR08564__cv,0.0
MAR08565__mean_flux,0.0
MAR08565__sd_flux,0.0
MAR08565__ci_lower,0.0
MAR08565__ci_upper,0.0
MAR00137__sd_flux,0.0
MAR10024__ci_upper,0.0
MAR09733__mean_flux,0.0
MAR09733__sd_flux,0.0
MAR10024__ci_lower,0.0
MAR09733__ci_lower,0.0
MAR00135__ci_upper,0.0
MAR09733__ci_upper,0.0
MAR00135__cv,0.0
MAR08565__cv,0.0
MAR08437__ci_lower,0.0
MAR08437__ci_upper,0.0
MAR01316__mean_flux,0.0
MAR08437__cv,0.0
MAR04239__mean_flux,0.0
MAR00134__ci_upper,0.0
MAR04239__sd_flux,0.0
MAR00135__ci_lower,0.0
MAR04239__ci_upper,0.0
MAR04239__cv,0.0
MAR08564__mean_flux,0.0
MAR08564__sd_flux,0.0
MAR00134__cv,0.0
MAR00135__mean_flux,0.0
MAR08564__ci_lower,0.0
MAR00135__sd_flux,0.0
MAR04239__ci_lower,0.0
MAR13080__cv,0.0
MAR09734__cv,0.0
MAR03211__mean_flux,0.0
MAR03211__sd_flux,0.0
MAR13080__ci_upper,0.0
MAR00771__cv,0.0
MAR00771__ci_upper,0.0
MAR10024__sd_flux,0.0
MAR13080__ci_lower,0.0
MAR00771__ci_lower,0.0
MAR00771__sd_flux,0.0
MAR00771__mean_flux,0.0
MAR00768__cv,0.0
MAR00768__ci_upper,0.0
MAR00137__mean_flux,0.0
MAR03211__ci_upper,0.0
MAR03211__ci_lower,0.0
MAR10024__mean_flux,0.0
MAR09733__cv,0.0
MAR09734__mean_flux,0.0
MAR09734__sd_flux,0.0
MAR09734__ci_lower,0.0
MAR10023__cv,0.0
MAR10023__ci_upper,0.0
MAR00136__mean_flux,0.0
MAR09734__ci_upper,0.0
MAR00136__sd_flux,0.0
MAR00136__ci_lower,0.0
MAR00136__ci_upper,0.0
MAR00136__cv,0.0
MAR10023__ci_lower,0.0
MAR01189__ci_lower,0.0
MAR10023__sd_flux,0.0
MAR10023__mean_flux,0.0
MAR01189__ci_upper,0.0
MAR00144__ci_lower,0.0
MAR04113__ci_upper,0.0
MAR00144__ci_upper,0.0
MAR00144__cv,0.0
MAR04113__cv,0.0
MAR04456__mean_flux,0.0
MAR08904__mean_flux,0.0
MAR03751__cv,0.0
MAR08902__ci_lower,0.0
MAR04456__sd_flux,0.0
MAR08900__cv,0.0
MAR08900__ci_upper,0.0
MAR13039__cv,0.0
MAR08900__ci_lower,0.0
MAR08900__sd_flux,0.0
MAR13039__ci_upper,0.0
MAR08902__ci_upper,0.0
