feature,rank_pca,rank_lda,rank_lasso,rank_shap,mean_rank,is_slc
TUSC2,8145.0,3424.0,16924.0,17240.5,11433.375,False
OGG1,8776.0,2796.0,16924.0,17240.5,11434.125,False
C11orf54,1200.0,10377.0,16924.0,17240.5,11435.375,False
YIPF6,4726.0,6853.0,16924.0,17240.5,11435.875,False
YEATS4,8976.0,2604.0,16924.0,17240.5,11436.125,False
GOLGA8H,1716.0,9865.0,16924.0,17240.5,11436.375,False
ZSCAN20,10054.0,18670.0,16924.0,97.5,11436.375,False
CEP89,2970.0,8613.0,16924.0,17240.5,11436.875,False
AC008735.2,3264.0,8319.0,16924.0,17240.5,11436.875,False
SPRYD3,5238.0,6346.0,16924.0,17240.5,11437.125,False
PDE6G,6945.0,4639.0,16924.0,17240.5,11437.125,False
IL1RL1,7054.0,4535.0,16924.0,17240.5,11438.375,False
SLC2A5,2915.0,8674.0,16924.0,17240.5,11438.375,True
AP001157.1,3494.0,8106.0,16924.0,17240.5,11441.125,False
PACSIN2,8695.0,2905.0,16924.0,17240.5,11441.125,False
AL022328.1,6096.0,5504.0,16924.0,17240.5,11441.125,False
ZFP91,2423.0,9183.0,16924.0,17240.5,11442.625,False
MED30,8883.0,2725.0,16924.0,17240.5,11443.125,False
AC008105.3,6511.0,5097.0,16924.0,17240.5,11443.125,False
HERPUD1,10310.0,1299.0,16924.0,17240.5,11443.375,False
TNFSF13B,10282.0,1335.0,16924.0,17240.5,11445.375,False
TRPS1,4136.0,7482.0,16924.0,17240.5,11445.625,False
ZNF865,3257.0,8363.0,16924.0,17240.5,11446.125,False
CLEC4G,5785.0,5837.0,16924.0,17240.5,11446.625,False
SPATA20,4749.0,6879.0,16924.0,17240.5,11448.125,False
ZNF318,4027.0,7601.0,16924.0,17240.5,11448.125,False
RRP8,8712.0,2917.0,16924.0,17240.5,11448.375,False
MCM5,7029.0,4604.0,16924.0,17240.5,11449.375,False
ZC3H12A,9621.0,2014.0,16924.0,17240.5,11449.875,False
DOCK7,5720.0,5923.0,16924.0,17240.5,11451.875,False
AFF3,5481.0,6165.0,16924.0,17240.5,11452.625,False
SFXN1,5884.0,5763.0,16924.0,17240.5,11452.875,False
EMC2,4263.0,7386.0,16924.0,17240.5,11453.375,False
PIGW,6051.0,5600.0,16924.0,17240.5,11453.875,False
XAF1,10581.0,1072.0,16924.0,17240.5,11454.375,False
CENPL,6781.0,4876.0,16924.0,17240.5,11455.375,False
AL353759.1,5475.0,6182.0,16924.0,17240.5,11455.375,False
RAB33A,2470.0,9190.0,16924.0,17240.5,11456.125,False
C15orf40,9207.0,2456.0,16924.0,17240.5,11456.875,False
H2AFV,5737.0,5926.0,16924.0,17240.5,11456.875,False
MAN2B2,7797.0,3868.0,16924.0,17240.5,11457.375,False
MB21D2,3185.0,8480.0,16924.0,17240.5,11457.375,False
MCF2L2,7261.0,4412.0,16924.0,17240.5,11459.375,False
INVS,5766.0,5911.0,16924.0,17240.5,11460.375,False
STEAP3,7127.0,4550.0,16924.0,17240.5,11460.375,False
LINC02062,4895.0,6788.0,16924.0,17240.5,11461.875,False
FTL,11508.0,178.0,16924.0,17240.5,11462.625,False
NAB1,6090.0,5596.0,16924.0,17240.5,11462.625,False
LDHB,6340.0,5347.0,16924.0,17240.5,11462.875,False
BCL9,7906.0,3782.0,16924.0,17240.5,11463.125,False
GNL3,8190.0,3501.0,16924.0,17240.5,11463.875,False
TRIM35,1911.0,9783.0,16924.0,17240.5,11464.625,False
WDR11,6857.0,4838.0,16924.0,17240.5,11464.875,False
DHRS4L2,5528.0,6171.0,16924.0,17240.5,11465.875,False
RPH3A,4476.0,7225.0,16924.0,17240.5,11466.375,False
RHBDF2,5967.0,5739.0,16924.0,17240.5,11467.625,False
ZNF684,9178.0,2530.0,16924.0,17240.5,11468.125,False
DDX3X,2181.0,9527.0,16924.0,17240.5,11468.125,False
PADI4,8799.0,2910.0,16924.0,17240.5,11468.375,False
CD302,2638.0,9071.0,16924.0,17240.5,11468.375,False
CD247,3515.0,8197.0,16924.0,17240.5,11469.125,False
OGFOD1,8049.0,3672.0,16924.0,17240.5,11471.375,False
URB1,5310.0,6414.0,16924.0,17240.5,11472.125,False
BRD3,5821.0,5909.0,16924.0,17240.5,11473.625,False
AC012368.1,4294.0,7439.0,16924.0,17240.5,11474.375,False
NRM,3600.0,8135.0,16924.0,17240.5,11474.875,False
FCF1,9328.0,2409.0,16924.0,17240.5,11475.375,False
HSD17B11,3987.0,7756.0,16924.0,17240.5,11476.875,False
TOB1,5000.0,6748.0,16924.0,17240.5,11478.125,False
UTRN,5745.0,6003.0,16924.0,17240.5,11478.125,False
SNX14,9641.0,2108.0,16924.0,17240.5,11478.375,False
WDFY4,4207.0,7542.0,16924.0,17240.5,11478.375,False
BRCA1,2288.0,9461.0,16924.0,17240.5,11478.375,False
DGKZ,5873.0,5877.0,16924.0,17240.5,11478.625,False
LINC01150,10355.0,18098.0,16924.0,539.0,11479.0,False
PKP4,6247.0,5505.0,16924.0,17240.5,11479.125,False
SLC22A18AS,3989.0,7765.0,16924.0,17240.5,11479.625,False
PPP1R21,7656.0,4099.0,16924.0,17240.5,11479.875,False
PASK,4785.0,6970.0,16924.0,17240.5,11479.875,False
ADGRG5,5144.0,6615.0,16924.0,17240.5,11480.875,False
MED16,8511.0,3250.0,16924.0,17240.5,11481.375,False
MMP2,7266.0,4495.0,16924.0,17240.5,11481.375,False
SH2D4A,4942.0,6820.0,16924.0,17240.5,11481.625,False
BRD1,6121.0,5644.0,16924.0,17240.5,11482.375,False
SYNGR1,7210.0,4562.0,16924.0,17240.5,11484.125,False
EXOSC9,1753.0,10020.0,16924.0,17240.5,11484.375,False
AC002480.3,6093.0,5683.0,16924.0,17240.5,11485.125,False
IL27RA,5679.0,6101.0,16924.0,17240.5,11486.125,False
LRRFIP1,8372.0,3411.0,16924.0,17240.5,11486.875,False
MRVI1,1697.0,10087.0,16924.0,17240.5,11487.125,False
WDR37,6062.0,5722.0,16924.0,17240.5,11487.125,False
CHST11,5810.0,5976.0,16924.0,17240.5,11487.625,False
TTLL1,7242.0,4544.0,16924.0,17240.5,11487.625,False
NOP58,8895.0,2893.0,16924.0,17240.5,11488.125,False
POP5,7199.0,4593.0,16924.0,17240.5,11489.125,False
KIR2DL4,2318.0,9475.0,16924.0,17240.5,11489.375,False
NSD2,3723.0,8073.0,16924.0,17240.5,11490.125,False
FTSJ3,6800.0,4999.0,16924.0,17240.5,11490.875,False
NAA60,5546.0,6257.0,16924.0,17240.5,11491.875,False
UBTF,8655.0,3149.0,16924.0,17240.5,11492.125,False
ACSL4,3505.0,8302.0,16924.0,17240.5,11492.875,False
WEE1,8097.0,3712.0,16924.0,17240.5,11493.375,False
HIST1H3C,5550.0,6261.0,16924.0,17240.5,11493.875,False
C3orf38,758.0,11053.0,16924.0,17240.5,11493.875,False
MYO9A,4249.0,7563.0,16924.0,17240.5,11494.125,False
TMEM63A,1938.0,9882.0,16924.0,17240.5,11496.125,False
PLPP5,8003.0,3819.0,16924.0,17240.5,11496.625,False
C2orf80,5375.0,6447.0,16924.0,17240.5,11496.625,False
TNNC2,5485.0,6337.0,16924.0,17240.5,11496.625,False
TAX1BP1,10842.0,982.0,16924.0,17240.5,11497.125,False
DHX40,2636.0,9191.0,16924.0,17240.5,11497.875,False
VKORC1L1,1057.0,10773.0,16924.0,17240.5,11498.625,False
KDM4B,8627.0,3207.0,16924.0,17240.5,11499.625,False
ADAMTSL4,9640.0,2194.0,16924.0,17240.5,11499.625,False
KCNJ2,2967.0,8868.0,16924.0,17240.5,11499.875,False
ZFC3H1,6016.0,5820.0,16924.0,17240.5,11500.125,False
PPP1R12B,6724.0,5113.0,16924.0,17240.5,11500.375,False
AC006059.1,4567.0,7270.0,16924.0,17240.5,11500.375,False
LPXN,9154.0,2684.0,16924.0,17240.5,11500.625,False
RUVBL2,8023.0,3815.0,16924.0,17240.5,11500.625,False
AC024933.1,7568.0,4275.0,16924.0,17240.5,11501.875,False
TTC25,7057.0,4786.0,16924.0,17240.5,11501.875,False
ANKRD13D,8299.0,3545.0,16924.0,17240.5,11502.125,False
LEO1,8195.0,3658.0,16924.0,17240.5,11504.375,False
HCAR3,2503.0,9350.0,16924.0,17240.5,11504.375,False
GSN-AS1,6829.0,5024.0,16924.0,17240.5,11504.375,False
UNC5B,7456.0,4399.0,16924.0,17240.5,11504.875,False
ZNF138,4374.0,7483.0,16924.0,17240.5,11505.375,False
COLGALT1,7314.0,4545.0,16924.0,17240.5,11505.875,False
ASPHD2,4278.0,7583.0,16924.0,17240.5,11506.375,False
AFF2,6816.0,5046.0,16924.0,17240.5,11506.625,False
HIST3H2BB,2718.0,9145.0,16924.0,17240.5,11506.875,False
C16orf91,2100.0,9764.0,16924.0,17240.5,11507.125,False
B4GALT1,8720.0,3145.0,16924.0,17240.5,11507.375,False
HS2ST1,8213.0,3653.0,16924.0,17240.5,11507.625,False
AC098818.2,5995.0,5872.0,16924.0,17240.5,11507.875,False
PIEZO1,9117.0,2752.0,16924.0,17240.5,11508.375,False
TMED4,4051.0,7822.0,16924.0,17240.5,11509.375,False
HIVEP2,5753.0,6121.0,16924.0,17240.5,11509.625,False
WASHC5,7339.0,4536.0,16924.0,17240.5,11509.875,False
VIM-AS1,5843.0,6034.0,16924.0,17240.5,11510.375,False
APLP2,7920.0,3960.0,16924.0,17240.5,11511.125,False
CCL20,4188.0,7692.0,16924.0,17240.5,11511.125,False
VPS4B,7724.0,4159.0,16924.0,17240.5,11511.875,False
SHOC2,6173.0,5713.0,16924.0,17240.5,11512.625,False
EIF4EBP3,4862.0,7026.0,16924.0,17240.5,11513.125,False
MAP3K3,4243.0,7645.0,16924.0,17240.5,11513.125,False
AL359644.1,5828.0,6063.0,16924.0,17240.5,11513.875,False
TMEM189,3140.0,8756.0,16924.0,17240.5,11515.125,False
CLEC2D,6002.0,5898.0,16924.0,17240.5,11516.125,False
UHMK1,8913.0,2988.0,16924.0,17240.5,11516.375,False
PANK2,8115.0,3786.0,16924.0,17240.5,11516.375,False
ANKRD55,7990.0,3911.0,16924.0,17240.5,11516.375,False
SPATA2,8294.0,3609.0,16924.0,17240.5,11516.875,False
NAA16,5463.0,6444.0,16924.0,17240.5,11517.875,False
ANAPC4,6600.0,5308.0,16924.0,17240.5,11518.125,False
CRTC2,6454.0,5454.0,16924.0,17240.5,11518.125,False
WDYHV1,1410.0,10499.0,16924.0,17240.5,11518.375,False
ECPAS,6329.0,5580.0,16924.0,17240.5,11518.375,False
DR1,8947.0,2963.0,16924.0,17240.5,11518.625,False
WDR44,5202.0,6710.0,16924.0,17240.5,11519.125,False
PHKG1,4637.0,7281.0,16924.0,17240.5,11520.625,False
WDR5,8753.0,3169.0,16924.0,17240.5,11521.625,False
TNRC18,7569.0,4353.0,16924.0,17240.5,11521.625,False
CXorf40B,1793.0,10130.0,16924.0,17240.5,11521.875,False
PDS5A,6334.0,5589.0,16924.0,17240.5,11521.875,False
RNF113A,7155.0,4769.0,16924.0,17240.5,11522.125,False
NUDT6,6384.0,5541.0,16924.0,17240.5,11522.375,False
ACADSB,5089.0,6837.0,16924.0,17240.5,11522.625,False
MFSD5,5503.0,6423.0,16924.0,17240.5,11522.625,False
DOCK4,7276.0,4654.0,16924.0,17240.5,11523.625,False
BIRC3,9215.0,2717.0,16924.0,17240.5,11524.125,False
AC093635.1,7253.0,4683.0,16924.0,17240.5,11525.125,False
THEM4,4106.0,7831.0,16924.0,17240.5,11525.375,False
RFX2,5395.0,6544.0,16924.0,17240.5,11525.875,False
PMPCB,4340.0,7600.0,16924.0,17240.5,11526.125,False
NLN,2455.0,9489.0,16924.0,17240.5,11527.125,False
RPL7L1,7654.0,4291.0,16924.0,17240.5,11527.375,False
AAED1,7249.0,4696.0,16924.0,17240.5,11527.375,False
SECTM1,10496.0,1452.0,16924.0,17240.5,11528.125,False
ATP6V1G1,11000.0,949.0,16924.0,17240.5,11528.375,False
SDHD,8648.0,3304.0,16924.0,17240.5,11529.125,False
ISL2,7696.0,4261.0,16924.0,17240.5,11530.375,False
ENOSF1,4964.0,6998.0,16924.0,17240.5,11531.625,False
ELP3,8548.0,3420.0,16924.0,17240.5,11533.125,False
IFT88,6176.0,5793.0,16924.0,17240.5,11533.375,False
C5orf34,7419.0,4551.0,16924.0,17240.5,11533.625,False
OSR2,7200.0,4775.0,16924.0,17240.5,11534.875,False
PTGER4,9978.0,1998.0,16924.0,17240.5,11535.125,False
PCK2,4722.0,7257.0,16924.0,17240.5,11535.875,False
AAMP,8148.0,3832.0,16924.0,17240.5,11536.125,False
TIMM23B,9112.0,2870.0,16924.0,17240.5,11536.625,False
NOG,6663.0,5323.0,16924.0,17240.5,11537.625,False
STX4,5511.0,6479.0,16924.0,17240.5,11538.625,False
GPN2,7615.0,4375.0,16924.0,17240.5,11538.625,False
RBM15B,7527.0,4464.0,16924.0,17240.5,11538.875,False
AC120053.1,4302.0,7693.0,16924.0,17240.5,11539.875,False
DHCR7,7007.0,4990.0,16924.0,17240.5,11540.375,False
KIAA1211L,5964.0,6036.0,16924.0,17240.5,11541.125,False
BIN1,9445.0,2555.0,16924.0,17240.5,11541.125,False
RETREG1,9612.0,2388.0,16924.0,17240.5,11541.125,False
TMEM216,8396.0,3606.0,16924.0,17240.5,11541.625,False
SYCE1,4914.0,7091.0,16924.0,17240.5,11542.375,False
NUDCD1,8514.0,3491.0,16924.0,17240.5,11542.375,False
AC079209.2,8351.0,3655.0,16924.0,17240.5,11542.625,False
EXT1,4907.0,7099.0,16924.0,17240.5,11542.625,False
MSRB3,2741.0,9269.0,16924.0,17240.5,11543.625,False
SNN,8879.0,3131.0,16924.0,17240.5,11543.625,False
WDR62,5718.0,6293.0,16924.0,17240.5,11543.875,False
RAB40B,3167.0,8847.0,16924.0,17240.5,11544.625,False
GAPT,5427.0,6588.0,16924.0,17240.5,11544.875,False
MPP7,7378.0,4638.0,16924.0,17240.5,11545.125,False
SORCS2,6599.0,5422.0,16924.0,17240.5,11546.375,False
G0S2,8617.0,3404.0,16924.0,17240.5,11546.375,False
NIPA2,5421.0,6605.0,16924.0,17240.5,11547.625,False
IDE,8960.0,3066.0,16924.0,17240.5,11547.625,False
E2F3,9693.0,2335.0,16924.0,17240.5,11548.125,False
MFSD2B,7366.0,4667.0,16924.0,17240.5,11549.375,False
MCM4,7038.0,4995.0,16924.0,17240.5,11549.375,False
KBTBD2,6645.0,5388.0,16924.0,17240.5,11549.375,False
HACD3,6005.0,6031.0,16924.0,17240.5,11550.125,False
RMC1,8540.0,3496.0,16924.0,17240.5,11550.125,False
PRDM8,5203.0,6834.0,16924.0,17240.5,11550.375,False
SSH3,3078.0,8959.0,16924.0,17240.5,11550.375,False
IFNAR2,9077.0,2960.0,16924.0,17240.5,11550.375,False
HLA-E,9505.0,2534.0,16924.0,17240.5,11550.875,False
CFAP298,6827.0,5213.0,16924.0,17240.5,11551.125,False
RBBP4,8499.0,3543.0,16924.0,17240.5,11551.625,False
ZNF415,8084.0,3961.0,16924.0,17240.5,11552.375,False
SCOC-AS1,5522.0,6526.0,16924.0,17240.5,11553.125,False
SOX4,9047.0,3001.0,16924.0,17240.5,11553.125,False
IL12RB1,2787.0,9265.0,16924.0,17240.5,11554.125,False
HENMT1,9605.0,2449.0,16924.0,17240.5,11554.625,False
SPEN,1783.0,10274.0,16924.0,17240.5,11555.375,False
MYO15B,8440.0,3619.0,16924.0,17240.5,11555.875,False
PSME3,9517.0,2548.0,16924.0,17240.5,11557.375,False
LINC01569,5039.0,7027.0,16924.0,17240.5,11557.625,False
GNE,3876.0,8190.0,16924.0,17240.5,11557.625,False
WASHC2A,8472.0,3596.0,16924.0,17240.5,11558.125,False
AC104986.2,1064.0,11004.0,16924.0,17240.5,11558.125,False
FUT8,3474.0,8598.0,16924.0,17240.5,11559.125,False
PSMB8-AS1,8734.0,3341.0,16924.0,17240.5,11559.875,False
PACS1,5112.0,6971.0,16924.0,17240.5,11561.875,False
BROX,5930.0,6155.0,16924.0,17240.5,11562.375,False
AC000403.1,4149.0,7936.0,16924.0,17240.5,11562.375,False
UBR1,6009.0,6078.0,16924.0,17240.5,11562.875,False
ATAD1,7179.0,4909.0,16924.0,17240.5,11563.125,False
PDGFD,7637.0,4451.0,16924.0,17240.5,11563.125,False
FIG4,9325.0,2764.0,16924.0,17240.5,11563.375,False
AIF1,11965.0,128.0,16924.0,17240.5,11564.375,False
MOB2,4622.0,7474.0,16924.0,17240.5,11565.125,False
TDG,7272.0,4825.0,16924.0,17240.5,11565.375,False
SBF2,7989.0,4109.0,16924.0,17240.5,11565.625,False
ZNF557,7033.0,5066.0,16924.0,17240.5,11565.875,False
PREP,3753.0,8347.0,16924.0,17240.5,11566.125,False
KPNA5,4445.0,7657.0,16924.0,17240.5,11566.625,False
RMI1,1378.0,10725.0,16924.0,17240.5,11566.875,False
FICD,2902.0,9203.0,16924.0,17240.5,11567.375,False
ZNF226,4102.0,8004.0,16924.0,17240.5,11567.625,False
MRPS24,3446.0,8660.0,16924.0,17240.5,11567.625,False
NACC2,6830.0,5277.0,16924.0,17240.5,11567.875,False
CERS6,7604.0,4505.0,16924.0,17240.5,11568.375,False
WDR48,2855.0,9255.0,16924.0,17240.5,11568.625,False
TICRR,7269.0,4842.0,16924.0,17240.5,11568.875,False
HERC1,7689.0,4422.0,16924.0,17240.5,11568.875,False
ZNF586,6307.0,5805.0,16924.0,17240.5,11569.125,False
CHD6,2400.0,9712.0,16924.0,17240.5,11569.125,False
OSBPL11,5886.0,6226.0,16924.0,17240.5,11569.125,False
ANKS3,7246.0,4867.0,16924.0,17240.5,11569.375,False
BIN3,8090.0,4023.0,16924.0,17240.5,11569.375,False
TSPYL2,8169.0,3946.0,16924.0,17240.5,11569.875,False
SLC23A2,6515.0,5604.0,16924.0,17240.5,11570.875,True
MPP1,10053.0,2067.0,16924.0,17240.5,11571.125,False
RAB4A,7727.0,4395.0,16924.0,17240.5,11571.625,False
TRMT10A,8267.0,3860.0,16924.0,17240.5,11572.875,False
DNAJC17,8490.0,3637.0,16924.0,17240.5,11572.875,False
AC067930.4,2871.0,9257.0,16924.0,17240.5,11573.125,False
FOXJ2,5852.0,6277.0,16924.0,17240.5,11573.375,False
AL158071.4,6648.0,5482.0,16924.0,17240.5,11573.625,False
MAP1LC3A,1430.0,10706.0,16924.0,17240.5,11575.125,False
IL6ST,1560.0,10577.0,16924.0,17240.5,11575.375,False
EMG1,9005.0,3135.0,16924.0,17240.5,11576.125,False
ABRAXAS1,8009.0,4133.0,16924.0,17240.5,11576.625,False
TRIM61,5455.0,6689.0,16924.0,17240.5,11577.125,False
GLRX3,3770.0,8376.0,16924.0,17240.5,11577.625,False
TBC1D30,7410.0,4743.0,16924.0,17240.5,11579.375,False
IVD,4535.0,7619.0,16924.0,17240.5,11579.625,False
LINC01678,8988.0,3168.0,16924.0,17240.5,11580.125,False
C5AR1,9079.0,3078.0,16924.0,17240.5,11580.375,False
AC004771.3,6930.0,5230.0,16924.0,17240.5,11581.125,False
STAMBPL1,6979.0,5184.0,16924.0,17240.5,11581.875,False
OTUD5,5365.0,6800.0,16924.0,17240.5,11582.375,False
CTDSP2,9728.0,2438.0,16924.0,17240.5,11582.625,False
ACAP2,5547.0,6619.0,16924.0,17240.5,11582.625,False
TADA2A,4485.0,7682.0,16924.0,17240.5,11582.875,False
PRKAB1,4695.0,7472.0,16924.0,17240.5,11582.875,False
IKZF1,4694.0,7475.0,16924.0,17240.5,11583.375,False
ZBTB20-AS5,4179.0,7992.0,16924.0,17240.5,11583.875,False
CHAMP1,4790.0,7381.0,16924.0,17240.5,11583.875,False
VHL,7048.0,5129.0,16924.0,17240.5,11585.375,False
PER2,1953.0,10228.0,16924.0,17240.5,11586.375,False
TMEM115,7158.0,5025.0,16924.0,17240.5,11586.875,False
CXCL9,8082.0,4110.0,16924.0,17240.5,11589.125,False
WASF3,4610.0,7585.0,16924.0,17240.5,11589.875,False
DAPK3,2783.0,9413.0,16924.0,17240.5,11590.125,False
C12orf73,2947.0,9258.0,16924.0,17240.5,11592.375,False
FAM151B,6257.0,5954.0,16924.0,17240.5,11593.875,False
SF3B3,6698.0,5514.0,16924.0,17240.5,11594.125,False
DPEP2,8512.0,3700.0,16924.0,17240.5,11594.125,False
CHM,2134.0,10081.0,16924.0,17240.5,11594.875,False
AC012306.2,3947.0,8271.0,16924.0,17240.5,11595.625,False
FXYD6,8404.0,3818.0,16924.0,17240.5,11596.625,False
MRGBP,9286.0,2937.0,16924.0,17240.5,11596.875,False
ARHGAP6,5966.0,6258.0,16924.0,17240.5,11597.125,False
AREG,12002.0,223.0,16924.0,17240.5,11597.375,False
HTT,4536.0,7690.0,16924.0,17240.5,11597.625,False
SUDS3,5341.0,6888.0,16924.0,17240.5,11598.375,False
PHF10,8278.0,3951.0,16924.0,17240.5,11598.375,False
ATG16L1,7613.0,4616.0,16924.0,17240.5,11598.375,False
IPO4,6577.0,5653.0,16924.0,17240.5,11598.625,False
ARL1,7479.0,4756.0,16924.0,17240.5,11599.875,False
TBC1D14,2025.0,10217.0,16924.0,17240.5,11601.625,False
XKR8,1927.0,10318.0,16924.0,17240.5,11602.375,False
TBC1D4,7320.0,4928.0,16924.0,17240.5,11603.125,False
ALG2,8605.0,3646.0,16924.0,17240.5,11603.875,False
AL590648.3,3193.0,9058.0,16924.0,17240.5,11603.875,False
CD5L,6591.0,5661.0,16924.0,17240.5,11604.125,False
TNFRSF21,350.0,11903.0,16924.0,17240.5,11604.375,False
MIR9-3HG,6207.0,6046.0,16924.0,17240.5,11604.375,False
DNASE2,8113.0,4140.0,16924.0,17240.5,11604.375,False
LENG8,3682.0,8572.0,16924.0,17240.5,11604.625,False
OR2A1-AS1,5219.0,7035.0,16924.0,17240.5,11604.625,False
FMNL3,7151.0,21616.0,16924.0,729.0,11605.0,False
LMBR1L,7511.0,4746.0,16924.0,17240.5,11605.375,False
RNF24,8524.0,3736.0,16924.0,17240.5,11606.125,False
GTF2IRD2B,2613.0,9650.0,16924.0,17240.5,11606.875,False
FAM172A,7593.0,4671.0,16924.0,17240.5,11607.125,False
TNFAIP8L1,4629.0,7636.0,16924.0,17240.5,11607.375,False
TSC22D2,7790.0,4475.0,16924.0,17240.5,11607.375,False
AP3B1,4870.0,7395.0,16924.0,17240.5,11607.375,False
DPPA4,1301.0,10968.0,16924.0,17240.5,11608.375,False
TIMM23,3882.0,8387.0,16924.0,17240.5,11608.375,False
SGCD,8284.0,3992.0,16924.0,17240.5,11610.125,False
PPIH,6213.0,6064.0,16924.0,17240.5,11610.375,False
MSL1,7171.0,5107.0,16924.0,17240.5,11610.625,False
AC022400.6,4706.0,7573.0,16924.0,17240.5,11610.875,False
TET2,2538.0,9741.0,16924.0,17240.5,11610.875,False
NUP37,7811.0,4470.0,16924.0,17240.5,11611.375,False
MPP2,7115.0,5169.0,16924.0,17240.5,11612.125,False
KMT5B,3464.0,8823.0,16924.0,17240.5,11612.875,False
PLK1,8574.0,3715.0,16924.0,17240.5,11613.375,False
ARHGEF12,7028.0,5265.0,16924.0,17240.5,11614.375,False
CNN1,5977.0,6325.0,16924.0,17240.5,11616.625,False
CAND1,7398.0,4905.0,16924.0,17240.5,11616.875,False
ERO1A,8474.0,3830.0,16924.0,17240.5,11617.125,False
COX19,6908.0,5396.0,16924.0,17240.5,11617.125,False
CDK9,3533.0,8772.0,16924.0,17240.5,11617.375,False
AC007620.2,6156.0,6149.0,16924.0,17240.5,11617.375,False
NCR3LG1,4366.0,7940.0,16924.0,17240.5,11617.625,False
GPNMB,3789.0,8519.0,16924.0,17240.5,11618.125,False
PATZ1,8578.0,20290.0,16924.0,684.0,11619.0,False
AP002852.1,7815.0,4498.0,16924.0,17240.5,11619.375,False
ZCCHC9,4018.0,8295.0,16924.0,17240.5,11619.375,False
ZNF584,6902.0,5412.0,16924.0,17240.5,11619.625,False
LINC02361,3302.0,9012.0,16924.0,17240.5,11619.625,False
ZNF580,3130.0,9189.0,16924.0,17240.5,11620.875,False
BUB1B,10437.0,1890.0,16924.0,17240.5,11622.875,False
CCDC136,3981.0,8346.0,16924.0,17240.5,11622.875,False
SUPT16H,9191.0,3137.0,16924.0,17240.5,11623.125,False
QPCT,10568.0,1764.0,16924.0,17240.5,11624.125,False
RARS2,9632.0,2701.0,16924.0,17240.5,11624.375,False
CDIPT,5467.0,6867.0,16924.0,17240.5,11624.625,False
SMYD4,6409.0,5932.0,16924.0,17240.5,11626.375,False
KHSRP,6666.0,5679.0,16924.0,17240.5,11627.375,False
CBLN3,3439.0,8907.0,16924.0,17240.5,11627.625,False
RIN3,10103.0,2243.0,16924.0,17240.5,11627.625,False
AP001160.3,5628.0,6721.0,16924.0,17240.5,11628.375,False
PSKH1,8470.0,3879.0,16924.0,17240.5,11628.375,False
FBXO2,6486.0,5865.0,16924.0,17240.5,11628.875,False
RFXANK,7430.0,4923.0,16924.0,17240.5,11629.375,False
ANKZF1,8070.0,4284.0,16924.0,17240.5,11629.625,False
LUZP1,7877.0,4483.0,16924.0,17240.5,11631.125,False
LRRC8B,4925.0,7438.0,16924.0,17240.5,11631.875,False
F3,10511.0,1852.0,16924.0,17240.5,11631.875,False
RYK,9361.0,3003.0,16924.0,17240.5,11632.125,False
GLCE,6707.0,5657.0,16924.0,17240.5,11632.125,False
TTI2,9713.0,2652.0,16924.0,17240.5,11632.375,False
TMEM143,9965.0,2402.0,16924.0,17240.5,11632.875,False
LINC00937,7406.0,21426.0,16924.0,775.5,11632.875,False
WASHC3,9244.0,3126.0,16924.0,17240.5,11633.625,False
CAMKMT,4462.0,7910.0,16924.0,17240.5,11634.125,False
TRAPPC6A,9251.0,3122.0,16924.0,17240.5,11634.375,False
RBM14,7801.0,4573.0,16924.0,17240.5,11634.625,False
XYLT1,5982.0,6395.0,16924.0,17240.5,11635.375,False
LRRC75A,10544.0,1834.0,16924.0,17240.5,11635.625,False
FAM173B,9662.0,2716.0,16924.0,17240.5,11635.625,False
NCOA1,3297.0,9084.0,16924.0,17240.5,11636.375,False
AGL,9503.0,2881.0,16924.0,17240.5,11637.125,False
ECHDC3,8986.0,3398.0,16924.0,17240.5,11637.125,False
HNRNPLL,7450.0,4937.0,16924.0,17240.5,11637.875,False
AOC1,6132.0,6255.0,16924.0,17240.5,11637.875,False
MEIS3,2758.0,9629.0,16924.0,17240.5,11637.875,False
RHOB,10304.0,2085.0,16924.0,17240.5,11638.375,False
DUS4L,6125.0,6264.0,16924.0,17240.5,11638.375,False
SLC6A9,4435.0,7965.0,16924.0,17240.5,11641.125,True
TSPOAP1-AS1,5650.0,6751.0,16924.0,17240.5,11641.375,False
PRPF40A,4395.0,8007.0,16924.0,17240.5,11641.625,False
CNKSR3,3437.0,8966.0,16924.0,17240.5,11641.875,False
TRIM41,2747.0,9667.0,16924.0,17240.5,11644.625,False
AC008040.5,7686.0,4729.0,16924.0,17240.5,11644.875,False
MIPOL1,6594.0,5821.0,16924.0,17240.5,11644.875,False
PIP4K2B,5552.0,6865.0,16924.0,17240.5,11645.375,False
FNBP4,6034.0,6386.0,16924.0,17240.5,11646.125,False
ACTR1A,7842.0,4584.0,16924.0,17240.5,11647.625,False
SARS,9105.0,3325.0,16924.0,17240.5,11648.625,False
ALDH7A1,6540.0,5891.0,16924.0,17240.5,11648.875,False
SEC22A,6722.0,5710.0,16924.0,17240.5,11649.125,False
KCNK17,7966.0,4466.0,16924.0,17240.5,11649.125,False
LRRC58,6843.0,5592.0,16924.0,17240.5,11649.875,False
TMEM187,2822.0,9614.0,16924.0,17240.5,11650.125,False
ARL5A,9997.0,2440.0,16924.0,17240.5,11650.375,False
LMO2,11483.0,959.0,16924.0,17240.5,11651.625,False
