feature,rank_pca,rank_lda,rank_lasso,rank_shap,mean_rank,is_slc
PCDH17,17579.5,18907.5,16924.0,17240.5,17662.875,False
KIF17,17579.5,18907.5,16924.0,17240.5,17662.875,False
CTRL,22279.0,14210.0,16924.0,17240.5,17663.375,False
AC010205.1,19591.0,16902.0,16924.0,17240.5,17664.375,False
AC099329.1,15557.0,20936.0,16924.0,17240.5,17664.375,False
SEPT12,16931.0,19563.0,16924.0,17240.5,17664.625,False
AC116535.1,20829.0,15665.0,16924.0,17240.5,17664.625,False
IGHV3-33,20728.0,15767.0,16924.0,17240.5,17664.875,False
SH2D5,18331.0,18167.0,16924.0,17240.5,17665.625,False
PCDHB9,18349.0,18151.0,16924.0,17240.5,17666.125,False
AC005832.4,17005.0,19501.0,16924.0,17240.5,17667.625,False
AL031727.2,15695.5,20811.5,16924.0,17240.5,17667.875,False
AC093274.1,15695.5,20811.5,16924.0,17240.5,17667.875,False
TNXB,18810.0,17699.0,16924.0,17240.5,17668.375,False
ZNF181,17592.0,18917.0,16924.0,17240.5,17668.375,False
ODAPH,17823.0,18689.0,16924.0,17240.5,17669.125,False
CALCR,16106.0,20408.0,16924.0,17240.5,17669.625,False
ZNF606,15905.0,20612.0,16924.0,17240.5,17670.375,False
PDLIM3,19534.0,16984.0,16924.0,17240.5,17670.625,False
AC079035.1,14710.0,21811.0,16924.0,17240.5,17671.375,False
QDPR,15145.0,21377.0,16924.0,17240.5,17671.625,False
AL031280.1,16177.0,20352.0,16924.0,17240.5,17673.375,False
AC007389.3,16678.0,19855.0,16924.0,17240.5,17674.375,False
BAIAP2L1,19479.0,17055.0,16924.0,17240.5,17674.625,False
KIF5A,21164.0,15370.0,16924.0,17240.5,17674.625,False
PANO1,19193.0,17341.0,16924.0,17240.5,17674.625,False
CASC1,21480.0,15056.0,16924.0,17240.5,17675.125,False
AC008966.1,21184.0,15353.0,16924.0,17240.5,17675.375,False
CLCN2,22064.0,14473.0,16924.0,17240.5,17675.375,False
TXNDC2,17921.0,18617.0,16924.0,17240.5,17675.625,False
RAET1E-AS1,17047.0,19491.0,16924.0,17240.5,17675.625,False
CERS3-AS1,14725.0,21815.0,16924.0,17240.5,17676.125,False
LINC01801,15116.0,21424.0,16924.0,17240.5,17676.125,False
AC013470.2,18416.0,18125.0,16924.0,17240.5,17676.375,False
AC098934.4,18821.0,17721.0,16924.0,17240.5,17676.625,False
TMSB15B.1,21181.0,15361.0,16924.0,17240.5,17676.625,False
AL356124.1,17496.0,19048.0,16924.0,17240.5,17677.125,False
AL162412.1,16613.0,19932.0,16924.0,17240.5,17677.375,False
CROCC2,16384.0,20163.0,16924.0,17240.5,17677.875,False
BCDIN3D-AS1,14509.0,22042.0,16924.0,17240.5,17678.875,False
AC008609.1,19406.0,17147.0,16924.0,17240.5,17679.375,False
SPATA5L1,16672.0,19882.0,16924.0,17240.5,17679.625,False
AL139147.1,16179.0,20377.0,16924.0,17240.5,17680.125,False
TRBV13,16466.0,20097.0,16924.0,17240.5,17681.875,False
SPEF1,17119.0,19448.0,16924.0,17240.5,17682.875,False
SLC8A3,19494.0,17077.0,16924.0,17240.5,17683.875,True
AL357078.1,20493.0,16081.0,16924.0,17240.5,17684.625,False
UNC13B,14976.0,21599.0,16924.0,17240.5,17684.875,False
POM121C,14921.0,21664.0,16924.0,17240.5,17687.375,False
TRIM46,21523.0,15065.0,16924.0,17240.5,17688.125,False
LHX4,15665.0,20924.0,16924.0,17240.5,17688.375,False
AC008686.1,21414.0,15179.0,16924.0,17240.5,17689.375,False
TTC28,17658.0,18936.0,16924.0,17240.5,17689.625,False
LGALS4,19714.0,16884.0,16924.0,17240.5,17690.625,False
PRRT2,21952.0,14648.0,16924.0,17240.5,17691.125,False
AC007552.2,19445.0,17156.0,16924.0,17240.5,17691.375,False
AL008638.6,18305.0,18300.0,16924.0,17240.5,17692.375,False
ZNF568,19047.0,17559.0,16924.0,17240.5,17692.625,False
AC104170.1,18237.0,18370.0,16924.0,17240.5,17692.875,False
VPS18,15202.0,21405.0,16924.0,17240.5,17692.875,False
AP005131.1,15056.0,21552.0,16924.0,17240.5,17693.125,False
RORC,17395.0,19215.0,16924.0,17240.5,17693.625,False
CPEB2-DT,16346.0,20268.0,16924.0,17240.5,17694.625,False
AL356488.2,21270.0,15348.0,16924.0,17240.5,17695.625,False
KCNJ14,19439.0,17180.0,16924.0,17240.5,17695.875,False
DMD,15082.0,21538.0,16924.0,17240.5,17696.125,False
PLAC1,19543.0,17078.0,16924.0,17240.5,17696.375,False
AC011481.1,21188.0,15434.0,16924.0,17240.5,17696.625,False
POMT1,20731.0,15893.0,16924.0,17240.5,17697.125,False
CIART,18027.0,18597.0,16924.0,17240.5,17697.125,False
IGFBP3,20174.0,16452.0,16924.0,17240.5,17697.625,False
AL022323.5,17240.0,19386.0,16924.0,17240.5,17697.625,False
NCR1,17032.0,19596.0,16924.0,17240.5,17698.125,False
AC139887.4,16297.0,20332.0,16924.0,17240.5,17698.375,False
AC005616.1,14989.0,21641.0,16924.0,17240.5,17698.625,False
AP005329.2,21475.0,15160.0,16924.0,17240.5,17699.875,False
MYT1L,20307.0,16332.0,16924.0,17240.5,17700.875,False
PCCA-AS1,17723.0,18922.0,16924.0,17240.5,17702.375,False
AL365214.2,18692.0,17954.0,16924.0,17240.5,17702.625,False
KRTCAP3,22321.0,14326.0,16924.0,17240.5,17702.875,False
AC006064.6,18342.0,18307.0,16924.0,17240.5,17703.375,False
CPNE9,21351.0,15299.0,16924.0,17240.5,17703.625,False
CSNK1G2-AS1,20336.0,16314.0,16924.0,17240.5,17703.625,False
SMIM11B,21478.0,15173.0,16924.0,17240.5,17703.875,False
ATAD3C,19557.0,17095.0,16924.0,17240.5,17704.125,False
LINC02328,19631.0,17021.0,16924.0,17240.5,17704.125,False
MYL4,19002.0,17652.0,16924.0,17240.5,17704.625,False
AC015802.1,16588.0,20068.0,16924.0,17240.5,17705.125,False
ZMIZ1-AS1,16017.0,20640.0,16924.0,17240.5,17705.375,False
AC010680.4,21309.0,15350.0,16924.0,17240.5,17705.875,False
MXRA8,17558.0,19101.0,16924.0,17240.5,17705.875,False
SPRY3,15667.0,20996.0,16924.0,17240.5,17706.875,False
AC010531.6,20925.0,15740.0,16924.0,17240.5,17707.375,False
MTCH1,16490.0,20179.0,16924.0,17240.5,17708.375,False
AC099850.3,16248.0,20422.0,16924.0,17240.5,17708.625,False
PRG3,17214.0,19456.0,16924.0,17240.5,17708.625,False
AC079834.2,22068.0,14603.0,16924.0,17240.5,17708.875,False
UNC13A,19932.0,16739.0,16924.0,17240.5,17708.875,False
RGPD3,19568.0,17103.0,16924.0,17240.5,17708.875,False
OVOL1,15223.0,21450.0,16924.0,17240.5,17709.375,False
SAPCD1-AS1,16459.0,20214.0,16924.0,17240.5,17709.375,False
TMEM225B,14967.0,21707.0,16924.0,17240.5,17709.625,False
ZNF84,21172.0,15503.0,16924.0,17240.5,17709.875,False
ZBTB46-AS1,15877.0,20803.0,16924.0,17240.5,17711.125,False
SLC8A2,20147.0,16536.0,16924.0,17240.5,17711.875,True
FEZ1,16785.0,19901.0,16924.0,17240.5,17712.625,False
BARX1-DT,18009.0,18684.0,16924.0,17240.5,17714.375,False
AC115676.1,19750.0,16949.0,16924.0,17240.5,17715.875,False
ACTL6B,16867.0,19833.0,16924.0,17240.5,17716.125,False
CFAP221,16018.0,20683.0,16924.0,17240.5,17716.375,False
TCTE1,17877.0,18825.0,16924.0,17240.5,17716.625,False
FKBPL,17574.0,19129.0,16924.0,17240.5,17716.875,False
MYO16,16810.0,19895.0,16924.0,17240.5,17717.375,False
SETD6,20788.0,15923.0,16924.0,17240.5,17718.875,False
AC092903.2,22065.0,14647.0,16924.0,17240.5,17719.125,False
EFNB2,21374.0,15339.0,16924.0,17240.5,17719.375,False
SSUH2,18187.0,18535.0,16924.0,17240.5,17721.625,False
AL158211.1,21879.0,14843.0,16924.0,17240.5,17721.625,False
RGMB-AS1,21683.0,15040.0,16924.0,17240.5,17721.875,False
FAM228B,20393.0,16330.0,16924.0,17240.5,17721.875,False
AC025580.3,15845.0,20879.0,16924.0,17240.5,17722.125,False
AL136526.1,18517.0,18208.0,16924.0,17240.5,17722.375,False
NOX4,17813.0,18912.0,16924.0,17240.5,17722.375,False
AC007384.1,14536.0,22193.0,16924.0,17240.5,17723.375,False
ARHGAP11B,21512.0,15217.0,16924.0,17240.5,17723.375,False
AC104076.1,17856.0,18875.0,16924.0,17240.5,17723.875,False
HMGXB4,17766.0,18966.0,16924.0,17240.5,17724.125,False
UPP2,14741.0,21995.0,16924.0,17240.5,17725.125,False
CALN1,18156.0,18583.0,16924.0,17240.5,17725.875,False
WAPL,14793.0,21947.0,16924.0,17240.5,17726.125,False
IPP,19380.0,17362.0,16924.0,17240.5,17726.625,False
C5orf60,14444.0,22298.0,16924.0,17240.5,17726.625,False
AC124804.1,20572.0,16176.0,16924.0,17240.5,17728.125,False
ATP11AUN,16226.0,20522.0,16924.0,17240.5,17728.125,False
AC022973.3,21970.0,14779.0,16924.0,17240.5,17728.375,False
AC110813.1,18930.0,17825.0,16924.0,17240.5,17729.875,False
POU5F1B,16497.0,20258.0,16924.0,17240.5,17729.875,False
AUTS2,19278.0,17481.0,16924.0,17240.5,17730.875,False
AC073569.1,20221.0,16539.0,16924.0,17240.5,17731.125,False
NT5DC4,21563.0,15198.0,16924.0,17240.5,17731.375,False
MSH5,20502.0,16261.0,16924.0,17240.5,17731.875,False
ITPK1-AS1,20346.0,16417.0,16924.0,17240.5,17731.875,False
LINC02259,18485.0,18282.0,16924.0,17240.5,17732.875,False
SETX,19086.0,17682.0,16924.0,17240.5,17733.125,False
RGS20,16789.0,19980.0,16924.0,17240.5,17733.375,False
C9orf24,16443.0,20329.0,16924.0,17240.5,17734.125,False
TSPEAR-AS1,18825.0,17948.0,16924.0,17240.5,17734.375,False
PPM1B,20452.0,16326.0,16924.0,17240.5,17735.625,False
ZKSCAN3,18944.0,17839.0,16924.0,17240.5,17736.875,False
DUSP27,16277.0,20508.0,16924.0,17240.5,17737.375,False
AP000282.1,21356.0,15432.0,16924.0,17240.5,17738.125,False
WDR19,19828.0,16963.0,16924.0,17240.5,17738.875,False
LINC00920,17209.0,19584.0,16924.0,17240.5,17739.375,False
AC106739.1,17956.0,18838.0,16924.0,17240.5,17739.625,False
PCDHGB2,18143.0,18651.0,16924.0,17240.5,17739.625,False
LRTM1,15130.5,21666.5,16924.0,17240.5,17740.375,False
ANKRD34C-AS1,15130.5,21666.5,16924.0,17240.5,17740.375,False
AC010273.1,22234.0,14565.0,16924.0,17240.5,17740.875,False
FCRL4,20522.0,16277.0,16924.0,17240.5,17740.875,False
RDH16,16792.0,20007.0,16924.0,17240.5,17740.875,False
FGFR4,16641.0,20159.0,16924.0,17240.5,17741.125,False
C17orf47,18490.0,18310.0,16924.0,17240.5,17741.125,False
UGT3A2,15942.0,20860.0,16924.0,17240.5,17741.625,False
TOLLIP-AS1,18715.0,18089.0,16924.0,17240.5,17742.125,False
AL031651.1,18565.0,18240.0,16924.0,17240.5,17742.375,False
RPL34-AS1,15212.0,21594.0,16924.0,17240.5,17742.625,False
AC055717.1,19467.0,17339.0,16924.0,17240.5,17742.625,False
AC012594.1,17083.0,19724.0,16924.0,17240.5,17742.875,False
MYL5,19992.0,16816.0,16924.0,17240.5,17743.125,False
AL139246.3,17233.0,19579.0,16924.0,17240.5,17744.125,False
ZNF135,21380.0,15436.0,16924.0,17240.5,17745.125,False
PGAM2,16080.0,20736.0,16924.0,17240.5,17745.125,False
APOD,19359.0,17459.0,16924.0,17240.5,17745.625,False
AL356019.1,19325.0,17494.0,16924.0,17240.5,17745.875,False
THOC6,16843.0,19977.0,16924.0,17240.5,17746.125,False
TNNI3K,21722.0,15102.0,16924.0,17240.5,17747.125,False
AC006299.1,18319.0,18505.0,16924.0,17240.5,17747.125,False
AL158013.1,17960.0,18866.0,16924.0,17240.5,17747.625,False
CDHR3,15019.0,21807.0,16924.0,17240.5,17747.625,False
ATP6V0E2-AS1,19132.0,17697.0,16924.0,17240.5,17748.375,False
MAN1C1,14766.0,22066.0,16924.0,17240.5,17749.125,False
CXCL17,20645.0,16190.0,16924.0,17240.5,17749.875,False
AC148476.1,16185.0,20650.0,16924.0,17240.5,17749.875,False
DMKN,19259.0,17578.0,16924.0,17240.5,17750.375,False
TRBV29-1,19677.0,17168.0,16924.0,17240.5,17752.375,False
BICDL2,15050.0,21796.0,16924.0,17240.5,17752.625,False
AL358075.1,20206.0,16641.0,16924.0,17240.5,17752.875,False
TSHZ3,20969.0,15879.0,16924.0,17240.5,17753.125,False
GPR87,21865.0,14984.0,16924.0,17240.5,17753.375,False
AL954650.1,19253.0,17599.0,16924.0,17240.5,17754.125,False
AP000866.1,20334.0,16518.0,16924.0,17240.5,17754.125,False
AC025259.1,16192.0,20667.0,16924.0,17240.5,17755.875,False
AL357054.3,15930.0,20930.0,16924.0,17240.5,17756.125,False
AC009121.1,17436.0,19425.0,16924.0,17240.5,17756.375,False
PCOLCE-AS1,19517.0,17346.0,16924.0,17240.5,17756.875,False
HCG17,16194.0,20670.0,16924.0,17240.5,17757.125,False
BX571846.1,19155.0,17710.0,16924.0,17240.5,17757.375,False
CADM2,18849.0,18020.0,16924.0,17240.5,17758.375,False
CLEC12B,20230.0,16639.0,16924.0,17240.5,17758.375,False
LINC00327,18302.0,18569.0,16924.0,17240.5,17758.875,False
AC044839.5,15535.0,21339.0,16924.0,17240.5,17759.625,False
ANKRD46,15671.0,21203.0,16924.0,17240.5,17759.625,False
AC138393.3,17068.0,19809.0,16924.0,17240.5,17760.375,False
AC116913.1,18168.0,18715.0,16924.0,17240.5,17761.875,False
CLIC3,20681.0,16205.0,16924.0,17240.5,17762.625,False
OR52N4,20119.0,16769.0,16924.0,17240.5,17763.125,False
AC007405.2,20783.0,16106.0,16924.0,17240.5,17763.375,False
AL360004.1,21274.0,15615.0,16924.0,17240.5,17763.375,False
THSD7A,19427.0,17469.0,16924.0,17240.5,17765.125,False
LINC01254,18603.0,18297.0,16924.0,17240.5,17766.125,False
AF250324.1,15803.0,21098.0,16924.0,17240.5,17766.375,False
AL021368.1,20578.0,16325.0,16924.0,17240.5,17766.875,False
TRDV2,17435.0,19471.0,16924.0,17240.5,17767.625,False
RHOXF1,15604.0,21302.0,16924.0,17240.5,17767.625,False
AL137796.1,21341.0,15574.0,16924.0,17240.5,17769.875,False
AC006449.6,15178.0,21738.0,16924.0,17240.5,17770.125,False
COL6A1,20527.0,16389.0,16924.0,17240.5,17770.125,False
LINC02138,17659.0,19258.0,16924.0,17240.5,17770.375,False
AL138767.1,16839.0,20081.0,16924.0,17240.5,17771.125,False
AL365259.1,19286.0,17634.0,16924.0,17240.5,17771.125,False
AC092171.2,21473.0,15448.0,16924.0,17240.5,17771.375,False
CCDC51,21012.0,15910.0,16924.0,17240.5,17771.625,False
CEMP1,18053.0,18869.0,16924.0,17240.5,17771.625,False
GNAO1,17640.0,19283.0,16924.0,17240.5,17771.875,False
ITK,21858.0,15071.0,16924.0,17240.5,17773.375,False
PVRIG,21880.0,15051.0,16924.0,17240.5,17773.875,False
CACNB1,21567.0,15371.0,16924.0,17240.5,17775.625,False
MCF2L,20311.0,16628.0,16924.0,17240.5,17775.875,False
LPAR1,19726.0,17214.0,16924.0,17240.5,17776.125,False
TRIML2,16173.0,20768.0,16924.0,17240.5,17776.375,False
DMRTA2,21972.0,14972.0,16924.0,17240.5,17777.125,False
M1AP,16147.0,20800.0,16924.0,17240.5,17777.875,False
AP001610.2,20818.0,16134.0,16924.0,17240.5,17779.125,False
AL355103.1,18226.0,18728.0,16924.0,17240.5,17779.625,False
AC091564.2,19505.0,17450.0,16924.0,17240.5,17779.875,False
TMEM63B,17410.0,19546.0,16924.0,17240.5,17780.125,False
ERVW-1,14683.0,22275.0,16924.0,17240.5,17780.625,False
AC127164.1,19640.0,17318.0,16924.0,17240.5,17780.625,False
ZNF236,18399.0,18561.0,16924.0,17240.5,17781.125,False
LINC02050,16889.0,20071.0,16924.0,17240.5,17781.125,False
TSNAXIP1,18765.0,18197.0,16924.0,17240.5,17781.625,False
TDRP,16916.0,20048.0,16924.0,17240.5,17782.125,False
LINC01962,21435.0,15531.0,16924.0,17240.5,17782.625,False
CYP27B1,22266.0,14700.0,16924.0,17240.5,17782.625,False
MAP7D2,21825.0,15142.0,16924.0,17240.5,17782.875,False
DUOX2,20699.0,16269.0,16924.0,17240.5,17783.125,False
C19orf67,15579.0,21390.0,16924.0,17240.5,17783.375,False
LRRN1,19745.0,17225.0,16924.0,17240.5,17783.625,False
AC019171.1,19599.0,17374.0,16924.0,17240.5,17784.375,False
AL596220.1,20658.0,16317.0,16924.0,17240.5,17784.875,False
AC110048.2,19204.0,17771.0,16924.0,17240.5,17784.875,False
AC107959.2,19421.0,17555.0,16924.0,17240.5,17785.125,False
TENT5B,17319.0,19657.0,16924.0,17240.5,17785.125,False
USP24,15393.0,21585.0,16924.0,17240.5,17785.625,False
TENT2,21518.0,15462.0,16924.0,17240.5,17786.125,False
ZNF426-DT,21454.0,15526.0,16924.0,17240.5,17786.125,False
AC136424.2,16222.0,20760.0,16924.0,17240.5,17786.625,False
LINC00337,16600.0,20387.0,16924.0,17240.5,17787.875,False
SPATA45,19831.0,17158.0,16924.0,17240.5,17788.375,False
TEX28,18020.0,18971.0,16924.0,17240.5,17788.875,False
PCDHGA2,16059.0,20934.0,16924.0,17240.5,17789.375,False
TP63,19420.0,17574.0,16924.0,17240.5,17789.625,False
EAF1-AS1,15807.0,21193.0,16924.0,17240.5,17791.125,False
PCDH9,19805.0,17198.0,16924.0,17240.5,17791.875,False
AC006017.1,20470.0,16533.0,16924.0,17240.5,17791.875,False
ASMT,21887.0,15118.0,16924.0,17240.5,17792.375,False
AC109446.3,15757.0,21249.0,16924.0,17240.5,17792.625,False
MCF2,17241.0,19766.0,16924.0,17240.5,17792.875,False
APBA1,17809.0,19200.0,16924.0,17240.5,17793.375,False
ZCCHC18,18604.0,18406.0,16924.0,17240.5,17793.625,False
DEPDC7,19288.0,17724.0,16924.0,17240.5,17794.125,False
BCAS3,17729.0,19285.0,16924.0,17240.5,17794.625,False
AC020915.5,16082.0,20932.0,16924.0,17240.5,17794.625,False
KCTD17,20616.0,16399.0,16924.0,17240.5,17794.875,False
AC010198.1,17919.0,19097.0,16924.0,17240.5,17795.125,False
ESRP2,19289.0,17728.0,16924.0,17240.5,17795.375,False
PTPRK,15141.0,21876.0,16924.0,17240.5,17795.375,False
AC068389.4,21145.0,15874.0,16924.0,17240.5,17795.875,False
CASQ2,17069.0,19950.0,16924.0,17240.5,17795.875,False
MAPK8IP2,22181.0,14840.0,16924.0,17240.5,17796.375,False
GFRA2,15070.0,21956.0,16924.0,17240.5,17797.625,False
SMIM2-AS1,20983.0,16044.0,16924.0,17240.5,17797.875,False
AL160269.1,21520.0,15509.0,16924.0,17240.5,17798.375,False
FAM133A,15307.0,21723.0,16924.0,17240.5,17798.625,False
NPPC,18245.0,18786.0,16924.0,17240.5,17798.875,False
STAR,21131.0,15902.0,16924.0,17240.5,17799.375,False
CFAP46,16699.0,20335.0,16924.0,17240.5,17799.625,False
AC005696.4,21535.0,15500.0,16924.0,17240.5,17799.875,False
IL20RB,20995.0,16042.0,16924.0,17240.5,17800.375,False
AC018523.2,19022.0,18022.0,16924.0,17240.5,17802.125,False
AC111006.1,18179.0,18867.0,16924.0,17240.5,17802.625,False
AL139412.1,20247.0,16800.0,16924.0,17240.5,17802.875,False
DRC1,20990.0,16058.0,16924.0,17240.5,17803.125,False
AC005920.1,18147.0,18901.0,16924.0,17240.5,17803.125,False
AC100793.3,16197.5,20850.5,16924.0,17240.5,17803.125,False
AP001831.1,16197.5,20850.5,16924.0,17240.5,17803.125,False
ATP1A4,16707.0,20342.0,16924.0,17240.5,17803.375,False
LINC01474,17213.0,19838.0,16924.0,17240.5,17803.875,False
ELMSAN1,16976.0,20077.0,16924.0,17240.5,17804.375,False
AL049557.1,16096.0,20958.0,16924.0,17240.5,17804.625,False
AL109914.1,16704.0,20351.0,16924.0,17240.5,17804.875,False
AC005288.1,21639.0,15423.0,16924.0,17240.5,17806.625,False
TEX49,20292.0,16770.0,16924.0,17240.5,17806.625,False
AC068790.8,16025.0,21042.0,16924.0,17240.5,17807.875,False
VSIG1,19546.0,17527.0,16924.0,17240.5,17809.375,False
OR13A1,15859.0,21218.0,16924.0,17240.5,17810.375,False
GOLGA6L1,14975.0,22104.0,16924.0,17240.5,17810.875,False
UGDH-AS1,18845.0,18234.0,16924.0,17240.5,17810.875,False
AC100786.1,15420.0,21660.0,16924.0,17240.5,17811.125,False
USP30,21819.0,15269.0,16924.0,17240.5,17813.125,False
ENTPD4,20638.0,16453.0,16924.0,17240.5,17813.875,False
CU634019.6,15376.0,21716.0,16924.0,17240.5,17814.125,False
AKAP9,21632.0,15460.0,16924.0,17240.5,17814.125,False
PLG,15012.0,22080.0,16924.0,17240.5,17814.125,False
ZP1,20038.0,17056.0,16924.0,17240.5,17814.625,False
RBM15-AS1,19872.0,17222.0,16924.0,17240.5,17814.625,False
AC145124.1,20660.0,16436.0,16924.0,17240.5,17815.125,False
DNAH5,16934.0,20164.0,16924.0,17240.5,17815.625,False
ARHGEF39,19403.0,17703.0,16924.0,17240.5,17817.625,False
FAM187B,17149.0,19958.0,16924.0,17240.5,17817.875,False
NT5C1B,19143.0,17966.0,16924.0,17240.5,17818.375,False
LBP,15308.0,21803.0,16924.0,17240.5,17818.875,False
AC239803.2,20170.0,16941.0,16924.0,17240.5,17818.875,False
HLA-DQB1-AS1,14950.0,22162.0,16924.0,17240.5,17819.125,False
AL031123.2,18587.0,18526.0,16924.0,17240.5,17819.375,False
TEX29,22302.0,14812.0,16924.0,17240.5,17819.625,False
NKX6-1,18223.0,18893.0,16924.0,17240.5,17820.125,False
C2CD6,18199.0,18920.0,16924.0,17240.5,17820.875,False
MAST2,20180.0,16939.0,16924.0,17240.5,17820.875,False
EXPH5,16543.0,20577.0,16924.0,17240.5,17821.125,False
NR2F1-AS1,19402.0,17719.0,16924.0,17240.5,17821.375,False
Z83851.2,17853.0,19270.0,16924.0,17240.5,17821.875,False
PLEKHH2,20496.0,16629.0,16924.0,17240.5,17822.375,False
HGFAC,20223.0,16903.0,16924.0,17240.5,17822.625,False
CD3EAP,21025.0,16103.0,16924.0,17240.5,17823.125,False
C20orf204,21071.0,16059.0,16924.0,17240.5,17823.625,False
AC020978.2,20854.0,16276.0,16924.0,17240.5,17823.625,False
TANK,21129.0,16001.0,16924.0,17240.5,17823.625,False
TM4SF19,16089.0,21041.0,16924.0,17240.5,17823.625,False
TMPRSS13,19895.0,17235.0,16924.0,17240.5,17823.625,False
AC020910.4,18194.0,18940.0,16924.0,17240.5,17824.625,False
AC022113.2,20695.0,16440.0,16924.0,17240.5,17824.875,False
DOCK6,21318.0,15824.0,16924.0,17240.5,17826.625,False
AL121574.1,21084.0,16062.0,16924.0,17240.5,17827.625,False
AP001505.1,20432.0,16714.0,16924.0,17240.5,17827.625,False
ZNF829,16249.0,20898.0,16924.0,17240.5,17827.875,False
AC068658.1,17540.0,19613.0,16924.0,17240.5,17829.375,False
AP005059.2,21452.0,15702.0,16924.0,17240.5,17829.625,False
PNMT,21789.0,15366.0,16924.0,17240.5,17829.875,False
AC092747.4,20066.0,17089.0,16924.0,17240.5,17829.875,False
AC064801.1,20916.0,16242.0,16924.0,17240.5,17830.625,False
AC073359.1,18109.0,19050.0,16924.0,17240.5,17830.875,False
AP000842.3,19200.0,17961.0,16924.0,17240.5,17831.375,False
ROBO3,22332.0,14829.0,16924.0,17240.5,17831.375,False
ZNF385D-AS1,15839.0,21324.0,16924.0,17240.5,17831.875,False
LINC02447,21013.0,16151.0,16924.0,17240.5,17832.125,False
SLC16A14,19506.0,17660.0,16924.0,17240.5,17832.625,False
ARHGEF4,20702.0,16467.0,16924.0,17240.5,17833.375,False
SYCE2,18785.0,18385.0,16924.0,17240.5,17833.625,False
FGFBP2,19122.0,18050.0,16924.0,17240.5,17834.125,False
FAM201A,21300.0,15878.0,16924.0,17240.5,17835.625,False
CORT,20921.0,16258.0,16924.0,17240.5,17835.875,False
RARA,16566.0,20613.0,16924.0,17240.5,17835.875,False
AC020661.1,16938.0,20248.0,16924.0,17240.5,17837.625,False
CNGA1,15842.0,21347.0,16924.0,17240.5,17838.375,False
SKIDA1,19969.0,17227.0,16924.0,17240.5,17840.125,False
LINC02416,19953.0,17245.0,16924.0,17240.5,17840.625,False
AL359198.1,16577.0,20621.0,16924.0,17240.5,17840.625,False
CD8B2,21841.0,15358.0,16924.0,17240.5,17840.875,False
WDPCP,21742.0,15457.0,16924.0,17240.5,17840.875,False
KRTAP5-AS1,15565.0,21636.0,16924.0,17240.5,17841.375,False
CCDC114,20409.0,16793.0,16924.0,17240.5,17841.625,False
TTC6,16926.0,20282.0,16924.0,17240.5,17843.125,False
MAP3K14-AS1,19476.0,17736.0,16924.0,17240.5,17844.125,False
IMPG2,20300.0,16917.0,16924.0,17240.5,17845.375,False
AC019193.3,16813.0,20407.0,16924.0,17240.5,17846.125,False
AC016596.1,22192.0,15032.0,16924.0,17240.5,17847.125,False
AC004593.1,16859.0,20365.0,16924.0,17240.5,17847.125,False
AC007431.1,18269.0,18956.0,16924.0,17240.5,17847.375,False
RLN2,15908.0,21319.0,16924.0,17240.5,17847.875,False
HTR3A,20810.0,16420.0,16924.0,17240.5,17848.625,False
AC066613.1,16929.0,20302.0,16924.0,17240.5,17848.875,False
RPEL1,16929.0,20302.0,16924.0,17240.5,17848.875,False
AC109809.1,16929.0,20302.0,16924.0,17240.5,17848.875,False
HTT-AS,16362.0,20870.0,16924.0,17240.5,17849.125,False
AC067747.1,21932.0,15302.0,16924.0,17240.5,17849.625,False
AC124312.3,18459.0,18780.0,16924.0,17240.5,17850.875,False
FOXP1-AS1,19931.0,17311.0,16924.0,17240.5,17851.625,False
CAPN11,18812.0,18435.0,16924.0,17240.5,17852.875,False
HIC2,18120.0,19131.0,16924.0,17240.5,17853.875,False
SFMBT1,20339.0,16914.0,16924.0,17240.5,17854.375,False
AL020996.1,21802.0,15454.0,16924.0,17240.5,17855.125,False
AC010547.4,17279.0,19984.0,16924.0,17240.5,17856.875,False
PGM5P4-AS1,18157.0,19106.0,16924.0,17240.5,17856.875,False
KF459542.1,20993.0,16274.0,16924.0,17240.5,17857.875,False
RNF103-CHMP3,15907.0,21360.0,16924.0,17240.5,17857.875,False
TRAV41,14960.5,22307.5,16924.0,17240.5,17858.125,False
AC005790.1,16645.0,20623.0,16924.0,17240.5,17858.125,False
AC021205.3,19801.0,17467.0,16924.0,17240.5,17858.125,False
AC007876.1,14960.5,22307.5,16924.0,17240.5,17858.125,False
SGMS1-AS1,17124.0,20144.0,16924.0,17240.5,17858.125,False
CCDC39,19843.0,17426.0,16924.0,17240.5,17858.375,False
AL356489.2,18098.0,19173.0,16924.0,17240.5,17858.875,False
FRMD4A,21946.0,15326.0,16924.0,17240.5,17859.125,False
HOMEZ,15492.0,21782.0,16924.0,17240.5,17859.625,False
SLC4A8,14943.0,22331.0,16924.0,17240.5,17859.625,True
MYPOP,21364.0,15914.0,16924.0,17240.5,17860.625,False
MRLN,20437.0,16842.0,16924.0,17240.5,17860.875,False
AC011825.2,16363.0,20922.0,16924.0,17240.5,17862.375,False
RAB7B,20383.0,16904.0,16924.0,17240.5,17862.875,False
SFRP5,15113.0,22175.0,16924.0,17240.5,17863.125,False
AL357556.4,21102.0,16187.0,16924.0,17240.5,17863.375,False
NGEF,17465.0,19826.0,16924.0,17240.5,17863.875,False
CARD10,21021.0,16270.0,16924.0,17240.5,17863.875,False
