gene,comparison,log2fc,p_value,abs_log2fc
SLC9A4,Survivor_vs_Healthy,17.338253442104808,8.621588488945956e-22,17.338253442104808
SLC20A2,Survivor_vs_Healthy,0.2947818214430737,1.2669060915642081e-21,0.2947818214430737
SLC13A5,Fatal_vs_Healthy,17.209135396150952,2.3659608870456815e-21,17.209135396150952
SLC26A7,Fatal_vs_Healthy,-18.087305782036758,2.786366352440954e-21,18.087305782036758
SLC16A8,Survivor_vs_Healthy,1.6245617896662532,2.850850195396033e-21,1.6245617896662532
SLC27A6,Fatal_vs_Healthy,-17.67862344680599,5.050931161170707e-21,17.67862344680599
SLC44A5,Survivor_vs_Healthy,-17.67862344680599,5.050931161170707e-21,17.67862344680599
SLC27A6,Survivor_vs_Healthy,-17.67862344680599,5.050931161170707e-21,17.67862344680599
SLC22A13,Fatal_vs_Healthy,-18.129471601409232,5.494427158865386e-21,18.129471601409232
SLC18A1,Survivor_vs_Healthy,16.72626547286763,6.807935595467918e-21,16.72626547286763
SLC28A2,Fatal_vs_Healthy,-0.5835181003556084,7.14289670965371e-21,0.5835181003556084
SLC29A2,Fatal_vs_Healthy,1.329172551407459,1.2716999838519664e-20,1.329172551407459
SLC5A11,Fatal_vs_Healthy,-18.57079249833694,1.4129452755040517e-20,18.57079249833694
SLC7A9,Fatal_vs_Healthy,16.63199952215509,1.538280840691988e-20,16.63199952215509
SLC36A2,Survivor_vs_Healthy,16.355894212562905,1.5949482961286428e-20,16.355894212562905
SLC22A3,Fatal_vs_Healthy,-18.151643049519073,1.6731175896052676e-20,18.151643049519073
SLC22A3,Survivor_vs_Healthy,-18.151643049519073,1.6731175896052676e-20,18.151643049519073
SLC24A5,Survivor_vs_Healthy,17.479992113917795,1.7592364073229597e-20,17.479992113917795
SLC16A13,Survivor_vs_Healthy,1.0515079343056108,1.9774863232294168e-20,1.0515079343056108
SLC16A12,Fatal_vs_Healthy,17.03050330612459,3.4435651949616477e-20,17.03050330612459
SLC23A1,Survivor_vs_Healthy,1.5616592883374731,3.610777963003124e-20,1.5616592883374731
SLC34A3,Survivor_vs_Healthy,16.802774766060896,3.8958853194959483e-20,16.802774766060896
SLCO1C1,Survivor_vs_Healthy,16.222914989727748,4.077995015372979e-20,16.222914989727748
SLC14A1,Fatal_vs_Healthy,15.881842407919812,4.550029134935001e-20,15.881842407919812
SLC11A2,Fatal_vs_Healthy,0.17972267393724273,7.024239575843359e-20,0.17972267393724273
SLC26A3,Fatal_vs_Healthy,16.004136542252017,9.833254508946593e-20,16.004136542252017
SLC34A1,Fatal_vs_Healthy,16.466968873054793,2.4241647833810954e-19,16.466968873054793
SLC6A7,Fatal_vs_Healthy,-17.88532721366285,2.7040532327827663e-19,17.88532721366285
SLC6A7,Survivor_vs_Healthy,-17.88532721366285,2.7040532327827663e-19,17.88532721366285
SLC9A5,Survivor_vs_Healthy,-2.0671760323159534,5.261735130377679e-19,2.0671760323159534
SLC5A2,Fatal_vs_Healthy,16.3794664117366,5.449401427066278e-19,16.3794664117366
SLC6A11,Fatal_vs_Healthy,16.359670597406854,6.371202737639685e-19,16.359670597406854
SLC39A5,Fatal_vs_Healthy,16.202034211765763,6.912471265003796e-19,16.202034211765763
SLC26A4,Survivor_vs_Healthy,1.305111590128113,1.1887292722771865e-18,1.305111590128113
SLC13A4,Fatal_vs_Healthy,17.365048517347585,1.6118048542812685e-18,17.365048517347585
SLC12A2,Fatal_vs_Healthy,0.2825326488734266,1.6659290358676829e-18,0.2825326488734266
SLC4A4,Survivor_vs_Healthy,0.7282493838689175,3.497036651813205e-17,0.7282493838689175
SLC4A10,Fatal_vs_Healthy,-3.4560422275446085,7.34881764268282e-17,3.4560422275446085
SLC1A7,Survivor_vs_Healthy,-2.054840632958533,1.7538981412661012e-16,2.054840632958533
SLC25A14,Survivor_vs_Healthy,0.24915423924905436,2.633664711024866e-16,0.24915423924905436
SLC25A4,Fatal_vs_Healthy,0.5290974737687856,2.7426842730360263e-16,0.5290974737687856
SLC6A8,Survivor_vs_Healthy,-0.4574209112540544,7.659571059394447e-16,0.4574209112540544
SLC17A5,Fatal_vs_Healthy,-0.12698648612458258,1.3373637613252605e-15,0.12698648612458258
SLC3A1,Fatal_vs_Healthy,0.7940408153275531,1.0262535137466661e-14,0.7940408153275531
SLC41A2,Survivor_vs_Healthy,-0.44859719484685356,1.3061105793905128e-14,0.44859719484685356
SLC28A2,Survivor_vs_Healthy,-0.4574964797459981,1.3570457962925917e-14,0.4574964797459981
SLC14A2,Survivor_vs_Healthy,-1.2818463047769766,1.89296240377777e-14,1.2818463047769766
SLC25A42,Fatal_vs_Healthy,-0.3709923415910167,1.7001148361832151e-13,0.3709923415910167
SLC14A2,Fatal_vs_Healthy,-1.205835856325793,2.4727787863091214e-13,1.205835856325793
SLC38A5,Survivor_vs_Healthy,0.41092107624164825,2.833786323276718e-13,0.41092107624164825
SLC51B,Fatal_vs_Healthy,1.094560933417482,4.519712820358978e-13,1.094560933417482
SLC1A4,Survivor_vs_Healthy,0.183579959479992,4.701728897043358e-13,0.183579959479992
SLC25A32,Survivor_vs_Healthy,0.10246878368020017,9.1151343317422e-13,0.10246878368020017
SLC44A4,Fatal_vs_Healthy,0.4688784043019876,1.1278703156978535e-12,0.4688784043019876
SLC22A18,Survivor_vs_Healthy,-0.12310989215998867,2.4449738469040044e-12,0.12310989215998867
SLC47A1,Survivor_vs_Healthy,-0.6217370209781375,2.9104081102274615e-12,0.6217370209781375
SLC44A4,Survivor_vs_Healthy,-0.6245711786978372,4.2614097463787135e-12,0.6245711786978372
SLC8A2,Fatal_vs_Healthy,-1.8959295646985326,9.9276268268128e-12,1.8959295646985326
SLC38A2,Survivor_vs_Healthy,-0.03449611318785214,1.3602573183423358e-11,0.03449611318785214
SLC10A1,Survivor_vs_Healthy,0.8959041943185857,3.2294199085180765e-11,0.8959041943185857
SLC4A5,Survivor_vs_Healthy,-0.7068057001072844,7.253560275145542e-11,0.7068057001072844
SLC1A7,Fatal_vs_Healthy,-1.2660058765112028,7.821134932238315e-11,1.2660058765112028
SLC8A2,Survivor_vs_Healthy,-1.7447132311111355,1.710454124623794e-10,1.7447132311111355
SLC20A1,Survivor_vs_Healthy,-0.04781783500043737,1.9997126608091447e-10,0.04781783500043737
SLC7A5,Survivor_vs_Healthy,0.058949873212439066,5.470174469926518e-10,0.058949873212439066
SLC4A5,Fatal_vs_Healthy,-0.6205461751598073,3.866427130518142e-09,0.6205461751598073
SLC43A1,Fatal_vs_Healthy,-0.3238063462780457,4.615637972268918e-09,0.3238063462780457
SLC5A10,Survivor_vs_Healthy,0.6966606245697992,8.221824260587166e-09,0.6966606245697992
SLC25A27,Survivor_vs_Healthy,-0.8795940316092064,1.2875682841338247e-08,0.8795940316092064
SLC26A8,Fatal_vs_Healthy,0.5334761466569417,2.6875109150701084e-08,0.5334761466569417
SLC26A6,Fatal_vs_Healthy,0.15922536177899818,3.930197395589335e-08,0.15922536177899818
SLC25A4,Survivor_vs_Healthy,0.33288556256424856,1.0489221932269035e-07,0.33288556256424856
SLC16A8,Fatal_vs_Healthy,0.8798818772983928,1.5147497438372277e-07,0.8798818772983928
SLC2A8,Fatal_vs_Healthy,0.1542241797274856,2.2045569515764522e-07,0.1542241797274856
SLC22A1,Fatal_vs_Healthy,0.49959732258808787,2.283429827799947e-07,0.49959732258808787
SLC7A1,Fatal_vs_Healthy,0.11817317165964723,3.0140746007190303e-07,0.11817317165964723
SLC8A3,Fatal_vs_Healthy,-3.1568832359753323,4.632879715013344e-07,3.1568832359753323
SLC39A10,Survivor_vs_Healthy,-0.08265292805668555,6.492456226085862e-07,0.08265292805668555
SLC25A18,Fatal_vs_Healthy,0.6038226869872457,9.66456242493733e-07,0.6038226869872457
SLC29A4,Survivor_vs_Healthy,0.7041723770344832,1.4600007293509431e-06,0.7041723770344832
SLC5A11,Survivor_vs_Healthy,-1.8545803243026258,2.3945269800504516e-06,1.8545803243026258
SLC35D2,Fatal_vs_Healthy,-0.044773087940352334,5.101122107893128e-06,0.044773087940352334
SLC27A5,Fatal_vs_Healthy,-0.1705849956957646,5.729004157639303e-06,0.1705849956957646
SLC22A16,Fatal_vs_Healthy,0.1676094003827621,1.0034650383420194e-05,0.1676094003827621
SLC18A2,Fatal_vs_Healthy,-0.645397069735795,1.6542340002631618e-05,0.645397069735795
SLC2A5,Survivor_vs_Healthy,0.2113905857182357,2.432702537583471e-05,0.2113905857182357
SLC23A1,Fatal_vs_Healthy,-1.528043112811687,2.986743077242102e-05,1.528043112811687
SLC24A3,Survivor_vs_Healthy,0.531239838986393,8.433872953492897e-05,0.531239838986393
SLC25A38,Fatal_vs_Healthy,-0.08863934953154694,0.00010182142260437521,0.08863934953154694
SLC6A13,Survivor_vs_Healthy,-1.3123842990234236,0.0001474341791284407,1.3123842990234236
SLC19A1,Survivor_vs_Healthy,0.060790134573249534,0.0001486216940566966,0.060790134573249534
SLC4A9,Fatal_vs_Healthy,-1.0517220387296364,0.00022094274436315592,1.0517220387296364
SLC16A10,Survivor_vs_Healthy,-0.17091106719550583,0.0010017914520778126,0.17091106719550583
SLC27A2,Fatal_vs_Healthy,0.3630996947445027,0.0025055123504523053,0.3630996947445027
SLC25A18,Survivor_vs_Healthy,0.38380062614488963,0.0026466880594924734,0.38380062614488963
SLC12A3,Fatal_vs_Healthy,0.3795559346848436,0.0031797823600752334,0.3795559346848436
SLC25A36,Fatal_vs_Healthy,-0.01482189338909311,0.003543407391349829,0.01482189338909311
SLC26A2,Fatal_vs_Healthy,0.08674286922377054,0.004013605771709069,0.08674286922377054
SLC8A3,Survivor_vs_Healthy,-0.8357851076398183,0.004315045757583145,0.8357851076398183
SLC37A1,Survivor_vs_Healthy,0.044079113503529804,0.005012456761483484,0.044079113503529804
SLC4A9,Survivor_vs_Healthy,0.47614546974440847,0.006695710245227242,0.47614546974440847
SLC25A42,Survivor_vs_Healthy,0.1011279255050065,0.007598636266967752,0.1011279255050065
SLC7A6,Survivor_vs_Healthy,0.040388350808915875,0.021561376590133085,0.040388350808915875
SLC16A5,Survivor_vs_Healthy,0.03158902696954036,0.023436497417741314,0.03158902696954036
SLC17A7,Survivor_vs_Healthy,-0.7841677174961547,0.032472246320478834,0.7841677174961547
SLC26A1,Survivor_vs_Healthy,-0.22493664848024292,0.05029557902567821,0.22493664848024292
SLC39A14,Survivor_vs_Healthy,-0.3447365592472482,0.05136816633178575,0.3447365592472482
SLC47A1,Fatal_vs_Healthy,0.10975289995826777,0.0634886499611221,0.10975289995826777
SLC7A1,Survivor_vs_Healthy,-0.0422778006675124,0.07507451984043349,0.0422778006675124
SLC12A3,Survivor_vs_Healthy,0.02802880625446968,0.13449654274273967,0.02802880625446968
SLC51B,Survivor_vs_Healthy,-0.7144757216631574,0.18576751069664654,0.7144757216631574
SLC22A15,Fatal_vs_Healthy,0.019187234749191616,0.22136137256928268,0.019187234749191616
SLC26A7,Survivor_vs_Healthy,-0.4552250990852576,0.2850640409744708,0.4552250990852576
SLC12A5,Fatal_vs_Healthy,0.02521483061217172,0.30077101001327344,0.02521483061217172
SLC24A4,Fatal_vs_Healthy,-0.008270869439450459,0.32778890500440383,0.008270869439450459
SLC44A5,Fatal_vs_Healthy,-0.24356608581699635,0.39702005810586505,0.24356608581699635
SLC6A6,Fatal_vs_Healthy,-2.652294917101612e-05,0.4026708765689534,2.652294917101612e-05
SLC6A13,Fatal_vs_Healthy,-0.3380960930807209,0.40268268861869794,0.3380960930807209
SLC16A1,Fatal_vs_Healthy,-0.017067913944416577,0.4642937186134408,0.017067913944416577
SLC17A7,Fatal_vs_Healthy,-0.15529561691638413,0.5509979229612842,0.15529561691638413
SLC22A13,Survivor_vs_Healthy,-0.1650958975622927,0.5567570766545776,0.1650958975622927
SLC4A3,Fatal_vs_Healthy,-0.2956354258099252,0.6198349168624088,0.2956354258099252
SLC15A2,Fatal_vs_Healthy,0.002757013299995633,0.6521299173862771,0.002757013299995633
SLC4A8,Fatal_vs_Healthy,-0.00029847512582983096,0.7834074729414255,0.00029847512582983096
SLC10A1,Fatal_vs_Healthy,-0.29872254586462027,0.8316127419148123,0.29872254586462027
SLC9A5,Fatal_vs_Healthy,-0.0656373317856556,0.8910665290735545,0.0656373317856556
SLC4A3,Survivor_vs_Healthy,-0.22851809172812054,0.9950790787522651,0.22851809172812054
SLC22A6,Survivor_vs_Healthy,0.0,1.0,0.0
SLC5A8,Fatal_vs_Healthy,0.0,1.0,0.0
SLC6A3,Survivor_vs_Healthy,0.0,1.0,0.0
SLC7A10,Fatal_vs_Healthy,0.0,1.0,0.0
SLC17A1,Fatal_vs_Healthy,0.0,1.0,0.0
SLC1A1,Fatal_vs_Healthy,0.0,1.0,0.0
SLC6A5,Survivor_vs_Healthy,0.0,1.0,0.0
SLC38A3,Survivor_vs_Healthy,0.0,1.0,0.0
SLC6A15,Survivor_vs_Healthy,0.0,1.0,0.0
SLC19A3,Survivor_vs_Healthy,0.0,1.0,0.0
SLC16A2,Survivor_vs_Healthy,0.0,1.0,0.0
SLC5A7,Survivor_vs_Healthy,0.0,1.0,0.0
SLC7A2,Fatal_vs_Healthy,0.0,1.0,0.0
SLC5A12,Fatal_vs_Healthy,0.0,1.0,0.0
SLC6A14,Fatal_vs_Healthy,0.0,1.0,0.0
SLC10A2,Fatal_vs_Healthy,0.0,1.0,0.0
SLC52A3,Fatal_vs_Healthy,0.0,1.0,0.0
SLC13A3,Fatal_vs_Healthy,0.0,1.0,0.0
SLC17A8,Survivor_vs_Healthy,0.0,1.0,0.0
SLC6A1,Survivor_vs_Healthy,0.0,1.0,0.0
SLC17A2,Survivor_vs_Healthy,0.0,1.0,0.0
SLC22A12,Survivor_vs_Healthy,0.0,1.0,0.0
SLC9A2,Survivor_vs_Healthy,0.0,1.0,0.0
SLC26A9,Fatal_vs_Healthy,0.0,1.0,0.0
SLC47A2,Fatal_vs_Healthy,0.0,1.0,0.0
SLC2A7,Fatal_vs_Healthy,0.0,1.0,0.0
SLC6A18,Fatal_vs_Healthy,0.0,1.0,0.0
SLC13A3,Survivor_vs_Healthy,0.0,1.0,0.0
SLC5A12,Survivor_vs_Healthy,0.0,1.0,0.0
SLC7A2,Survivor_vs_Healthy,0.0,1.0,0.0
SLC28A1,Survivor_vs_Healthy,0.0,1.0,0.0
SLC13A2,Survivor_vs_Healthy,0.0,1.0,0.0
SLC5A1,Survivor_vs_Healthy,0.0,1.0,0.0
SLC16A12,Survivor_vs_Healthy,0.0,1.0,0.0
SLC22A2,Fatal_vs_Healthy,0.0,1.0,0.0
SLC24A5,Fatal_vs_Healthy,0.0,1.0,0.0
SLC25A2,Fatal_vs_Healthy,0.0,1.0,0.0
SLC17A4,Fatal_vs_Healthy,0.0,1.0,0.0
SLC5A7,Fatal_vs_Healthy,0.0,1.0,0.0
SLC16A2,Fatal_vs_Healthy,0.0,1.0,0.0
SLC6A18,Survivor_vs_Healthy,0.0,1.0,0.0
SLC52A3,Survivor_vs_Healthy,0.0,1.0,0.0
SLC34A1,Survivor_vs_Healthy,0.0,1.0,0.0
SLC36A3,Survivor_vs_Healthy,0.0,1.0,0.0
SLC17A4,Survivor_vs_Healthy,0.0,1.0,0.0
SLC6A19,Fatal_vs_Healthy,0.0,1.0,0.0
SLC28A1,Fatal_vs_Healthy,0.0,1.0,0.0
SLC17A6,Fatal_vs_Healthy,0.0,1.0,0.0
SLC13A2,Fatal_vs_Healthy,0.0,1.0,0.0
SLC5A1,Fatal_vs_Healthy,0.0,1.0,0.0
SLC38A4,Fatal_vs_Healthy,0.0,1.0,0.0
SLC22A2,Survivor_vs_Healthy,0.0,1.0,0.0
SLC6A2,Fatal_vs_Healthy,0.0,1.0,0.0
SLC6A11,Survivor_vs_Healthy,0.0,1.0,0.0
SLC2A2,Fatal_vs_Healthy,0.0,1.0,0.0
SLC34A2,Fatal_vs_Healthy,0.0,1.0,0.0
SLC25A21,Fatal_vs_Healthy,0.0,1.0,0.0
SLC12A1,Fatal_vs_Healthy,0.0,1.0,0.0
SLC7A3,Fatal_vs_Healthy,0.0,1.0,0.0
SLC13A1,Fatal_vs_Healthy,0.0,1.0,0.0
SLCO2A1,Survivor_vs_Healthy,0.0,1.0,0.0
SLCO2A1,Fatal_vs_Healthy,0.0,1.0,0.0
SLC22A7,Survivor_vs_Healthy,0.0,1.0,0.0
SLC36A2,Fatal_vs_Healthy,0.0,1.0,0.0
SLC7A3,Survivor_vs_Healthy,0.0,1.0,0.0
SLC5A8,Survivor_vs_Healthy,0.0,1.0,0.0
SLC18A3,Fatal_vs_Healthy,0.0,1.0,0.0
SLC38A3,Fatal_vs_Healthy,0.0,1.0,0.0
SLC10A6,Survivor_vs_Healthy,0.0,1.0,0.0
SLC13A1,Survivor_vs_Healthy,0.0,1.0,0.0
SLC16A9,Fatal_vs_Healthy,0.0,1.0,0.0
SLC22A8,Fatal_vs_Healthy,0.0,1.0,0.0
SLC18A3,Survivor_vs_Healthy,0.0,1.0,0.0
SLC17A3,Fatal_vs_Healthy,0.0,1.0,0.0
SLC24A2,Survivor_vs_Healthy,0.0,1.0,0.0
SLC22A8,Survivor_vs_Healthy,0.0,1.0,0.0
SLC15A1,Fatal_vs_Healthy,0.0,1.0,0.0
SLC2A4,Fatal_vs_Healthy,0.0,1.0,0.0
SLC9A4,Fatal_vs_Healthy,0.0,1.0,0.0
SLC18A1,Fatal_vs_Healthy,0.0,1.0,0.0
SLC10A6,Fatal_vs_Healthy,0.0,1.0,0.0
SLC16A9,Survivor_vs_Healthy,0.0,1.0,0.0
SLC17A3,Survivor_vs_Healthy,0.0,1.0,0.0
SLC39A2,Survivor_vs_Healthy,0.0,1.0,0.0
SLC7A9,Survivor_vs_Healthy,0.0,1.0,0.0
SLC26A3,Survivor_vs_Healthy,0.0,1.0,0.0
SLC22A6,Fatal_vs_Healthy,0.0,1.0,0.0
SLC34A2,Survivor_vs_Healthy,0.0,1.0,0.0
SLC25A21,Survivor_vs_Healthy,0.0,1.0,0.0
SLC12A1,Survivor_vs_Healthy,0.0,1.0,0.0
SLC6A3,Fatal_vs_Healthy,0.0,1.0,0.0
SLC9A2,Fatal_vs_Healthy,0.0,1.0,0.0
SLC17A8,Fatal_vs_Healthy,0.0,1.0,0.0
SLC7A10,Survivor_vs_Healthy,0.0,1.0,0.0
SLC1A1,Survivor_vs_Healthy,0.0,1.0,0.0
SLC17A2,Fatal_vs_Healthy,0.0,1.0,0.0
SLC22A12,Fatal_vs_Healthy,0.0,1.0,0.0
SLC6A1,Fatal_vs_Healthy,0.0,1.0,0.0
SLC17A1,Survivor_vs_Healthy,0.0,1.0,0.0
SLC15A1,Survivor_vs_Healthy,0.0,1.0,0.0
SLC24A2,Fatal_vs_Healthy,0.0,1.0,0.0
SLC38A4,Survivor_vs_Healthy,0.0,1.0,0.0
SLC2A2,Survivor_vs_Healthy,0.0,1.0,0.0
SLC6A5,Fatal_vs_Healthy,0.0,1.0,0.0
SLC6A15,Fatal_vs_Healthy,0.0,1.0,0.0
SLC6A2,Survivor_vs_Healthy,0.0,1.0,0.0
SLC26A9,Survivor_vs_Healthy,0.0,1.0,0.0
SLC6A14,Survivor_vs_Healthy,0.0,1.0,0.0
SLC10A2,Survivor_vs_Healthy,0.0,1.0,0.0
SLC47A2,Survivor_vs_Healthy,0.0,1.0,0.0
SLCO1C1,Fatal_vs_Healthy,0.0,1.0,0.0
SLC2A7,Survivor_vs_Healthy,0.0,1.0,0.0
SLC17A6,Survivor_vs_Healthy,0.0,1.0,0.0
SLC6A19,Survivor_vs_Healthy,0.0,1.0,0.0
